TAZID,AreaTAZ,WalkBuff,AreaPrem,WalkPrem
2944,504172.8414534002,1,265275.68879674986,53.0
2939,1367927.303102763,1,1303716.1204827474,95.0
2990,132529.60603040276,1,132529.6060304028,100.0
2992,218044.06005145935,1,218044.0600514594,100.0
2993,146999.07659994578,1,146999.07659994578,100.0
2942,871981.7661999671,1,274234.6570597014,31.0
2994,303957.1562500227,1,105192.71159002223,35.0
2988,191814.7151496951,1,133108.11928808823,69.0
2989,125961.98559996487,1,44076.33575628353,35.0
2986,131801.20169988365,1,131801.20169988365,100.0
2980,90316.2330499973,1,90316.23304999729,100.0
2981,88176.51219978153,1,88176.51219978154,100.0
2971,196518.1378502079,1,144586.74005451176,74.0
2976,129818.07470008956,1,129818.07470008954,100.0
2972,132063.0529998509,1,132063.05299985086,100.0
2968,90643.86714259768,1,90643.86714259766,100.0
3008,134545.82984137873,1,134545.82984137873,100.0
3003,258700.13385107575,1,13067.061357724653,5.0
3001,135664.01806036424,1,135664.01806036424,100.0
3005,131821.53804688517,1,131821.53804688517,100.0
3004,195619.70369910466,1,184758.6445421369,94.0
2996,225785.2994658706,1,155322.5268131598,69.0
2999,301501.1141582569,1,23706.15347041087,8.0
2957,1024617.7641796365,1,25846.484913854172,3.0
2958,474093.72032391827,1,222502.03377444483,47.0
2998,255379.59457774978,1,255379.59457774973,100.0
3014,134088.56134999183,1,134088.56134999185,100.0
3015,131373.84035004512,1,130352.7875762252,99.0
3016,195838.38469990043,1,9966.486084412323,5.0
3013,243832.98034641324,1,14937.166488240338,6.0
3021,243972.15380525863,1,202905.33380872587,83.0
3022,825853.2321483403,1,372391.74679457775,45.0
3019,399289.54452694807,1,399289.544526948,100.0
3523,428516438.5364903,1,171220.78220609046,0.0
2888,387962.3816000491,1,122236.9380781627,32.0
2607,260545.45191777663,1,168577.43780332155,65.0
2810,418496.510999621,1,3466.2123074248266,1.0
2982,130927.2017502115,1,9565.982696875333,7.0
2978,317788.9593566194,1,47487.70901088713,15.0
2979,203637.20934981309,1,96379.19986665931,47.0
2975,195201.0217000357,1,142516.913176649,73.0
2967,134581.86434982787,1,98056.21383901403,73.0
3007,200102.77081592035,1,139902.0511357832,70.0
3000,194877.61140870253,1,192768.45184318515,99.0
2997,255724.31928386568,1,255724.31928386568,100.0
3011,131335.19688217284,1,131335.19688217284,100.0
3009,265713.04432285693,1,188023.14016945116,71.0
2793,497115.8670325872,1,10093.60496874751,2.0
2808,436780.0042726614,1,256183.60965094224,59.0
3017,1179522.2819744665,1,417079.91138362495,35.0
2879,330736.8909667208,1,69134.40211313298,21.0
3020,197786.468373664,1,197786.468373664,100.0
2727,356483.18280730775,1,76465.31686534252,21.0
2987,128644.49690020694,1,128644.49690020694,100.0
2991,126575.18241213058,1,126575.18241213057,100.0
3012,129063.37890022543,1,128533.24618632809,100.0
2881,279390.0670402097,1,40451.647112670806,14.0
2867,281000.29920901975,1,111268.33257048066,40.0
2849,344714.5269354082,1,161096.84705190954,47.0
2848,1076844.1297564553,1,998383.2524182127,93.0
