A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry
22082,22053,0.19486252984173869,22082_22053,1721,0,1,41,,"LINESTRING (417350 4497479, 417409 4497171)"
22091,22127,0.1991361479486676,22091_22127,1708,0,1,41,,"LINESTRING (417494 4497479, 417435 4497794)"
22092,22031,0.34775395977063317,22092_22031,1973,0,5,34,0015_293.6,"LINESTRING (423837 4491143, 423880 4490585)"
22094,22036,0.3446563627494626,22094_22036,1973,0,1,38,0015_293.6,"LINESTRING (423847 4491142, 423890 4490589)"
22095,22149,0.2947593427163456,22095_22149,1908,0,1,38,0015_293.6,"LINESTRING (423854 4491139, 423818 4491612)"
22098,22150,0.29186268358929834,22098_22150,1908,0,5,34,0015_293.6,"LINESTRING (423864 4491140, 423824 4491608)"
22123,22082,0.19950323021279484,22123_22082,1707,0,1,42,,"LINESTRING (417417 4497793, 417350 4497479)"
22145,22092,0.29719160860441696,22145_22092,1886,0,5,34,0015_293.6,"LINESTRING (423802 4491620, 423837 4491143)"
22148,22094,0.2979532487023406,22148_22094,1886,0,1,38,0015_293.6,"LINESTRING (423809 4491620, 423847 4491142)"
22149,22238,0.4660709754955243,22149_22238,1886,0,1,38,0015_293.6,"LINESTRING (423818 4491612, 423828 4492362)"
22150,22242,0.46918620564848057,22150_22242,1897,0,5,34,0015_293.6,"LINESTRING (423824 4491608, 423835 4492363)"
22163,22200,0.19761216165488885,22163_22200,1303,0,2,33,0201_006.2,"LINESTRING (407472 4508034, 407790 4508030)"
22169,22019,0.7067305682858913,22169_22019,1303,0,2,33,0201_006.2,"LINESTRING (407475 4508075, 406338 4508046)"
22200,22228,0.17838701154618558,22200_22228,1304,0,2,33,0201_007.2,"LINESTRING (407790 4508030, 408077 4508023)"
22203,22169,0.19513577391603404,22203_22169,907,0,2,33,0201_006.2,"LINESTRING (407789 4508070, 407475 4508075)"
22228,22298,0.31825806026483794,22228_22298,1304,0,2,33,0201_007.2,"LINESTRING (408077 4508023, 408589.1642 4508018.337)"
22233,22203,0.1764972042417403,22233_22203,907,0,2,33,0201_007.2,"LINESTRING (408073 4508065, 407789 4508070)"
22236,22145,0.4604476797344289,22236_22145,1886,0,5,34,0015_293.6,"LINESTRING (423807 4492361, 423802 4491620)"
22237,22148,0.45983093934442604,22237_22148,1886,0,1,38,0015_293.6,"LINESTRING (423815 4492360, 423809 4491620)"
22238,22340,0.4039501101444963,22238_22340,1871,0,1,38,0015_293.0,"LINESTRING (423828 4492362, 423839 4493012)"
22242,22342,0.4033647234135135,22242_22342,1872,0,5,34,0015_293.0,"LINESTRING (423835 4492363, 423849 4493012)"
22244,22292,0.19686928007901208,22244_22292,1609,0,1,42,,"LINESTRING (417437 4498779, 417471 4499094)"
22271,22240,0.20106089389821113,22271_22240,1703,0,1,41,,"LINESTRING (417343 4499094, 417417 4498779)"
22280,21999,0.9395577003527181,22280_21999,906,0,2,35,0080_104.3,"LINESTRING (402655 4513810, 401625 4512703)"
22284,22356,0.20538977418050242,22284_22356,907,0,2,35,0080_104.3,"LINESTRING (402681 4513792, 402974 4513945)"
22292,22331,0.20707007547606082,22292_22331,1600,0,1,41,,"LINESTRING (417471 4499094, 417389 4499417)"
22298,22488,0.7592443655689189,22298_22488,1305,0,2,33,0201_007.7,"LINESTRING (408589.1642 4508018.337, 409811 4508029)"
22305,22233,0.32190046549405027,22305_22233,907,0,2,33,0201_007.2,"LINESTRING (408591 4508072, 408073 4508065)"
22325,22271,0.19785526616520213,22325_22271,1606,0,1,42,,"LINESTRING (417373 4499411, 417343 4499094)"
22334,22236,0.3989696875095161,22334_22236,1871,0,5,34,0015_293.0,"LINESTRING (423817 4493003, 423807 4492361)"
22335,22237,0.3977484497458849,22335_22237,1871,0,1,38,0015_293.0,"LINESTRING (423827 4493000, 423815 4492360)"
22340,22405,0.2751586940988192,22340_22405,1871,0,1,38,,"LINESTRING (423839 4493012, 423812 4493454)"
22342,22391,0.19918097669020174,22342_22391,1872,0,2,42,,"LINESTRING (423849 4493012, 423869.24937 4493331.90969)"
22342,22404,0.2479821811977276,22342_22404,1872,0,2,42,,"LINESTRING (423849 4493012, 423853.1563 4493411.066)"
22342,22406,0.27636211724473847,22342_22406,1871,0,5,34,,"LINESTRING (423849 4493012, 423823 4493456)"
22353,22280,0.2020608218146825,22353_22280,906,0,2,35,0080_104.3,"LINESTRING (402943 4513961, 402655 4513810)"
22356,22537,0.8147677594492541,22356_22537,907,0,2,35,0080_104.3,"LINESTRING (402974 4513945, 404285 4513920)"
22384,22334,0.25539250983464323,22384_22334,1871,0,3,41,,"LINESTRING (423753 4493409, 423817 4493003)"
22391,22412,0.08905943675753515,22391_22412,1872,0,2,31,,"LINESTRING (423869.24937 4493331.90969, 423858.87391 4493474.86057)"
22395,22334,0.28384222273107773,22395_22334,1871,0,5,34,,"LINESTRING (423790 4493459, 423817 4493003)"
22395,22401,0.006244718717686064,22395_22401,1861,0,1,39,,"LINESTRING (423790 4493459, 423800 4493460)"
22401,22335,0.28632340586505894,22401_22335,1871,0,1,38,,"LINESTRING (423800 4493460, 423827 4493000)"
22401,22395,0.006244718717686064,22401_22395,1861,0,1,39,,"LINESTRING (423800 4493460, 423790 4493459)"
22404,22412,0.03979909707560468,22404_22412,1862,0,2,41,,"LINESTRING (423853.1563 4493411.066, 423858.87391 4493474.86057)"
22404,22450,0.2464092382020635,22404_22450,1862,0,3,41,,"LINESTRING (423853.1563 4493411.066, 423724 4493786)"
22405,22406,0.006947158392570215,22405_22406,1862,0,1,39,,"LINESTRING (423812 4493454, 423823 4493456)"
22405,22448,0.21551693287860285,22405_22448,1861,0,1,38,,"LINESTRING (423812 4493454, 423715 4493787)"
22406,22405,0.006947158392570215,22406_22405,1862,0,1,39,,"LINESTRING (423823 4493456, 423812 4493454)"
22406,22450,0.21408162028784977,22406_22450,1861,0,5,34,,"LINESTRING (423823 4493456, 423724 4493786)"
22412,22453,0.20952238810741106,22412_22453,1862,0,2,31,,"LINESTRING (423858.87391 4493474.86057, 423737.8731 4493789.595)"
22430,22486,0.203781839203739,22430_22486,1600,0,1,42,,"LINESTRING (417084 4500378, 417109 4500705)"
22440,22384,0.24435043400612627,22440_22384,1861,0,2,42,,"LINESTRING (423689 4493797, 423753 4493409)"
22440,22395,0.21920018697129592,22440_22395,1861,0,5,34,,"LINESTRING (423689 4493797, 423790 4493459)"
22445,22401,0.22074829458363077,22445_22401,1861,0,1,38,,"LINESTRING (423697 4493800, 423800 4493460)"
22448,22655,1.2170572905766868,22448_22655,1816,0,1,38,0015_295.6,"LINESTRING (423715 4493787, 423399 4495720)"
22450,22657,1.216957195990369,22450_22657,1816,0,5,34,0015_295.6,"LINESTRING (423724 4493786, 423409 4495719)"
22453,22519,0.3989539922879238,22453_22519,1862,0,2,31,0015_295.6,"LINESTRING (423737.8731 4493789.595, 423640.4615 4494424.215)"
22454,26264,0.39173260163553353,22454_26264,890,0,3,33,,"LINESTRING (422816.95895 4520950.10712, 422843 4521580)"
22470,22427,0.20819046945399008,22470_22427,1599,0,1,41,,"LINESTRING (416993 4500704, 417066 4500377)"
22486,22514,0.20043773999100029,22486_22514,1595,0,1,41,,"LINESTRING (417109 4500705, 417031 4501018)"
22488,22543,0.23384758445253984,22488_22543,1305,0,2,33,0201_007.7,"LINESTRING (409811 4508029, 410187 4508045)"
22491,22305,0.7618191934980106,22491_22305,1302,0,2,33,0201_007.7,"LINESTRING (409817 4508064, 408591 4508072)"
22512,22470,0.19563375658880242,22512_22470,1595,0,1,42,,"LINESTRING (417016 4501018, 416993 4500704)"
22519,22573,0.31502443885550624,22519_22573,1816,0,2,31,0015_295.6,"LINESTRING (423640.4615 4494424.215, 423558.8954 4494924.592)"
22537,22921,1.7361225428376486,22537_22921,954,0,2,35,0080_104.3,"LINESTRING (404285 4513920, 407079 4513928)"
22543,22593,0.2567179484346616,22543_22593,1332,0,2,33,0201_008.7,"LINESTRING (410187 4508045, 410600 4508034)"
22544,22353,0.8289196149882142,22544_22353,954,0,2,35,0080_104.3,"LINESTRING (404277 4513955, 402943 4513961)"
22549,22491,0.23002879655622313,22549_22491,1305,0,2,33,0201_007.7,"LINESTRING (410187 4508076, 409817 4508064)"
22573,22659,0.5049451715088876,22573_22659,1816,0,2,31,0015_295.6,"LINESTRING (423558.8954 4494924.592, 423424.7506 4495726.072)"
22593,22630,0.17720783521004943,22593_22630,1332,0,2,33,0201_008.7,"LINESTRING (410600 4508034, 410884 4508060)"
22601,22549,0.2597404932528925,22601_22549,1332,0,2,33,0201_008.7,"LINESTRING (410605 4508073, 410187 4508076)"
22630,22925,0.9782398302022857,22630_22925,1322,0,2,33,0201_008.7,"LINESTRING (410884 4508060, 412301 4508746)"
22631,22601,0.15950893522994725,22631_22601,1332,0,2,33,0201_008.7,"LINESTRING (410861 4508092, 410605 4508073)"
22652,22440,1.2172584066321257,22652_22440,1815,0,5,34,0015_295.6,"LINESTRING (423371 4495730, 423689 4493797)"
22653,22445,1.216957195990369,22653_22445,1816,0,1,38,0015_295.6,"LINESTRING (423382 4495733, 423697 4493800)"
22655,22708,0.2972377257590436,22655_22708,1811,0,1,38,0015_295.6,"LINESTRING (423399 4495720, 423363 4496197)"
22657,22713,0.2965719053428499,22657_22713,1811,0,5,34,0015_295.6,"LINESTRING (423409 4495719, 423374 4496195)"
22659,22715,0.2919255327554687,22659_22715,1811,0,2,31,0015_295.6,"LINESTRING (423424.7506 4495726.072, 423384.4183 4496194.145)"
22699,22652,0.29218859557198285,22699_22652,1800,0,5,34,0015_295.6,"LINESTRING (423337 4496199, 423371 4495730)"
22703,22653,0.28900178913092095,22703_22653,1800,0,1,38,0015_295.6,"LINESTRING (423350 4496197, 423382 4495733)"
22708,22770,0.18772965113179885,22708_22770,1801,0,1,38,0015_295.6,"LINESTRING (423363 4496197, 423389 4496498)"
22713,22775,0.19712309452469562,22713_22775,1801,0,5,34,0015_295.6,"LINESTRING (423374 4496195, 423402 4496511)"
22715,22777,0.19512687270905854,22715_22777,1801,0,2,31,0015_295.6,"LINESTRING (423384.4183 4496194.145, 423413.099 4496506.858)"
22737,22783,0.3731926583336139,22737_22783,1604,0,4,34,0215_013.5,"LINESTRING (419745 4499980, 420292 4499732)"
22743,22771,0.21123200383629065,22743_22771,1603,0,4,34,0215_013.5,"LINESTRING (419773 4500006, 419594 4500295)"
22754,22699,0.15388606631815788,22754_22699,1800,0,5,34,0015_295.6,"LINESTRING (423355 4496446, 423337 4496199)"
22755,22703,0.15562255068994985,22755_22703,1800,0,1,38,0015_295.6,"LINESTRING (423365 4496447, 423350 4496197)"
22759,22814,0.25006450795069446,22759_22814,1341,0,1,42,,"LINESTRING (413042 4506783, 413008 4507184)"
22763,22737,0.2485195777022584,22763_22737,1603,0,4,34,0215_013.5,"LINESTRING (419536 4500321, 419745 4499980)"
22770,22864,0.3416674368710943,22770_22864,1800,0,1,38,,"LINESTRING (423389 4496498, 423528 4497030)"
22771,22790,0.1917868738379646,22771_22790,1603,0,4,34,0215_013.5,"LINESTRING (419594 4500295, 419483 4500583)"
22775,22868,0.3318648183926697,22775_22868,1800,0,5,34,,"LINESTRING (423402 4496511, 423536 4497028)"
22776,22754,0.06590596566911949,22776_22754,1800,0,3,31,0015_295.6,"LINESTRING (423364.3521 4496551.652, 423355 4496446)"
22777,22810,0.12242062619521579,22777_22810,1801,0,2,31,0015_295.6,"LINESTRING (423413.099 4496506.858, 423469.7329 4496695.559)"
22782,22743,0.3162445395031017,22782_22743,1604,0,4,34,0215_013.5,"LINESTRING (420230 4499782, 419773 4500006)"
22783,22807,0.24163331445131805,22783_22807,1607,0,2,42,,"LINESTRING (420292 4499732, 420618 4499520)"
22783,22832,0.18354176852302098,22783_22832,1604,0,4,34,,"LINESTRING (420292 4499732, 420587 4499717)"
22785,22746,0.2505796792651548,22785_22746,1340,0,1,41,,"LINESTRING (412848 4507182, 412983 4506802)"
22788,22763,0.17021984143542357,22788_22763,1603,0,4,34,0215_013.5,"LINESTRING (419456 4500583, 419536 4500321)"
22790,22867,0.30573117293307367,22790_22867,1588,0,4,34,0215_013.5,"LINESTRING (419483 4500583, 419488 4501075)"
22793,22754,0.1433338689301568,22793_22754,1800,0,5,34,0015_295.6,"LINESTRING (423414 4496669, 423355 4496446)"
22795,22755,0.1407721271975989,22795_22755,1800,0,1,38,0015_295.6,"LINESTRING (423423 4496666, 423365 4496447)"
22800,22813,0.051047197978154706,22800_22813,1607,0,1,41,,"LINESTRING (420491 4499618, 420486 4499700)"
22810,22878,0.2304000205964205,22810_22878,1801,0,2,42,,"LINESTRING (423469.7329 4496695.559, 423564.8442 4497053.945)"
22810,22946,0.4743762462661018,22810_22946,1791,0,2,31,,"LINESTRING (423469.7329 4496695.559, 423695 4497425)"
22811,22800,0.059538403898292264,22811_22800,1607,0,1,41,,"LINESTRING (420582 4499588, 420491 4499618)"
22813,22832,0.06364143129019034,22813_22832,1607,0,1,41,,"LINESTRING (420486 4499700, 420587 4499717)"
22823,22782,0.1741839787052306,22823_22782,1604,0,4,34,,"LINESTRING (420508 4499746, 420230 4499782)"
22831,22811,0.06381107744760084,22831_22811,1607,0,1,41,,"LINESTRING (420621 4499683, 420582 4499588)"
22831,22894,0.2505334496947598,22831_22894,1614,0,1,41,,"LINESTRING (420621 4499683, 421023 4499714)"
22832,22894,0.27092492635413185,22832_22894,1614,0,4,34,,"LINESTRING (420587 4499717, 421023 4499714)"
22843,22823,0.08266359519050002,22843_22823,1604,0,4,34,,"LINESTRING (420641 4499749, 420508 4499746)"
22846,22870,0.06512567308827293,22846_22870,1605,0,1,41,,"LINESTRING (420626 4499803, 420678 4499894)"
22850,22782,0.24528172274942356,22850_22782,1604,0,1,41,,"LINESTRING (420620 4499843, 420230 4499782)"
22856,22788,0.3050940136950551,22856_22788,1588,0,4,34,0215_013.5,"LINESTRING (419456 4501074, 419456 4500583)"
22857,22793,0.24395824842863553,22857_22793,1800,0,2,41,,"LINESTRING (423474 4497057, 423414 4496669)"
22863,22843,0.08279194220514881,22863_22843,1605,0,1,41,,"LINESTRING (420769 4499786, 420641 4499749)"
22864,22868,0.005123970852172519,22864_22868,1800,0,1,39,,"LINESTRING (423528 4497030, 423536 4497028)"
22864,22940,0.2718745384619967,22864_22940,1786,0,1,38,,"LINESTRING (423528 4497030, 423636 4497454)"
22867,22996,0.5524174870617553,22867_22996,1588,0,4,34,0215_013.5,"LINESTRING (419488 4501075, 419495 4501964)"
22868,22864,0.005123970852172519,22868_22864,1800,0,1,39,,"LINESTRING (423536 4497028, 423528 4497030)"
22868,22943,0.26977883288916465,22868_22943,1786,0,5,34,,"LINESTRING (423536 4497028, 423646 4497448)"
22870,22876,0.051693581060044666,22870_22876,1605,0,1,41,,"LINESTRING (420678 4499894, 420753 4499858)"
22876,22863,0.045830188560741114,22876_22863,1605,0,1,41,,"LINESTRING (420753 4499858, 420769 4499786)"
22877,22793,0.2718745384619967,22877_22793,1800,0,5,34,,"LINESTRING (423522 4497093, 423414 4496669)"
22877,22880,0.00633678341878383,22877_22880,1786,0,1,39,,"LINESTRING (423522 4497093, 423532 4497091)"
22878,22906,0.12927965794048818,22878_22906,1791,0,2,41,,"LINESTRING (423564.8442 4497053.945, 423619.2038 4497254.773)"
22880,22795,0.2726304304565314,22880_22795,1800,0,1,38,,"LINESTRING (423532 4497091, 423423 4496666)"
22880,22877,0.00633678341878383,22880_22877,1786,0,1,39,,"LINESTRING (423532 4497091, 423522 4497093)"
22893,22843,0.2143744946824899,22893_22843,1605,0,4,34,,"LINESTRING (420986 4499750, 420641 4499749)"
22893,22869,0.2541072638938169,22893_22869,1605,0,2,42,,"LINESTRING (420986 4499750, 420626 4499944)"
22894,22928,0.22452287325007617,22894_22928,1654,0,4,34,0215_011.5,"LINESTRING (421023 4499714, 421382 4499673)"
22895,22857,0.10490899265154469,22895_22857,1786,0,2,42,,"LINESTRING (423518 4497220, 423474 4497057)"
22906,22943,0.12121501004301954,22906_22943,1791,0,2,41,,"LINESTRING (423619.2038 4497254.773, 423646 4497448)"
22906,22946,0.11578609532581116,22906_22946,1791,0,1,41,,"LINESTRING (423619.2038 4497254.773, 423695 4497425)"
22921,23362,1.7520597938102174,22921_23362,975,0,2,35,0080_104.3,"LINESTRING (407079 4513928, 409898 4513867)"
22924,22544,1.7410891800959793,22924_22544,954,0,2,35,0080_104.3,"LINESTRING (407079 4513950, 404277 4513955)"
22925,22957,0.08454780243948284,22925_22957,1322,0,2,33,0201_008.7,"LINESTRING (412301 4508746, 412436 4508763)"
22927,22877,0.22335216872631253,22927_22877,1786,0,5,34,,"LINESTRING (423612 4497441, 423522 4497093)"
22927,22895,0.14922910204866469,22927_22895,1786,0,2,42,,"LINESTRING (423612 4497441, 423518 4497220)"
22928,22951,0.1747659840544899,22928_22951,1654,0,4,34,0215_011.5,"LINESTRING (421382 4499673, 421623 4499528)"
22930,22631,0.9770913898287157,22930_22631,1322,0,2,33,0201_008.7,"LINESTRING (412274 4508782, 410861 4508092)"
22933,22880,0.22787442007867684,22933_22880,1786,0,1,38,,"LINESTRING (423624 4497446, 423532 4497091)"
22934,22966,0.2807889825069906,22934_22966,1648,0,4,34,0215_011.5,"LINESTRING (422072 4499002, 422482 4498812)"
22940,22998,0.22999186652070722,22940_22998,1786,0,1,38,0015_297.9,"LINESTRING (423636 4497454, 423646 4497824)"
22943,23001,0.23309761121829686,22943_23001,1786,0,5,34,0015_297.9,"LINESTRING (423646 4497448, 423656 4497823)"
22944,22893,0.2519013193187617,22944_22893,1638,0,4,34,0215_011.5,"LINESTRING (421389 4499706, 420986 4499750)"
22946,22976,0.10987057838216957,22946_22976,1791,0,3,31,0015_297.9,"LINESTRING (423695 4497425, 423736 4497597)"
22947,22958,0.40312582918936396,22947_22958,1638,0,4,34,0215_011.5,"LINESTRING (422083 4499041, 421666 4499538)"
22950,22776,0.6432887969877837,22950_22776,1786,0,3,31,,"LINESTRING (423581 4497564, 423364.3521 4496551.652)"
22950,22895,0.21730729219620892,22950_22895,1786,0,2,31,,"LINESTRING (423581 4497564, 423518 4497220)"
22951,22934,0.42972630829711045,22951_22934,1638,0,4,34,0215_011.5,"LINESTRING (421623 4499528, 422072 4499002)"
22957,23002,0.15949441109097612,22957_23002,1322,0,2,33,,"LINESTRING (412436 4508763, 412690 4508800)"
22957,23004,0.23684410685233417,22957_23004,1322,0,2,31,,"LINESTRING (412436 4508763, 412814 4508714)"
22958,22944,0.2013027105698439,22958_22944,1638,0,4,34,0215_011.5,"LINESTRING (421666 4499538, 421389 4499706)"
22966,23058,0.4027363052225598,22966_23058,1655,0,4,34,0215_011.5,"LINESTRING (422482 4498812, 423124 4498723)"
22967,22950,0.0828665253560927,22967_22950,1786,0,4,31,0015_297.9,"LINESTRING (423600 4497696, 423581 4497564)"
22976,23049,0.3315988662875997,22976_23049,1668,0,3,31,,"LINESTRING (423736 4497597, 423694 4498129)"
22979,22947,0.28387010704213056,22979_22947,1648,0,4,34,0215_011.5,"LINESTRING (422498 4498850, 422083 4499041)"
22983,23040,0.22742581706791717,22983_23040,1323,0,2,31,,"LINESTRING (413097 4508266, 413151 4508628)"
22984,22856,0.5176571949308038,22984_22856,1588,0,4,34,0215_013.5,"LINESTRING (419468 4501907, 419456 4501074)"
22992,22927,0.24238634636097292,22992_22927,1786,0,5,34,0015_297.9,"LINESTRING (423620 4497831, 423612 4497441)"
22994,22933,0.23554043165984578,22994_22933,1786,0,1,38,0015_297.9,"LINESTRING (423631 4497825, 423624 4497446)"
22996,23039,0.19513577391603404,22996_23039,1588,0,4,34,,"LINESTRING (419495 4501964, 419500 4502278)"
22996,23081,0.24730478794366326,22996_23081,1588,0,2,42,,"LINESTRING (419495 4501964, 419716 4502295)"
22998,23063,0.3483513321748625,22998_23063,1786,0,1,38,,"LINESTRING (423646 4497824, 423499 4498365)"
23001,23064,0.35135043231953655,23001_23064,1668,0,5,34,,"LINESTRING (423656 4497823, 423509 4498369)"
23002,23043,0.175624384010822,23002_23043,1322,0,2,33,,"LINESTRING (412690 4508800, 412972 4508819)"
23003,22964,0.20105321241533272,23003_22964,1322,0,2,31,,"LINESTRING (412953 4508561, 413035 4508248)"
23004,23003,0.12844542516805285,23004_23003,1322,0,2,31,,"LINESTRING (412814 4508714, 412953 4508561)"
23005,22930,0.26743943221154326,23005_22930,1322,0,2,33,0201_008.7,"LINESTRING (412701 4508836, 412274 4508782)"
23015,22967,0.22279917138310898,23015_22967,1786,0,4,31,,"LINESTRING (423543 4498050, 423600 4497696)"
23022,23039,0.0732614003839407,23022_23039,1588,0,1,41,,"LINESTRING (419526 4502163, 419500 4502278)"
23026,22984,0.24755992036942842,23026_22984,1587,0,1,41,,"LINESTRING (419416 4502302, 419468 4501907)"
23032,23022,0.047558360863838474,23032_23022,1588,0,1,41,,"LINESTRING (419599 4502140, 419526 4502163)"
23038,23015,0.17430031372822788,23038_23015,1667,0,4,31,,"LINESTRING (423457 4498317, 423543 4498050)"
23039,23123,0.25044096495304946,23039_23123,1579,0,4,34,,"LINESTRING (419500 4502278, 419506 4502681)"
23040,23105,0.15744780823646445,23040_23105,1323,0,2,31,,"LINESTRING (413151 4508628, 413345 4508791)"
23043,23066,0.06837641610018672,23043_23066,1322,0,2,33,,"LINESTRING (412972 4508819, 413082 4508816)"
23047,22979,0.34175331050027397,23047_22979,1648,0,4,34,0215_011.5,"LINESTRING (423042 4498769, 422498 4498850)"
23049,23111,0.20505676895522928,23049_23111,1668,0,2,31,,"LINESTRING (423694 4498129, 423696 4498459)"
23049,23137,0.24844033063367144,23049_23137,1668,0,2,31,,"LINESTRING (423694 4498129, 423762 4498523)"
23054,22992,0.34089813122424845,23054_22992,1786,0,5,34,,"LINESTRING (423471 4498359, 423620 4497831)"
23056,22994,0.34645026854899513,23056_22994,1786,0,1,38,,"LINESTRING (423481 4498362, 423631 4497825)"
23058,23067,0.08817583464702267,23058_23067,1667,0,2,31,,"LINESTRING (423124 4498723, 423248 4498654)"
23058,23096,0.20907692191644367,23058_23096,1667,0,4,34,,"LINESTRING (423124 4498723, 423444 4498619)"
