A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry
27114,24095,0.08858185473244558,27114_24095,1330,0,1,31,,"LINESTRING (419603.09662 4508255.43825, 419658 4508387)"
27117,27113,0.011426553456517292,27117_27113,765,0,1,39,,"LINESTRING (421723.1649 4539734.584, 421714.2342 4539718.509)"
27117,27132,0.33867729813345665,27117_27132,765,0,1,38,0015_325.6,"LINESTRING (421723.1649 4539734.584, 422143 4539387)"
27121,27222,0.4708365552456885,27121_27222,780,0,2,31,,"LINESTRING (424281 4537194, 424173 4537944)"
27122,27128,0.008668421530538178,27122_27128,764,0,1,39,,"LINESTRING (421735.6678 4539745.301, 421746.3847 4539754.232)"
27122,27144,0.4703165597803363,27122_27144,765,0,1,38,0015_325.6,"LINESTRING (421735.6678 4539745.301, 421249 4540325)"
27127,27112,0.12350945717572252,27127_27112,780,0,2,31,,"LINESTRING (424169 4537328, 424272 4537158)"
27128,27122,0.008668421530538178,27128_27122,764,0,1,39,,"LINESTRING (421746.3847 4539754.232, 421735.6678 4539745.301)"
27128,27146,0.47034579890854616,27128_27146,765,0,4,33,0015_325.6,"LINESTRING (421746.3847 4539754.232, 421255 4540330)"
27129,27141,0.4034833997895917,27129_27141,775,0,3,33,,"LINESTRING (422138 4539373, 422621 4538939)"
27132,27145,0.40953743258732844,27132_27145,775,0,1,38,,"LINESTRING (422143 4539387, 422631 4538944)"
27133,27176,0.17907720791358728,27133_27176,780,0,2,31,,"LINESTRING (424189 4537344, 424140 4537628)"
27136,27113,0.4835192002354219,27136_27113,765,0,3,33,0015_325.6,"LINESTRING (421223 4540322, 421714.2342 4539718.509)"
27139,27122,0.34111688242515165,27139_27122,764,0,1,38,0015_325.6,"LINESTRING (422160 4539397, 421735.6678 4539745.301)"
27140,27117,0.4759461741565013,27140_27117,765,0,1,38,0015_325.6,"LINESTRING (421234 4540324, 421723.1649 4539734.584)"
27141,27159,0.7068887114749925,27141_27159,775,0,3,33,0015_324.4,"LINESTRING (422621 4538939, 423491 4538206)"
27143,27128,0.3423291820121527,27143_27128,764,0,4,33,0015_325.6,"LINESTRING (422170 4539402, 421746.3847 4539754.232)"
27144,27154,0.2467483577177969,27144_27154,764,0,1,38,0015_325.6,"LINESTRING (421249 4540325, 421018 4540648)"
27145,27163,0.7041874970164007,27145_27163,776,0,1,38,0015_324.4,"LINESTRING (422631 4538944, 423497 4538213)"
27146,27158,0.24487131986078806,27146_27158,764,0,4,33,0015_325.6,"LINESTRING (421255 4540330, 421025 4540650)"
27147,27139,0.353927823559622,27147_27139,771,0,1,38,,"LINESTRING (422577 4539009, 422160 4539397)"
27150,27143,0.4100238907974668,27150_27143,776,0,4,33,,"LINESTRING (422659.493 4538959.482, 422170 4539402)"
27151,27136,0.24083143973892235,27151_27136,765,0,3,33,0015_325.6,"LINESTRING (421000 4540639, 421223 4540322)"
27152,27140,0.24227003468620545,27152_27140,765,0,1,38,0015_325.6,"LINESTRING (421007 4540641, 421234 4540324)"
27154,27300,1.294554603860543,27154_27300,763,0,1,38,0015_325.6,"LINESTRING (421018 4540648, 420343 4542619)"
27158,27301,1.2911869799176021,27158_27301,760,0,4,33,0015_325.6,"LINESTRING (421025 4540650, 420358 4542618)"
27159,27166,0.24326484725140135,27159_27166,775,0,1,42,,"LINESTRING (423491 4538206, 423781 4537943)"
27159,27168,0.15070690886493723,27159_27168,775,0,4,33,,"LINESTRING (423491 4538206, 423680 4538054)"
27160,27090,0.387499517259718,27160_27090,787,0,4,33,0015_322.0,"LINESTRING (424427 4537273, 424597 4536673)"
27163,27173,0.1517791151806463,27163_27173,775,0,1,38,,"LINESTRING (423497 4538213, 423689 4538062)"
27164,27092,0.38920607803036594,27164_27092,787,0,1,38,0015_322.0,"LINESTRING (424436 4537278, 424609 4536676)"
27166,27174,0.16397884067691784,27166_27174,780,0,2,41,,"LINESTRING (423781 4537943, 423982 4537772)"
27167,27147,0.7590326773093893,27167_27147,776,0,1,38,0015_324.4,"LINESTRING (423507 4538217, 422577 4539009)"
27168,27181,0.26127227362308325,27168_27181,780,0,2,31,,"LINESTRING (423680 4538054, 424004 4537786)"
27168,27189,0.2761161190741873,27168_27189,780,0,4,33,,"LINESTRING (423680 4538054, 424046 4537802)"
27170,27150,0.6996176779085557,27170_27150,776,0,4,33,0015_324.4,"LINESTRING (423512 4538224, 422659.493 4538959.482)"
27173,27192,0.2752519914197204,27173_27192,780,0,1,38,,"LINESTRING (423689 4538062, 424054 4537811)"
27174,27178,0.07707276586283865,27174_27178,780,0,2,41,,"LINESTRING (423982 4537772, 424083 4537700)"
27176,27206,0.12443599936579196,27176_27206,780,0,2,31,,"LINESTRING (424140 4537628, 424110 4537826)"
27177,27167,0.1500290286128615,27177_27167,775,0,1,38,,"LINESTRING (423703 4538076, 423507 4538217)"
27178,27127,0.23724723911821707,27178_27127,780,0,2,31,,"LINESTRING (424083 4537700, 424169 4537328)"
27179,27170,0.15025661332633103,27179_27170,776,0,4,33,,"LINESTRING (423707 4538081, 423512 4538224)"
27180,27193,0.11476739306890209,27180_27193,780,0,1,38,,"LINESTRING (424421 4537367, 424338 4537532)"
27181,27178,0.07256239597521037,27181_27178,780,0,2,31,,"LINESTRING (424004 4537786, 424083 4537700)"
27182,27196,0.1119885380598298,27182_27196,781,0,4,33,,"LINESTRING (424429 4537373, 424348 4537534)"
27184,27160,0.2682179007928301,27184_27160,780,0,2,31,,"LINESTRING (424180 4537627, 424427 4537273)"
27187,27160,0.16857877845741537,27187_27160,780,0,4,33,,"LINESTRING (424317 4537521, 424427 4537273)"
27189,27187,0.24257583076792757,27189_27187,780,0,4,33,0015_323.8,"LINESTRING (424046 4537802, 424317 4537521)"
27189,27192,0.007482318577051646,27189_27192,780,0,1,39,,"LINESTRING (424046 4537802, 424054 4537811)"
27190,27164,0.16505723200542197,27190_27164,780,0,1,38,,"LINESTRING (424331 4537522, 424436 4537278)"
27192,27189,0.007482318577051646,27192_27189,780,0,1,39,,"LINESTRING (424054 4537811, 424046 4537802)"
27192,27190,0.24874319784816254,27192_27190,780,0,1,38,0015_323.8,"LINESTRING (424054 4537811, 424331 4537522)"
27193,27195,0.2496047399596033,27193_27195,780,0,1,38,0015_323.8,"LINESTRING (424338 4537532, 424059 4537821)"
27195,27177,0.27210237792587205,27195_27177,780,0,1,38,,"LINESTRING (424059 4537821, 423703 4538076)"
27195,27200,0.007957453661044712,27195_27200,780,0,1,39,,"LINESTRING (424059 4537821, 424069 4537829)"
27196,27200,0.2523002871561851,27196_27200,780,0,4,33,0015_323.8,"LINESTRING (424348 4537534, 424069 4537829)"
27196,27219,0.18684420919898026,27196_27219,781,0,2,31,,"LINESTRING (424348 4537534, 424231 4537811)"
27200,27179,0.27407257458178247,27200_27179,780,0,4,33,,"LINESTRING (424069 4537829, 423707 4538081)"
27200,27195,0.007957453661044712,27200_27195,780,0,1,39,,"LINESTRING (424069 4537829, 424059 4537821)"
27204,27170,0.2518461339408001,27204_27170,776,0,2,41,,"LINESTRING (423879 4538052, 423512 4538224)"
27206,27170,0.4463550078178631,27206_27170,775,0,2,31,,"LINESTRING (424110 4537826, 423512 4538224)"
27206,27204,0.20080724981582432,27206_27204,776,0,2,42,,"LINESTRING (424110 4537826, 423879 4538052)"
27215,27184,0.14100233076377158,27215_27184,780,0,2,31,,"LINESTRING (424133 4537849, 424180 4537627)"
27216,27112,0.4312922158844526,27216_27112,780,0,2,31,,"LINESTRING (424160 4537843, 424272 4537158)"
27219,27222,0.09015902146214327,27219_27222,781,0,2,31,,"LINESTRING (424231 4537811, 424173 4537944)"
27219,27240,0.2450785072721364,27219_27240,781,0,1,42,,"LINESTRING (424231 4537811, 424129.5497 4538192.144)"
27222,27263,0.46651686817434146,27222_27263,777,0,3,33,0089_396.1,"LINESTRING (424173 4537944, 423899 4538643)"
27228,27215,0.20367276952525495,27228_27215,776,0,2,41,,"LINESTRING (424011.873 4538153.577, 424133 4537849)"
27235,27215,0.2336336700865784,27235_27215,776,0,2,31,,"LINESTRING (424035 4538212, 424133 4537849)"
27235,27216,0.24208509570147768,27235_27216,776,0,2,31,,"LINESTRING (424035 4538212, 424160 4537843)"
27253,27235,0.21534398127269508,27253_27235,776,0,3,33,0089_396.1,"LINESTRING (423912 4538536, 424035 4538212)"
27263,27278,0.1473177657716968,27263_27278,777,0,2,42,0089_396.1,"LINESTRING (423899 4538643, 423834 4538871)"
27263,27283,0.28676604248989424,27263_27283,777,0,3,33,0089_396.1,"LINESTRING (423899 4538643, 423734 4539074)"
27272,27250,0.1467203011056821,27272_27250,776,0,1,42,0089_396.1,"LINESTRING (423820 4538788, 423885 4538561)"
27272,27253,0.1666947457925084,27272_27253,776,0,3,33,0089_396.1,"LINESTRING (423820 4538788, 423912 4538536)"
27283,27294,0.12937989098457808,27283_27294,777,0,3,33,0089_396.1,"LINESTRING (423734 4539074, 423661 4539269)"
27290,27272,0.31665632635094904,27290_27272,776,0,3,33,0089_396.1,"LINESTRING (423638 4539264, 423820 4538788)"
27294,27314,0.1362904291627479,27294_27314,774,0,3,33,0089_396.8,"LINESTRING (423661 4539269, 423583 4539474)"
27295,27151,1.2959316486419332,27295_27151,763,0,3,33,0015_325.6,"LINESTRING (420324 4542612, 421000 4540639)"
27298,27152,1.2957163723436171,27298_27152,763,0,1,38,0015_325.6,"LINESTRING (420335 4542615, 421007 4540641)"
27300,27340,0.25601235424790453,27300_27340,756,0,1,38,0015_325.6,"LINESTRING (420343 4542619, 420346 4543031)"
27301,27343,0.25912435172865306,27301_27343,756,0,4,33,0015_325.6,"LINESTRING (420358 4542618, 420354 4543035)"
27308,27290,0.13665256574721174,27308_27290,771,0,3,33,0089_396.8,"LINESTRING (423561 4539470, 423638 4539264)"
27314,27331,0.26148746944237006,27314_27331,774,0,3,33,0089_396.8,"LINESTRING (423583 4539474, 423432.0101 4539866.802)"
27331,27359,0.21462455084873605,27331_27359,774,0,3,33,0089_396.8,"LINESTRING (423432.0101 4539866.802, 423321.5625312993 4540194.071264063)"
27331,27360,0.18695395150274777,27331_27360,774,0,1,42,0089_396.8,"LINESTRING (423432.0101 4539866.802, 423356.98 4540158.169)"
27339,27295,0.2715405968678228,27339_27295,756,0,3,33,0015_325.6,"LINESTRING (420325 4543049, 420324 4542612)"
27340,27365,0.134539753507148,27340_27365,756,0,1,38,,"LINESTRING (420346 4543031, 420331 4543247)"
27342,27298,0.2702999973137138,27342_27298,756,0,1,38,0015_325.6,"LINESTRING (420333 4543050, 420335 4542615)"
27343,27366,0.13334490988869846,27343_27366,756,0,3,33,,"LINESTRING (420354 4543035, 420338 4543249)"
27343,27406,0.243413996053809,27343_27406,757,0,1,42,,"LINESTRING (420354 4543035, 420378 4543426)"
27346,27308,0.4082162904986691,27346_27308,771,0,3,33,0089_396.8,"LINESTRING (423333.3768 4540086.265, 423561 4539470)"
27347,27336,0.09024249115603707,27347_27336,771,0,1,42,0089_396.8,"LINESTRING (423255 4540171, 423311 4540037)"
27356,27360,0.0762360750833627,27356_27360,774,0,1,41,0089_396.8,"LINESTRING (423418.2546 4540051.876, 423356.98 4540158.169)"
27356,27364,0.12804948507296707,27356_27364,774,0,1,41,0089_396.8,"LINESTRING (423418.2546 4540051.876, 423335.7215 4540240.702)"
27357,27346,0.06961221926437516,27357_27346,771,0,3,33,0089_396.8,"LINESTRING (423296.28946787916 4540191.977771059, 423333.3768 4540086.265)"
27359,27380,0.12902084789521986,27359_27380,774,0,3,33,0089_396.8,"LINESTRING (423321.5625312993 4540194.071264063, 423312.92203514534 4540401.529818225)"
27360,27373,0.09883247448548041,27360_27373,774,0,2,42,0089_396.8,"LINESTRING (423356.98 4540158.169, 423348.2265 4540316.983)"
27361,27339,0.1166212508178723,27361_27339,756,0,3,33,,"LINESTRING (420309 4543236, 420325 4543049)"
27362,27342,0.12044537565685451,27362_27342,756,0,1,38,,"LINESTRING (420315 4543243, 420333 4543050)"
27363,27346,0.1828422254959855,27363_27346,771,0,1,41,0089_396.8,"LINESTRING (423207 4540352, 423333.3768 4540086.265)"
27364,27380,0.100933203571165,27364_27380,774,0,1,41,0089_396.8,"LINESTRING (423335.7215 4540240.702, 423312.92203514534 4540401.529818225)"
27365,27366,0.0045236618050135576,27365_27366,757,0,1,39,,"LINESTRING (420331 4543247, 420338 4543249)"
27365,27391,0.20349648808228896,27365_27391,756,0,1,38,,"LINESTRING (420331 4543247, 420193 4543544)"
27366,27365,0.0045236618050135576,27366_27365,757,0,1,39,,"LINESTRING (420338 4543249, 420331 4543247)"
27366,27397,0.20714185036263458,27366_27397,756,0,3,33,,"LINESTRING (420338 4543249, 420199 4543552)"
27369,27339,0.25330829493298807,27369_27339,756,0,1,41,,"LINESTRING (420180 4543430, 420325 4543049)"
27373,27396,0.04292704696520416,27373_27396,774,0,2,42,0089_396.8,"LINESTRING (423348.2265 4540316.983, 423365 4540384)"
27378,27347,0.1572343443694599,27378_27347,771,0,1,42,0089_396.8,"LINESTRING (423274.13031287654 4540423.319349289, 423255 4540171)"
27378,27357,0.14440728330599625,27378_27357,771,0,3,33,0089_396.8,"LINESTRING (423274.13031287654 4540423.319349289, 423296.28946787916 4540191.977771059)"
27380,27435,0.23425862622551058,27380_27435,770,0,3,33,0089_397.6,"LINESTRING (423312.92203514534 4540401.529818225, 423441.01645050617 4540756.103027892)"
27381,27361,0.19419463816472465,27381_27361,756,0,3,33,,"LINESTRING (420183 4543522, 420309 4543236)"
27381,27386,0.005345250392734057,27381_27386,751,0,1,39,,"LINESTRING (420183 4543522, 420190 4543527)"
27383,27384,0.2135389697321832,27383_27384,751,0,3,33,0015_328.7,"LINESTRING (419709 4544001, 419953 4543759)"
27384,27369,0.248370385751525,27384_27369,751,0,1,42,,"LINESTRING (419953 4543759, 420180 4543430)"
27384,27381,0.20521205049217703,27384_27381,751,0,3,33,,"LINESTRING (419953 4543759, 420183 4543522)"
27386,27362,0.1928068637772957,27386_27362,756,0,1,38,,"LINESTRING (420190 4543527, 420315 4543243)"
27386,27381,0.005345250392734057,27386_27381,751,0,1,39,,"LINESTRING (420190 4543527, 420183 4543522)"
27387,27363,0.08077128576084244,27387_27363,771,0,1,41,0089_396.8,"LINESTRING (423246 4540476, 423207 4540352)"
27388,27390,0.2100239849876347,27388_27390,751,0,1,38,0015_328.7,"LINESTRING (419718 4544004, 419958 4543766)"
27390,27386,0.20696936226710838,27390_27386,751,0,1,38,,"LINESTRING (419958 4543766, 420190 4543527)"
27391,27393,0.11471860134073365,27391_27393,751,0,1,38,,"LINESTRING (420193 4543544, 420066 4543678)"
27392,27424,0.30687824869925695,27392_27424,751,0,1,38,0015_328.7,"LINESTRING (419726 4544014, 419516 4544461)"
27393,27392,0.29702396767398287,27393_27392,751,0,1,38,0015_328.7,"LINESTRING (420066 4543678, 419726 4544014)"
27396,27415,0.0846366925945063,27396_27415,772,0,1,41,0089_397.6,"LINESTRING (423365 4540384, 423368.0528 4540520.175)"
27397,27399,0.11298907617183827,27397_27399,751,0,3,33,,"LINESTRING (420199 4543552, 420075 4543685)"
27398,27425,0.3046044956010649,27398_27425,751,0,3,33,0015_328.7,"LINESTRING (419734 4544020, 419522 4544462)"
27399,27398,0.29703046714701464,27399_27398,752,0,3,33,0015_328.7,"LINESTRING (420075 4543685, 419734 4544020)"
27406,27399,0.247685439478892,27406_27399,752,0,1,41,,"LINESTRING (420378 4543426, 420075 4543685)"
27415,27435,0.1534497915242074,27415_27435,770,0,1,41,0089_397.6,"LINESTRING (423368.0528 4540520.175, 423441.01645050617 4540756.103027892)"
27424,27444,0.33508644687609224,27424_27444,742,0,1,38,0015_328.7,"LINESTRING (419516 4544461, 419293 4544952)"
27425,27447,0.3382939448047311,27425_27447,752,0,3,33,0015_328.7,"LINESTRING (419522 4544462, 419302 4544960)"
27435,27527,0.3812405693188629,27435_27527,770,0,3,33,0089_397.6,"LINESTRING (423441.01645050617 4540756.103027892, 423648.17684931896 4541333.617436792)"
27437,27383,0.6408669836503962,27437_27383,751,0,3,33,0015_328.7,"LINESTRING (419278 4544938, 419709 4544001)"
27442,27388,0.6433401766387399,27442_27388,751,0,1,38,0015_328.7,"LINESTRING (419284 4544944, 419718 4544004)"
27444,27475,0.21965767933021135,27444_27475,738,0,1,38,0015_328.7,"LINESTRING (419293 4544952, 419251 4545303)"
27447,27477,0.21603227607522626,27447_27477,738,0,3,33,0015_328.7,"LINESTRING (419302 4544960, 419259 4545305)"
27447,27502,0.29443158699756217,27447_27502,738,0,2,42,0015_328.7,"LINESTRING (419302 4544960, 419327.5164 4545433.153)"
27449,27378,0.2813361288243041,27449_27378,769,0,3,33,0089_397.6,"LINESTRING (423439 4540845, 423274.13031287654 4540423.319349289)"
27449,27387,0.2587553055306463,27449_27387,769,0,1,42,0089_397.6,"LINESTRING (423439 4540845, 423246 4540476)"
27473,27437,0.30375611958861054,27473_27437,742,0,1,41,0015_328.7,"LINESTRING (419140.1563 4545407.01, 419278 4544938)"
27475,27477,0.005123970852172519,27475_27477,742,0,1,39,,"LINESTRING (419251 4545303, 419259 4545305)"
27475,27520,0.2619725438553753,27475_27520,737,0,1,38,0015_330.1,"LINESTRING (419251 4545303, 419196 4545721)"
27477,27475,0.005123970852172519,27477_27475,742,0,1,39,,"LINESTRING (419259 4545305, 419251 4545303)"
27477,27525,0.2629691707397381,27477_27525,737,0,3,33,0015_330.1,"LINESTRING (419259 4545305, 419207 4545725)"
27481,27437,0.2669821080528666,27481_27437,742,0,3,33,0015_328.7,"LINESTRING (419222 4545364, 419278 4544938)"
27481,27482,0.005123970852172519,27481_27482,742,0,1,39,,"LINESTRING (419222 4545364, 419230 4545366)"
27482,27442,0.2643574059699336,27482_27442,738,0,1,38,0015_328.7,"LINESTRING (419230 4545366, 419284 4544944)"
27482,27481,0.005123970852172519,27482_27481,742,0,1,39,,"LINESTRING (419230 4545366, 419222 4545364)"
27502,27525,0.19619924015841067,27502_27525,738,0,2,41,0015_330.1,"LINESTRING (419327.5164 4545433.153, 419207 4545725)"
27515,27473,0.1914338887759288,27515_27473,737,0,2,42,0015_330.1,"LINESTRING (419176 4545713, 419140.1563 4545407.01)"
27515,27481,0.2187346772122459,27515_27481,737,0,3,33,0015_330.1,"LINESTRING (419176 4545713, 419222 4545364)"
27517,27482,0.22050328890922008,27517_27482,737,0,1,38,0015_330.1,"LINESTRING (419185 4545718, 419230 4545366)"
27520,27574,1.0628069800172177,27520_27574,721,0,1,38,0015_330.1,"LINESTRING (419196 4545721, 418176 4547094)"
27525,27576,1.0655323168890207,27525_27576,721,0,3,33,0015_330.1,"LINESTRING (419207 4545725, 418181 4547099)"
27526,27449,0.3192488148373779,27526_27449,769,0,3,33,0089_397.6,"LINESTRING (423583.4721167111 4541338.049267789, 423439 4540845)"
27527,27620,0.4484194862864881,27527_27620,770,0,3,33,,"LINESTRING (423648.17684931896 4541333.617436792, 423663.24507472035 4542055.119523671)"
27568,27515,1.0598287572559322,27568_27515,720,0,3,33,0015_330.1,"LINESTRING (418160 4547083, 419176 4545713)"
27570,27517,1.0614388684136875,27570_27517,720,0,1,38,0015_330.1,"LINESTRING (418166 4547089, 419185 4545718)"
27572,27568,0.24964186188625911,27572_27568,720,0,1,41,0015_330.1,"LINESTRING (417883 4547374, 418160 4547083)"
27574,27585,0.224564141412218,27574_27585,720,0,1,38,0015_330.1,"LINESTRING (418176 4547094, 417973 4547393)"
27576,27588,0.22370108922890666,27576_27588,720,0,3,33,0015_330.1,"LINESTRING (418181 4547099, 417979 4547397)"
27576,27604,0.2523002871561851,27576_27604,721,0,1,42,0015_330.1,"LINESTRING (418181 4547099, 418016 4547470)"
27584,27568,0.27281093847345234,27584_27568,720,0,3,33,0015_330.1,"LINESTRING (417916 4547448, 418160 4547083)"
27584,27587,0.004480782526332521,27584_27587,710,0,1,39,,"LINESTRING (417916 4547448, 417922 4547452)"
27585,27588,0.004480782526332521,27585_27588,720,0,1,39,,"LINESTRING (417973 4547393, 417979 4547397)"
27585,27602,0.2736863005399138,27585_27602,710,0,1,38,0015_331.6,"LINESTRING (417973 4547393, 417725 4547757)"
27587,27570,0.27177866107075765,27587_27570,720,0,1,38,0015_330.1,"LINESTRING (417922 4547452, 418166 4547089)"
27587,27584,0.004480782526332521,27587_27584,710,0,1,39,,"LINESTRING (417922 4547452, 417916 4547448)"
27588,27585,0.004480782526332521,27588_27585,720,0,1,39,,"LINESTRING (417979 4547397, 417973 4547393)"
27588,27606,0.2733369158834705,27588_27606,711,0,3,33,0015_331.6,"LINESTRING (417979 4547397, 417732 4547761)"
27597,27572,0.2541437281526711,27597_27572,710,0,1,42,0015_331.6,"LINESTRING (417713 4547746, 417883 4547374)"
27597,27584,0.22405032799290697,27597_27584,710,0,3,33,0015_331.6,"LINESTRING (417713 4547746, 417916 4547448)"
27598,27587,0.224564141412218,27598_27587,710,0,1,38,0015_331.6,"LINESTRING (417719 4547751, 417922 4547452)"
27602,27636,0.7417506749533657,27602_27636,703,0,1,38,0015_331.6,"LINESTRING (417725 4547757, 417058 4548747)"
27604,27606,0.2526604241264579,27604_27606,711,0,1,41,0015_331.6,"LINESTRING (418016 4547470, 417732 4547761)"
27606,27640,0.7415830450918071,27606_27640,703,0,3,33,0015_331.6,"LINESTRING (417732 4547761, 417064 4548750)"
27618,27526,0.44165796169083643,27618_27526,769,0,3,33,,"LINESTRING (423617.1540323152 4542048.028594071, 423583.4721167111 4541338.049267789)"
27620,27678,0.30215455769406396,27620_27678,770,0,3,33,0089_398.7,"LINESTRING (423663.24507472035 4542055.119523671, 423626.01769431663 4542539.961835117)"
27629,27638,0.09832033257252674,27629_27638,703,0,1,41,0015_331.6,"LINESTRING (416591 4549134, 416737 4549073)"
27636,27653,0.24302585990139874,27636_27653,704,0,1,38,0015_331.6,"LINESTRING (417058 4548747, 416836 4549069)"
27638,27643,0.14814234973527635,27638_27643,703,0,1,41,0015_331.6,"LINESTRING (416737 4549073, 416919 4548919)"
27640,27655,0.2435376884817391,27640_27655,704,0,3,33,0015_331.6,"LINESTRING (417064 4548750, 416842 4549073)"
27640,27670,0.25201471797903946,27640_27670,704,0,2,42,0015_331.6,"LINESTRING (417064 4548750, 416917 4549128)"
27643,27597,0.8801509575969716,27643_27597,703,0,3,33,0015_331.6,"LINESTRING (416919 4548919, 417713 4547746)"
27645,27598,0.8796364556430708,27645_27598,703,0,1,38,0015_331.6,"LINESTRING (416925 4548923, 417719 4547751)"
27650,27629,0.0964749962461381,27650_27629,703,0,2,42,0015_332.9,"LINESTRING (416600 4549289, 416591 4549134)"
27653,27655,0.004480782526332521,27653_27655,703,0,1,39,,"LINESTRING (416836 4549069, 416842 4549073)"
27653,27663,0.2426736995933552,27653_27663,703,0,1,38,0015_332.9,"LINESTRING (416836 4549069, 416615 4549391)"
27655,27653,0.004480782526332521,27655_27653,703,0,1,39,,"LINESTRING (416842 4549073, 416836 4549069)"
27655,27664,0.24302585990139874,27655_27664,703,0,3,33,0015_332.9,"LINESTRING (416842 4549073, 416620 4549395)"
27657,27643,0.22251218015926919,27657_27643,703,0,3,33,0015_331.6,"LINESTRING (416716 4549214, 416919 4548919)"
27657,27658,0.004480782526332521,27657_27658,703,0,1,39,,"LINESTRING (416716 4549214, 416722 4549218)"
27658,27645,0.22251218015926919,27658_27645,703,0,1,38,0015_331.6,"LINESTRING (416722 4549218, 416925 4548923)"
27658,27657,0.004480782526332521,27658_27657,703,0,1,39,,"LINESTRING (416722 4549218, 416716 4549214)"
27663,27694,0.7074819111270243,27663_27694,660,0,1,38,0015_332.9,"LINESTRING (416615 4549391, 415974 4550332)"
27664,27695,0.7079955427476514,27664_27695,661,0,3,33,0015_332.9,"LINESTRING (416620 4549395, 415979 4550337)"
27667,27650,0.14642526914130374,27667_27650,703,0,1,42,0015_332.9,"LINESTRING (416513 4549508, 416600 4549289)"
27667,27657,0.22200057436271745,27667_27657,703,0,3,33,0015_332.9,"LINESTRING (416513 4549508, 416716 4549214)"
27668,27658,0.22251218015926919,27668_27658,703,0,1,38,0015_332.9,"LINESTRING (416519 4549513, 416722 4549218)"
27670,27664,0.24815887695020236,27670_27664,661,0,1,41,0015_332.9,"LINESTRING (416917 4549128, 416620 4549395)"
27675,27618,0.3061524396383677,27675_27618,769,0,3,33,0089_398.7,"LINESTRING (423587.737 4542539.853, 423617.1540323152 4542048.028594071)"
27678,27757,0.535785661509154,27678_27757,767,0,3,33,0089_398.7,"LINESTRING (423626.01769431663 4542539.961835117, 423566.4773 4543400.165)"
27694,27703,0.2523109992770497,27694_27703,660,0,1,38,0015_332.9,"LINESTRING (415974 4550332, 415746 4550668)"
27695,27705,0.2523109992770497,27695_27705,660,0,3,33,0015_332.9,"LINESTRING (415979 4550337, 415751 4550673)"
27695,27711,0.15387101142821627,27695_27711,661,0,2,42,0015_332.9,"LINESTRING (415979 4550337, 415904 4550573)"
27697,27667,0.7048747264453985,27697_27667,660,0,3,33,0015_332.9,"LINESTRING (415878 4550448, 416513 4549508)"
27698,27697,0.2530871828032401,27698_27697,660,0,1,41,0015_332.9,"LINESTRING (415592 4550738, 415878 4550448)"
27699,27668,0.7055711365663493,27699_27668,660,0,1,38,0015_332.9,"LINESTRING (415882 4550453, 416519 4549513)"
27703,27705,0.004393768757295212,27703_27705,660,0,1,39,,"LINESTRING (415746 4550668, 415751 4550673)"
27703,27714,0.2519863730981782,27703_27714,655,0,1,38,0015_334.1,"LINESTRING (415746 4550668, 415516 4551002)"
27705,27703,0.004393768757295212,27705_27703,660,0,1,39,,"LINESTRING (415751 4550673, 415746 4550668)"
27705,27716,0.2516344778750328,27705_27716,655,0,3,33,0015_334.1,"LINESTRING (415751 4550673, 415522 4551007)"
27708,27697,0.24715408160262067,27708_27697,660,0,3,33,0015_332.9,"LINESTRING (415653 4550776, 415878 4550448)"
27708,27710,0.004853076215036384,27708_27710,655,0,1,39,,"LINESTRING (415653 4550776, 415659 4550781)"
27710,27699,0.24645322233454323,27710_27699,660,0,1,38,0015_332.9,"LINESTRING (415659 4550781, 415882 4550453)"
27710,27708,0.004853076215036384,27710_27708,655,0,1,39,,"LINESTRING (415659 4550781, 415653 4550776)"
27711,27728,0.09941963786396908,27711_27728,661,0,2,42,0015_332.9,"LINESTRING (415904 4550573, 415904 4550733)"
27713,27716,0.141613014245216,27713_27716,655,0,1,41,0015_334.1,"LINESTRING (415676 4550839, 415522 4551007)"
27714,27758,1.031615173793414,27714_27758,632,0,1,38,0015_334.1,"LINESTRING (415516 4551002, 414593 4552382)"
27716,27760,1.029547122661869,27716_27760,632,0,3,33,0015_334.1,"LINESTRING (415522 4551007, 414605 4552387)"
27717,27698,0.24952429017272973,27717_27698,654,0,1,42,0015_334.1,"LINESTRING (415429 4551105, 415592 4550738)"
27717,27708,0.24731649702562913,27717_27708,655,0,3,33,0015_334.1,"LINESTRING (415429 4551105, 415653 4550776)"
27718,27710,0.2468031185416414,27718_27710,655,0,1,38,0015_334.1,"LINESTRING (415435 4551109, 415659 4550781)"
27751,27675,0.53071711939865,27751_27675,768,0,3,33,0089_398.7,"LINESTRING (423515.2219193037 4543390.873387209, 423587.737 4542539.853)"
27752,27761,0.2436098133945205,27752_27761,646,0,2,41,0015_334.1,"LINESTRING (414008 4552936, 414310 4552686)"
27753,27717,0.9461505363814122,27753_27717,647,0,3,33,0015_334.1,"LINESTRING (414577 4552367, 415429 4551105)"
27756,27718,0.9476881525322512,27756_27718,647,0,1,38,0015_334.1,"LINESTRING (414586 4552376, 415435 4551109)"
27757,27793,0.15938123638335536,27757_27793,767,0,1,42,0089_398.7,"LINESTRING (423566.4773 4543400.165, 423585.9023 4543655.927)"
27757,27802,0.233971956101618,27757_27802,767,0,3,33,0089_398.7,"LINESTRING (423566.4773 4543400.165, 423554.4096 4543776.512)"
