N,STOP,X,Y,TAZID,geometry
15046,1,425630.3295,4488641.506,1930,"POLYGON ((426274.0671 4488641.506, 426270.9673275046 4488578.408681326, 426261.6978625221 4488515.919024322, 426246.34797506745 4488454.638838547, 426225.06549294794 4488395.15828569, 426198.05537810054 4488338.050195988, 426165.5777526966 4488283.864551565, 426127.9453940226 4488233.123189797, 426085.5207222648 4488186.314777736, 426038.71231020364 4488143.890105978, 425987.9709484355 4488106.257747304, 425933.7853040122 4488073.780121899, 425876.67721431045 4488046.770007052, 425817.19666145253 4488025.487524932, 425755.91647567786 4488010.137637478, 425693.4268186746 4488000.868172496, 425630.3295 4487997.7684, 425567.2321813254 4488000.868172496, 425504.7425243221 4488010.137637478, 425443.46233854746 4488025.487524932, 425383.98178568954 4488046.770007052, 425326.8736959878 4488073.780121899, 425272.6880515645 4488106.257747304, 425221.94668979634 4488143.890105978, 425175.1382777352 4488186.314777736, 425132.71360597736 4488233.123189797, 425095.0812473034 4488283.864551565, 425062.60362189944 4488338.050195988, 425035.59350705205 4488395.15828569, 425014.31102493254 4488454.638838547, 424998.9611374779 4488515.919024322, 424989.6916724954 4488578.408681326, 424986.5919 4488641.506, 424989.6916724954 4488704.6033186745, 424998.9611374779 4488767.092975678, 425014.31102493254 4488828.373161453, 425035.59350705205 4488887.853714311, 425062.60362189944 4488944.961804012, 425095.0812473034 4488999.147448435, 425132.71360597736 4489049.888810203, 425175.1382777352 4489096.6972222645, 425221.94668979634 4489139.121894022, 425272.6880515645 4489176.754252696, 425326.8736959878 4489209.231878101, 425383.98178568954 4489236.241992948, 425443.46233854746 4489257.524475068, 425504.7425243221 4489272.874362522, 425567.2321813254 4489282.1438275045, 425630.3295 4489285.2436, 425693.4268186746 4489282.1438275045, 425755.91647567786 4489272.874362522, 425817.19666145253 4489257.524475068, 425876.67721431045 4489236.241992948, 425933.7853040122 4489209.231878101, 425987.9709484355 4489176.754252696, 426038.71231020364 4489139.121894022, 426085.5207222648 4489096.6972222645, 426127.9453940226 4489049.888810203, 426165.5777526966 4488999.147448435, 426198.05537810054 4488944.961804012, 426225.06549294794 4488887.853714311, 426246.34797506745 4488828.373161453, 426261.6978625221 4488767.092975678, 426270.9673275046 4488704.6033186745, 426274.0671 4488641.506))"
15051,1,425124.0,4491486.0,1898,"POLYGON ((425767.7376 4491486, 425764.6378275046 4491422.902681326, 425755.3683625221 4491360.413024322, 425740.01847506745 4491299.132838547, 425718.73599294794 4491239.6522856895, 425691.72587810055 4491182.544195988, 425659.2482526966 4491128.358551565, 425621.61589402263 4491077.617189797, 425579.1912222648 4491030.808777736, 425532.38281020365 4490988.384105978, 425481.6414484355 4490950.751747304, 425427.4558040122 4490918.274121899, 425370.34771431045 4490891.264007052, 425310.86716145254 4490869.981524932, 425249.58697567787 4490854.631637478, 425187.0973186746 4490845.362172496, 425124 4490842.2624, 425060.9026813254 4490845.362172496, 424998.41302432213 4490854.631637478, 424937.13283854746 4490869.981524932, 424877.65228568955 4490891.264007052, 424820.5441959878 4490918.274121899, 424766.3585515645 4490950.751747304, 424715.61718979635 4490988.384105978, 424668.8087777352 4491030.808777736, 424626.38410597737 4491077.617189797, 424588.7517473034 4491128.358551565, 424556.27412189945 4491182.544195988, 424529.26400705206 4491239.6522856895, 424507.98152493255 4491299.132838547, 424492.6316374779 4491360.413024322, 424483.3621724954 4491422.902681326, 424480.2624 4491486, 424483.3621724954 4491549.097318674, 424492.6316374779 4491611.586975678, 424507.98152493255 4491672.867161453, 424529.26400705206 4491732.3477143105, 424556.27412189945 4491789.455804012, 424588.7517473034 4491843.641448435, 424626.38410597737 4491894.382810203, 424668.8087777352 4491941.191222264, 424715.61718979635 4491983.615894022, 424766.3585515645 4492021.248252696, 424820.5441959878 4492053.725878101, 424877.65228568955 4492080.735992948, 424937.13283854746 4492102.018475068, 424998.41302432213 4492117.368362522, 425060.9026813254 4492126.637827504, 425124 4492129.7376, 425187.0973186746 4492126.637827504, 425249.58697567787 4492117.368362522, 425310.86716145254 4492102.018475068, 425370.34771431045 4492080.735992948, 425427.4558040122 4492053.725878101, 425481.6414484355 4492021.248252696, 425532.38281020365 4491983.615894022, 425579.1912222648 4491941.191222264, 425621.61589402263 4491894.382810203, 425659.2482526966 4491843.641448435, 425691.72587810055 4491789.455804012, 425718.73599294794 4491732.3477143105, 425740.01847506745 4491672.867161453, 425755.3683625221 4491611.586975678, 425764.6378275046 4491549.097318674, 425767.7376 4491486))"
15053,1,424991.0,4492658.0,1875,"POLYGON ((425634.7376 4492658, 425631.6378275046 4492594.902681326, 425622.3683625221 4492532.413024322, 425607.01847506745 4492471.132838547, 425585.73599294794 4492411.6522856895, 425558.72587810055 4492354.544195988, 425526.2482526966 4492300.358551565, 425488.61589402263 4492249.617189797, 425446.1912222648 4492202.808777736, 425399.38281020365 4492160.384105978, 425348.6414484355 4492122.751747304, 425294.4558040122 4492090.274121899, 425237.34771431045 4492063.264007052, 425177.86716145254 4492041.981524932, 425116.58697567787 4492026.631637478, 425054.0973186746 4492017.362172496, 424991 4492014.2624, 424927.9026813254 4492017.362172496, 424865.41302432213 4492026.631637478, 424804.13283854746 4492041.981524932, 424744.65228568955 4492063.264007052, 424687.5441959878 4492090.274121899, 424633.3585515645 4492122.751747304, 424582.61718979635 4492160.384105978, 424535.8087777352 4492202.808777736, 424493.38410597737 4492249.617189797, 424455.7517473034 4492300.358551565, 424423.27412189945 4492354.544195988, 424396.26400705206 4492411.6522856895, 424374.98152493255 4492471.132838547, 424359.6316374779 4492532.413024322, 424350.3621724954 4492594.902681326, 424347.2624 4492658, 424350.3621724954 4492721.097318674, 424359.6316374779 4492783.586975678, 424374.98152493255 4492844.867161453, 424396.26400705206 4492904.3477143105, 424423.27412189945 4492961.455804012, 424455.7517473034 4493015.641448435, 424493.38410597737 4493066.382810203, 424535.8087777352 4493113.191222264, 424582.61718979635 4493155.615894022, 424633.3585515645 4493193.248252696, 424687.5441959878 4493225.725878101, 424744.65228568955 4493252.735992948, 424804.13283854746 4493274.018475068, 424865.41302432213 4493289.368362522, 424927.9026813254 4493298.637827504, 424991 4493301.7376, 425054.0973186746 4493298.637827504, 425116.58697567787 4493289.368362522, 425177.86716145254 4493274.018475068, 425237.34771431045 4493252.735992948, 425294.4558040122 4493225.725878101, 425348.6414484355 4493193.248252696, 425399.38281020365 4493155.615894022, 425446.1912222648 4493113.191222264, 425488.61589402263 4493066.382810203, 425526.2482526966 4493015.641448435, 425558.72587810055 4492961.455804012, 425585.73599294794 4492904.3477143105, 425607.01847506745 4492844.867161453, 425622.3683625221 4492783.586975678, 425631.6378275046 4492721.097318674, 425634.7376 4492658))"
15056,1,425051.0,4493564.0,1876,"POLYGON ((425694.7376 4493564, 425691.6378275046 4493500.902681326, 425682.3683625221 4493438.413024322, 425667.01847506745 4493377.132838547, 425645.73599294794 4493317.6522856895, 425618.72587810055 4493260.544195988, 425586.2482526966 4493206.358551565, 425548.61589402263 4493155.617189797, 425506.1912222648 4493108.808777736, 425459.38281020365 4493066.384105978, 425408.6414484355 4493028.751747304, 425354.4558040122 4492996.274121899, 425297.34771431045 4492969.264007052, 425237.86716145254 4492947.981524932, 425176.58697567787 4492932.631637478, 425114.0973186746 4492923.362172496, 425051 4492920.2624, 424987.9026813254 4492923.362172496, 424925.41302432213 4492932.631637478, 424864.13283854746 4492947.981524932, 424804.65228568955 4492969.264007052, 424747.5441959878 4492996.274121899, 424693.3585515645 4493028.751747304, 424642.61718979635 4493066.384105978, 424595.8087777352 4493108.808777736, 424553.38410597737 4493155.617189797, 424515.7517473034 4493206.358551565, 424483.27412189945 4493260.544195988, 424456.26400705206 4493317.6522856895, 424434.98152493255 4493377.132838547, 424419.6316374779 4493438.413024322, 424410.3621724954 4493500.902681326, 424407.2624 4493564, 424410.3621724954 4493627.097318674, 424419.6316374779 4493689.586975678, 424434.98152493255 4493750.867161453, 424456.26400705206 4493810.3477143105, 424483.27412189945 4493867.455804012, 424515.7517473034 4493921.641448435, 424553.38410597737 4493972.382810203, 424595.8087777352 4494019.191222264, 424642.61718979635 4494061.615894022, 424693.3585515645 4494099.248252696, 424747.5441959878 4494131.725878101, 424804.65228568955 4494158.735992948, 424864.13283854746 4494180.018475068, 424925.41302432213 4494195.368362522, 424987.9026813254 4494204.637827504, 425051 4494207.7376, 425114.0973186746 4494204.637827504, 425176.58697567787 4494195.368362522, 425237.86716145254 4494180.018475068, 425297.34771431045 4494158.735992948, 425354.4558040122 4494131.725878101, 425408.6414484355 4494099.248252696, 425459.38281020365 4494061.615894022, 425506.1912222648 4494019.191222264, 425548.61589402263 4493972.382810203, 425586.2482526966 4493921.641448435, 425618.72587810055 4493867.455804012, 425645.73599294794 4493810.3477143105, 425667.01847506745 4493750.867161453, 425682.3683625221 4493689.586975678, 425691.6378275046 4493627.097318674, 425694.7376 4493564))"
15062,1,424468.0,4495877.0,1812,"POLYGON ((425111.7376 4495877, 425108.6378275046 4495813.902681326, 425099.3683625221 4495751.413024322, 425084.01847506745 4495690.132838547, 425062.73599294794 4495630.6522856895, 425035.72587810055 4495573.544195988, 425003.2482526966 4495519.358551565, 424965.61589402263 4495468.617189797, 424923.1912222648 4495421.808777736, 424876.38281020365 4495379.384105978, 424825.6414484355 4495341.751747304, 424771.4558040122 4495309.274121899, 424714.34771431045 4495282.264007052, 424654.86716145254 4495260.981524932, 424593.58697567787 4495245.631637478, 424531.0973186746 4495236.362172496, 424468 4495233.2624, 424404.9026813254 4495236.362172496, 424342.41302432213 4495245.631637478, 424281.13283854746 4495260.981524932, 424221.65228568955 4495282.264007052, 424164.5441959878 4495309.274121899, 424110.3585515645 4495341.751747304, 424059.61718979635 4495379.384105978, 424012.8087777352 4495421.808777736, 423970.38410597737 4495468.617189797, 423932.7517473034 4495519.358551565, 423900.27412189945 4495573.544195988, 423873.26400705206 4495630.6522856895, 423851.98152493255 4495690.132838547, 423836.6316374779 4495751.413024322, 423827.3621724954 4495813.902681326, 423824.2624 4495877, 423827.3621724954 4495940.097318674, 423836.6316374779 4496002.586975678, 423851.98152493255 4496063.867161453, 423873.26400705206 4496123.3477143105, 423900.27412189945 4496180.455804012, 423932.7517473034 4496234.641448435, 423970.38410597737 4496285.382810203, 424012.8087777352 4496332.191222264, 424059.61718979635 4496374.615894022, 424110.3585515645 4496412.248252696, 424164.5441959878 4496444.725878101, 424221.65228568955 4496471.735992948, 424281.13283854746 4496493.018475068, 424342.41302432213 4496508.368362522, 424404.9026813254 4496517.637827504, 424468 4496520.7376, 424531.0973186746 4496517.637827504, 424593.58697567787 4496508.368362522, 424654.86716145254 4496493.018475068, 424714.34771431045 4496471.735992948, 424771.4558040122 4496444.725878101, 424825.6414484355 4496412.248252696, 424876.38281020365 4496374.615894022, 424923.1912222648 4496332.191222264, 424965.61589402263 4496285.382810203, 425003.2482526966 4496234.641448435, 425035.72587810055 4496180.455804012, 425062.73599294794 4496123.3477143105, 425084.01847506745 4496063.867161453, 425099.3683625221 4496002.586975678, 425108.6378275046 4495940.097318674, 425111.7376 4495877))"
15063,1,424018.0,4496873.0,1802,"POLYGON ((424661.7376 4496873, 424658.6378275046 4496809.902681326, 424649.3683625221 4496747.413024322, 424634.01847506745 4496686.132838547, 424612.73599294794 4496626.6522856895, 424585.72587810055 4496569.544195988, 424553.2482526966 4496515.358551565, 424515.61589402263 4496464.617189797, 424473.1912222648 4496417.808777736, 424426.38281020365 4496375.384105978, 424375.6414484355 4496337.751747304, 424321.4558040122 4496305.274121899, 424264.34771431045 4496278.264007052, 424204.86716145254 4496256.981524932, 424143.58697567787 4496241.631637478, 424081.0973186746 4496232.362172496, 424018 4496229.2624, 423954.9026813254 4496232.362172496, 423892.41302432213 4496241.631637478, 423831.13283854746 4496256.981524932, 423771.65228568955 4496278.264007052, 423714.5441959878 4496305.274121899, 423660.3585515645 4496337.751747304, 423609.61718979635 4496375.384105978, 423562.8087777352 4496417.808777736, 423520.38410597737 4496464.617189797, 423482.7517473034 4496515.358551565, 423450.27412189945 4496569.544195988, 423423.26400705206 4496626.6522856895, 423401.98152493255 4496686.132838547, 423386.6316374779 4496747.413024322, 423377.3621724954 4496809.902681326, 423374.2624 4496873, 423377.3621724954 4496936.097318674, 423386.6316374779 4496998.586975678, 423401.98152493255 4497059.867161453, 423423.26400705206 4497119.3477143105, 423450.27412189945 4497176.455804012, 423482.7517473034 4497230.641448435, 423520.38410597737 4497281.382810203, 423562.8087777352 4497328.191222264, 423609.61718979635 4497370.615894022, 423660.3585515645 4497408.248252696, 423714.5441959878 4497440.725878101, 423771.65228568955 4497467.735992948, 423831.13283854746 4497489.018475068, 423892.41302432213 4497504.368362522, 423954.9026813254 4497513.637827504, 424018 4497516.7376, 424081.0973186746 4497513.637827504, 424143.58697567787 4497504.368362522, 424204.86716145254 4497489.018475068, 424264.34771431045 4497467.735992948, 424321.4558040122 4497440.725878101, 424375.6414484355 4497408.248252696, 424426.38281020365 4497370.615894022, 424473.1912222648 4497328.191222264, 424515.61589402263 4497281.382810203, 424553.2482526966 4497230.641448435, 424585.72587810055 4497176.455804012, 424612.73599294794 4497119.3477143105, 424634.01847506745 4497059.867161453, 424649.3683625221 4496998.586975678, 424658.6378275046 4496936.097318674, 424661.7376 4496873))"
15068,1,424062.0,4498460.0,1669,"POLYGON ((424705.7376 4498460, 424702.6378275046 4498396.902681326, 424693.3683625221 4498334.413024322, 424678.01847506745 4498273.132838547, 424656.73599294794 4498213.6522856895, 424629.72587810055 4498156.544195988, 424597.2482526966 4498102.358551565, 424559.61589402263 4498051.617189797, 424517.1912222648 4498004.808777736, 424470.38281020365 4497962.384105978, 424419.6414484355 4497924.751747304, 424365.4558040122 4497892.274121899, 424308.34771431045 4497865.264007052, 424248.86716145254 4497843.981524932, 424187.58697567787 4497828.631637478, 424125.0973186746 4497819.362172496, 424062 4497816.2624, 423998.9026813254 4497819.362172496, 423936.41302432213 4497828.631637478, 423875.13283854746 4497843.981524932, 423815.65228568955 4497865.264007052, 423758.5441959878 4497892.274121899, 423704.3585515645 4497924.751747304, 423653.61718979635 4497962.384105978, 423606.8087777352 4498004.808777736, 423564.38410597737 4498051.617189797, 423526.7517473034 4498102.358551565, 423494.27412189945 4498156.544195988, 423467.26400705206 4498213.6522856895, 423445.98152493255 4498273.132838547, 423430.6316374779 4498334.413024322, 423421.3621724954 4498396.902681326, 423418.2624 4498460, 423421.3621724954 4498523.097318674, 423430.6316374779 4498585.586975678, 423445.98152493255 4498646.867161453, 423467.26400705206 4498706.3477143105, 423494.27412189945 4498763.455804012, 423526.7517473034 4498817.641448435, 423564.38410597737 4498868.382810203, 423606.8087777352 4498915.191222264, 423653.61718979635 4498957.615894022, 423704.3585515645 4498995.248252696, 423758.5441959878 4499027.725878101, 423815.65228568955 4499054.735992948, 423875.13283854746 4499076.018475068, 423936.41302432213 4499091.368362522, 423998.9026813254 4499100.637827504, 424062 4499103.7376, 424125.0973186746 4499100.637827504, 424187.58697567787 4499091.368362522, 424248.86716145254 4499076.018475068, 424308.34771431045 4499054.735992948, 424365.4558040122 4499027.725878101, 424419.6414484355 4498995.248252696, 424470.38281020365 4498957.615894022, 424517.1912222648 4498915.191222264, 424559.61589402263 4498868.382810203, 424597.2482526966 4498817.641448435, 424629.72587810055 4498763.455804012, 424656.73599294794 4498706.3477143105, 424678.01847506745 4498646.867161453, 424693.3683625221 4498585.586975678, 424702.6378275046 4498523.097318674, 424705.7376 4498460))"
10016,1,424253.3785,4501376.055,1633,"POLYGON ((424897.1161 4501376.055, 424894.0163275046 4501312.957681325, 424884.7468625221 4501250.468024322, 424869.39697506744 4501189.187838547, 424848.11449294793 4501129.707285689, 424821.10437810054 4501072.599195988, 424788.6267526966 4501018.413551564, 424750.9943940226 4500967.672189796, 424708.5697222648 4500920.863777735, 424661.76131020364 4500878.439105977, 424611.0199484355 4500840.806747303, 424556.8343040122 4500808.329121899, 424499.72621431045 4500781.319007052, 424440.2456614525 4500760.036524932, 424378.96547567786 4500744.686637478, 424316.4758186746 4500735.417172495, 424253.3785 4500732.3174, 424190.2811813254 4500735.417172495, 424127.7915243221 4500744.686637478, 424066.51133854745 4500760.036524932, 424007.03078568954 4500781.319007052, 423949.9226959878 4500808.329121899, 423895.7370515645 4500840.806747303, 423844.99568979634 4500878.439105977, 423798.1872777352 4500920.863777735, 423755.76260597736 4500967.672189796, 423718.1302473034 4501018.413551564, 423685.65262189944 4501072.599195988, 423658.64250705205 4501129.707285689, 423637.36002493254 4501189.187838547, 423622.0101374779 4501250.468024322, 423612.7406724954 4501312.957681325, 423609.6409 4501376.055, 423612.7406724954 4501439.152318674, 423622.0101374779 4501501.641975678, 423637.36002493254 4501562.9221614525, 423658.64250705205 4501622.40271431, 423685.65262189944 4501679.5108040115, 423718.1302473034 4501733.696448435, 423755.76260597736 4501784.437810203, 423798.1872777352 4501831.246222264, 423844.99568979634 4501873.670894022, 423895.7370515645 4501911.303252696, 423949.9226959878 4501943.780878101, 424007.03078568954 4501970.790992947, 424066.51133854745 4501992.0734750675, 424127.7915243221 4502007.423362521, 424190.2811813254 4502016.692827504, 424253.3785 4502019.792599999, 424316.4758186746 4502016.692827504, 424378.96547567786 4502007.423362521, 424440.2456614525 4501992.0734750675, 424499.72621431045 4501970.790992947, 424556.8343040122 4501943.780878101, 424611.0199484355 4501911.303252696, 424661.76131020364 4501873.670894022, 424708.5697222648 4501831.246222264, 424750.9943940226 4501784.437810203, 424788.6267526966 4501733.696448435, 424821.10437810054 4501679.5108040115, 424848.11449294793 4501622.40271431, 424869.39697506744 4501562.9221614525, 424884.7468625221 4501501.641975678, 424894.0163275046 4501439.152318674, 424897.1161 4501376.055))"
15077,1,424447.0,4503260.0,1619,"POLYGON ((425090.7376 4503260, 425087.6378275046 4503196.902681326, 425078.3683625221 4503134.413024322, 425063.01847506745 4503073.132838547, 425041.73599294794 4503013.6522856895, 425014.72587810055 4502956.544195988, 424982.2482526966 4502902.358551565, 424944.61589402263 4502851.617189797, 424902.1912222648 4502804.808777736, 424855.38281020365 4502762.384105978, 424804.6414484355 4502724.751747304, 424750.4558040122 4502692.274121899, 424693.34771431045 4502665.264007052, 424633.86716145254 4502643.981524932, 424572.58697567787 4502628.631637478, 424510.0973186746 4502619.362172496, 424447 4502616.2624, 424383.9026813254 4502619.362172496, 424321.41302432213 4502628.631637478, 424260.13283854746 4502643.981524932, 424200.65228568955 4502665.264007052, 424143.5441959878 4502692.274121899, 424089.3585515645 4502724.751747304, 424038.61718979635 4502762.384105978, 423991.8087777352 4502804.808777736, 423949.38410597737 4502851.617189797, 423911.7517473034 4502902.358551565, 423879.27412189945 4502956.544195988, 423852.26400705206 4503013.6522856895, 423830.98152493255 4503073.132838547, 423815.6316374779 4503134.413024322, 423806.3621724954 4503196.902681326, 423803.2624 4503260, 423806.3621724954 4503323.097318674, 423815.6316374779 4503385.586975678, 423830.98152493255 4503446.867161453, 423852.26400705206 4503506.3477143105, 423879.27412189945 4503563.455804012, 423911.7517473034 4503617.641448435, 423949.38410597737 4503668.382810203, 423991.8087777352 4503715.191222264, 424038.61718979635 4503757.615894022, 424089.3585515645 4503795.248252696, 424143.5441959878 4503827.725878101, 424200.65228568955 4503854.735992948, 424260.13283854746 4503876.018475068, 424321.41302432213 4503891.368362522, 424383.9026813254 4503900.637827504, 424447 4503903.7376, 424510.0973186746 4503900.637827504, 424572.58697567787 4503891.368362522, 424633.86716145254 4503876.018475068, 424693.34771431045 4503854.735992948, 424750.4558040122 4503827.725878101, 424804.6414484355 4503795.248252696, 424855.38281020365 4503757.615894022, 424902.1912222648 4503715.191222264, 424944.61589402263 4503668.382810203, 424982.2482526966 4503617.641448435, 425014.72587810055 4503563.455804012, 425041.73599294794 4503506.3477143105, 425063.01847506745 4503446.867161453, 425078.3683625221 4503385.586975678, 425087.6378275046 4503323.097318674, 425090.7376 4503260))"
15080,1,424237.0,4504457.0,1491,"POLYGON ((424880.7376 4504457, 424877.6378275046 4504393.902681326, 424868.3683625221 4504331.413024322, 424853.01847506745 4504270.132838547, 424831.73599294794 4504210.6522856895, 424804.72587810055 4504153.544195988, 424772.2482526966 4504099.358551565, 424734.61589402263 4504048.617189797, 424692.1912222648 4504001.808777736, 424645.38281020365 4503959.384105978, 424594.6414484355 4503921.751747304, 424540.4558040122 4503889.274121899, 424483.34771431045 4503862.264007052, 424423.86716145254 4503840.981524932, 424362.58697567787 4503825.631637478, 424300.0973186746 4503816.362172496, 424237 4503813.2624, 424173.9026813254 4503816.362172496, 424111.41302432213 4503825.631637478, 424050.13283854746 4503840.981524932, 423990.65228568955 4503862.264007052, 423933.5441959878 4503889.274121899, 423879.3585515645 4503921.751747304, 423828.61718979635 4503959.384105978, 423781.8087777352 4504001.808777736, 423739.38410597737 4504048.617189797, 423701.7517473034 4504099.358551565, 423669.27412189945 4504153.544195988, 423642.26400705206 4504210.6522856895, 423620.98152493255 4504270.132838547, 423605.6316374779 4504331.413024322, 423596.3621724954 4504393.902681326, 423593.2624 4504457, 423596.3621724954 4504520.097318674, 423605.6316374779 4504582.586975678, 423620.98152493255 4504643.867161453, 423642.26400705206 4504703.3477143105, 423669.27412189945 4504760.455804012, 423701.7517473034 4504814.641448435, 423739.38410597737 4504865.382810203, 423781.8087777352 4504912.191222264, 423828.61718979635 4504954.615894022, 423879.3585515645 4504992.248252696, 423933.5441959878 4505024.725878101, 423990.65228568955 4505051.735992948, 424050.13283854746 4505073.018475068, 424111.41302432213 4505088.368362522, 424173.9026813254 4505097.637827504, 424237 4505100.7376, 424300.0973186746 4505097.637827504, 424362.58697567787 4505088.368362522, 424423.86716145254 4505073.018475068, 424483.34771431045 4505051.735992948, 424540.4558040122 4505024.725878101, 424594.6414484355 4504992.248252696, 424645.38281020365 4504954.615894022, 424692.1912222648 4504912.191222264, 424734.61589402263 4504865.382810203, 424772.2482526966 4504814.641448435, 424804.72587810055 4504760.455804012, 424831.73599294794 4504703.3477143105, 424853.01847506745 4504643.867161453, 424868.3683625221 4504582.586975678, 424877.6378275046 4504520.097318674, 424880.7376 4504457))"
15086,1,424229.0,4505924.0,1473,"POLYGON ((424872.7376 4505924, 424869.6378275046 4505860.902681326, 424860.3683625221 4505798.413024322, 424845.01847506745 4505737.132838547, 424823.73599294794 4505677.6522856895, 424796.72587810055 4505620.544195988, 424764.2482526966 4505566.358551565, 424726.61589402263 4505515.617189797, 424684.1912222648 4505468.808777736, 424637.38281020365 4505426.384105978, 424586.6414484355 4505388.751747304, 424532.4558040122 4505356.274121899, 424475.34771431045 4505329.264007052, 424415.86716145254 4505307.981524932, 424354.58697567787 4505292.631637478, 424292.0973186746 4505283.362172496, 424229 4505280.2624, 424165.9026813254 4505283.362172496, 424103.41302432213 4505292.631637478, 424042.13283854746 4505307.981524932, 423982.65228568955 4505329.264007052, 423925.5441959878 4505356.274121899, 423871.3585515645 4505388.751747304, 423820.61718979635 4505426.384105978, 423773.8087777352 4505468.808777736, 423731.38410597737 4505515.617189797, 423693.7517473034 4505566.358551565, 423661.27412189945 4505620.544195988, 423634.26400705206 4505677.6522856895, 423612.98152493255 4505737.132838547, 423597.6316374779 4505798.413024322, 423588.3621724954 4505860.902681326, 423585.2624 4505924, 423588.3621724954 4505987.097318674, 423597.6316374779 4506049.586975678, 423612.98152493255 4506110.867161453, 423634.26400705206 4506170.3477143105, 423661.27412189945 4506227.455804012, 423693.7517473034 4506281.641448435, 423731.38410597737 4506332.382810203, 423773.8087777352 4506379.191222264, 423820.61718979635 4506421.615894022, 423871.3585515645 4506459.248252696, 423925.5441959878 4506491.725878101, 423982.65228568955 4506518.735992948, 424042.13283854746 4506540.018475068, 424103.41302432213 4506555.368362522, 424165.9026813254 4506564.637827504, 424229 4506567.7376, 424292.0973186746 4506564.637827504, 424354.58697567787 4506555.368362522, 424415.86716145254 4506540.018475068, 424475.34771431045 4506518.735992948, 424532.4558040122 4506491.725878101, 424586.6414484355 4506459.248252696, 424637.38281020365 4506421.615894022, 424684.1912222648 4506379.191222264, 424726.61589402263 4506332.382810203, 424764.2482526966 4506281.641448435, 424796.72587810055 4506227.455804012, 424823.73599294794 4506170.3477143105, 424845.01847506745 4506110.867161453, 424860.3683625221 4506049.586975678, 424869.6378275046 4505987.097318674, 424872.7376 4505924))"
15095,1,424260.0,4508556.0,1444,"POLYGON ((424903.7376 4508556, 424900.6378275046 4508492.902681326, 424891.3683625221 4508430.413024322, 424876.01847506745 4508369.132838547, 424854.73599294794 4508309.6522856895, 424827.72587810055 4508252.544195988, 424795.2482526966 4508198.358551565, 424757.61589402263 4508147.617189797, 424715.1912222648 4508100.808777736, 424668.38281020365 4508058.384105978, 424617.6414484355 4508020.751747304, 424563.4558040122 4507988.274121899, 424506.34771431045 4507961.264007052, 424446.86716145254 4507939.981524932, 424385.58697567787 4507924.631637478, 424323.0973186746 4507915.362172496, 424260 4507912.2624, 424196.9026813254 4507915.362172496, 424134.41302432213 4507924.631637478, 424073.13283854746 4507939.981524932, 424013.65228568955 4507961.264007052, 423956.5441959878 4507988.274121899, 423902.3585515645 4508020.751747304, 423851.61718979635 4508058.384105978, 423804.8087777352 4508100.808777736, 423762.38410597737 4508147.617189797, 423724.7517473034 4508198.358551565, 423692.27412189945 4508252.544195988, 423665.26400705206 4508309.6522856895, 423643.98152493255 4508369.132838547, 423628.6316374779 4508430.413024322, 423619.3621724954 4508492.902681326, 423616.2624 4508556, 423619.3621724954 4508619.097318674, 423628.6316374779 4508681.586975678, 423643.98152493255 4508742.867161453, 423665.26400705206 4508802.3477143105, 423692.27412189945 4508859.455804012, 423724.7517473034 4508913.641448435, 423762.38410597737 4508964.382810203, 423804.8087777352 4509011.191222264, 423851.61718979635 4509053.615894022, 423902.3585515645 4509091.248252696, 423956.5441959878 4509123.725878101, 424013.65228568955 4509150.735992948, 424073.13283854746 4509172.018475068, 424134.41302432213 4509187.368362522, 424196.9026813254 4509196.637827504, 424260 4509199.7376, 424323.0973186746 4509196.637827504, 424385.58697567787 4509187.368362522, 424446.86716145254 4509172.018475068, 424506.34771431045 4509150.735992948, 424563.4558040122 4509123.725878101, 424617.6414484355 4509091.248252696, 424668.38281020365 4509053.615894022, 424715.1912222648 4509011.191222264, 424757.61589402263 4508964.382810203, 424795.2482526966 4508913.641448435, 424827.72587810055 4508859.455804012, 424854.73599294794 4508802.3477143105, 424876.01847506745 4508742.867161453, 424891.3683625221 4508681.586975678, 424900.6378275046 4508619.097318674, 424903.7376 4508556))"
