A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry,index_right,OBJECTID,Name,EL_Zone,Shape_Leng,Shape_Area
21811,21850,0.2665174801065997,21811_21850,1989,145.0,5,34,,POINT (424214.49999999994 4488744.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21813,21771,0.2628414020849823,21813_21771,2104,255.0,5,34,,POINT (424242.5 4488379.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21813,21814,0.006863286202534742,21813_21814,1989,255.0,1,39,,POINT (424212.5 4488588.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21814,21773,0.2646792587066181,21814_21773,2104,255.0,1,38,,POINT (424253.5 4488379),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21814,21813,0.006863286202534742,21814_21813,1989,255.0,1,39,,POINT (424212.5 4488588.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21817,21799,0.08017875589101085,21817_21799,1989,255.0,2,42,,POINT (424136.5 4488623.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21821,21850,0.26781813706787067,21821_21850,1928,145.0,2,41,,POINT (424260.5 4488756.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21827,21872,0.19849917164754854,21827_21872,1739,345.0,1,42,,POINT (417431.5 4495709.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
21840,21813,0.21503626803790962,21840_21813,1989,255.0,5,34,,POINT (424177.5 4488758.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21840,21817,0.14987968959631595,21840_21817,1989,255.0,2,42,,POINT (424143 4488808.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21844,21814,0.21748578381424544,21844_21814,1989,255.0,1,38,,POINT (424188.5 4488761.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21846,21928,0.5296640399113188,21846_21928,1989,145.0,1,38,0015_292.6,POINT (424098.5 4489375.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21850,21930,0.5273141261547613,21850_21930,1919,145.0,5,34,0015_292.6,POINT (424109 4489374.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21857,21825,0.1979752437828496,21857_21825,1738,335.0,1,41,,POINT (417352 4495711),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
21872,21899,0.19789916885324785,21872_21899,1722,345.0,1,41,,POINT (417444.5 4496022.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
21898,21857,0.2002951427498375,21898_21857,1721,335.0,1,42,,POINT (417365.5 4496024),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
21923,21840,0.5561216565460988,21923_21840,1989,255.0,5,34,0015_292.6,POINT (424075 4489370.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21924,21844,0.5479492957238483,21924_21844,1989,255.0,1,38,0015_292.6,POINT (424087.00000000006 4489369),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21928,21964,0.22648162561804958,21928_21964,1989,145.0,1,38,,POINT (423997.5 4489975.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21930,21942,0.16888104157802872,21930_21942,1919,145.0,3,42,,POINT (424038.43785 4489928.892345),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21930,21966,0.2275997662673873,21930_21966,1919,145.0,5,34,,POINT (424008 4489973.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21942,21986,0.07637343184009968,21942_21986,1919,145.0,3,42,,POINT (424042.122195 4490126.093210001),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21942,22025,0.2048840581077861,21942_22025,1918,145.0,1,42,,POINT (424023.60384999996 4490229.029845),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21949,21923,0.18156209394810333,21949_21923,1989,255.0,3,41,,POINT (423955.5 4489950.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21958,21949,0.06376265317392374,21958_21949,1989,255.0,3,41,,POINT (423895.5 4490138.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21964,21966,0.006863286202534742,21964_21966,1919,145.0,1,39,,POINT (423971.50000000006 4490154.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21964,22030,0.2546824855670556,21964_22030,1973,145.0,1,38,,POINT (423934.5 4490357.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21966,21964,0.006863286202534742,21966_21964,1919,145.0,1,39,,POINT (423971.50000000006 4490154.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21966,22032,0.2542629601407989,21966_22032,1918,145.0,5,34,,POINT (423944.5 4490356),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21970,21923,0.253135996571533,21970_21923,1989,255.0,5,34,,POINT (423969 4490013),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21970,21971,0.006244718717686064,21970_21971,1973,255.0,1,39,,POINT (423941 4490214.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21971,21924,0.25895815965022956,21971_21924,1989,255.0,1,38,,POINT (423980.5 4490009.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21971,21970,0.006244718717686064,21971_21970,1973,255.0,1,39,,POINT (423941 4490214.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21986,22017,0.12545582236133385,21986_22017,1918,145.0,3,41,,POINT (424019.34444500005 4490284.667865001),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
21989,21958,0.11744109105852754,21989_21958,1973,255.0,3,42,,POINT (423881.50000000006 4490282.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
21994,22018,0.05595460630992942,21994_22018,1303,420.0,2,33,,POINT (406297 4508043.5),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
21999,21716,1.0470449230679053,21999_21716,907,325.0,2,35,0080_104.3,POINT (401027.81575 4512108.6765),3.0,11.0,I80,325.0,33098.1748993,3269816.37996
22006,22284,0.9372002484335917,22006_22284,907,300.0,2,35,0080_104.3,POINT (402164.5 4513242.5),1.0,9.0,I80,300.0,30933.6557647,3053360.77004
22017,22032,0.12024898392981652,22017_22032,1918,145.0,3,41,,POINT (423952.16010000004 4490469.967),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22018,22163,0.7021687885898804,22018_22163,1303,420.0,2,33,0201_006.2,POINT (406907 4508038),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22019,21994,0.05344166786196707,22019_21994,1303,425.0,2,33,,POINT (406295 4508045.5),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22030,22095,0.36106087167400686,22030_22095,1973,145.0,1,38,0015_293.6,POINT (423878.5 4490849.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22031,21970,0.23314067377384962,22031_21970,1973,255.0,5,34,,POINT (423908 4490399.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22031,21989,0.1292470228989918,22031_21989,1973,255.0,3,42,,POINT (423880.5 4490481),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22032,22098,0.36286678197597444,22032_22098,1908,145.0,5,34,0015_293.6,POINT (423888 4490849),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22036,21971,0.23498407686846157,22036_21971,1973,255.0,1,38,,POINT (423918 4490402),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22057,22091,0.19686928007901208,22057_22091,1722,345.0,1,42,,POINT (417459 4497324.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
22082,22053,0.19486252984173869,22082_22053,1721,335.0,1,41,,POINT (417379.5 4497325),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
22091,22127,0.1991361479486676,22091_22127,1708,345.0,1,41,,POINT (417464.5 4497636.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
22092,22031,0.34775395977063317,22092_22031,1973,255.0,5,34,0015_293.6,POINT (423858.5 4490864),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22094,22036,0.3446563627494626,22094_22036,1973,255.0,1,38,0015_293.6,POINT (423868.5 4490865.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22095,22149,0.2947593427163456,22095_22149,1908,145.0,1,38,0015_293.6,POINT (423836 4491375.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22098,22150,0.29186268358929834,22098_22150,1908,145.0,5,34,0015_293.6,POINT (423844 4491374),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22123,22082,0.19950323021279484,22123_22082,1707,335.0,1,42,,POINT (417383.5 4497636),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
22145,22092,0.29719160860441696,22145_22092,1886,255.0,5,34,0015_293.6,POINT (423819.5 4491381.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22148,22094,0.2979532487023406,22148_22094,1886,255.0,1,38,0015_293.6,POINT (423828 4491381),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22149,22238,0.4660709754955243,22149_22238,1886,145.0,1,38,0015_293.6,POINT (423823 4491987),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22150,22242,0.46918620564848057,22150_22242,1897,145.0,5,34,0015_293.6,POINT (423829.5 4491985.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22163,22200,0.19761216165488885,22163_22200,1303,420.0,2,33,0201_006.2,POINT (407631 4508032),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22169,22019,0.7067305682858913,22169_22019,1303,425.0,2,33,0201_006.2,POINT (406906.5 4508060.5),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22200,22228,0.17838701154618558,22200_22228,1304,420.0,2,33,0201_007.2,POINT (407933.5 4508026.5),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22203,22169,0.19513577391603404,22203_22169,907,425.0,2,33,0201_006.2,POINT (407632 4508072.5),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22228,22298,0.31825806026483794,22228_22298,1304,420.0,2,33,0201_007.2,POINT (408333.0821 4508020.668500001),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22233,22203,0.1764972042417403,22233_22203,907,425.0,2,33,0201_007.2,POINT (407931 4508067.5),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22236,22145,0.4604476797344289,22236_22145,1886,255.0,5,34,0015_293.6,POINT (423804.5 4491990.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22237,22148,0.45983093934442604,22237_22148,1886,255.0,1,38,0015_293.6,POINT (423812 4491990),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22238,22340,0.4039501101444963,22238_22340,1871,145.0,1,38,0015_293.0,POINT (423833.5 4492687),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22242,22342,0.4033647234135135,22242_22342,1872,145.0,5,34,0015_293.0,POINT (423842.00000000006 4492687.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22244,22292,0.19686928007901208,22244_22292,1609,345.0,1,42,,POINT (417454 4498936.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
22271,22240,0.20106089389821113,22271_22240,1703,335.0,1,41,,POINT (417380 4498936.5),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
22280,21999,0.9395577003527181,22280_21999,906,325.0,2,35,0080_104.3,POINT (402139.99999999994 4513256.5),3.0,11.0,I80,325.0,33098.1748993,3269816.37996
22284,22356,0.20538977418050242,22284_22356,907,300.0,2,35,0080_104.3,POINT (402827.5 4513868.5),1.0,9.0,I80,300.0,30933.6557647,3053360.77004
22292,22331,0.20707007547606082,22292_22331,1600,345.0,1,41,,POINT (417430 4499255.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
22298,22488,0.7592443655689189,22298_22488,1305,420.0,2,33,0201_007.7,POINT (409200.0821 4508023.668500001),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22305,22233,0.32190046549405027,22305_22233,907,425.0,2,33,0201_007.2,POINT (408332 4508068.5),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22325,22271,0.19785526616520213,22325_22271,1606,335.0,1,42,,POINT (417358 4499252.5),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
22334,22236,0.3989696875095161,22334_22236,1871,255.0,5,34,0015_293.0,POINT (423811.99999999994 4492682),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22335,22237,0.3977484497458849,22335_22237,1871,255.0,1,38,0015_293.0,POINT (423821 4492680),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22340,22405,0.2751586940988192,22340_22405,1871,145.0,1,38,,POINT (423825.49999999994 4493233),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22342,22391,0.19918097669020174,22342_22391,1872,145.0,2,42,,POINT (423859.124685 4493171.954845),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22342,22404,0.2479821811977276,22342_22404,1872,145.0,2,42,,POINT (423851.07814999996 4493211.533),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22342,22406,0.27636211724473847,22342_22406,1871,145.0,5,34,,POINT (423836 4493234),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22353,22280,0.2020608218146825,22353_22280,906,325.0,2,35,0080_104.3,POINT (402799 4513885.5),3.0,11.0,I80,325.0,33098.1748993,3269816.37996
22356,22537,0.8147677594492541,22356_22537,907,300.0,2,35,0080_104.3,POINT (403629.5 4513932.5),1.0,9.0,I80,300.0,30933.6557647,3053360.77004
22384,22334,0.25539250983464323,22384_22334,1871,255.0,3,41,,POINT (423785 4493206),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22391,22412,0.08905943675753515,22391_22412,1872,145.0,2,31,,POINT (423864.06163999997 4493403.385129999),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22395,22334,0.28384222273107773,22395_22334,1871,255.0,5,34,,POINT (423803.5 4493231),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22395,22401,0.006244718717686064,22395_22401,1861,255.0,1,39,,POINT (423795 4493459.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22401,22335,0.28632340586505894,22401_22335,1871,255.0,1,38,,POINT (423813.5 4493230),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22401,22395,0.006244718717686064,22401_22395,1861,255.0,1,39,,POINT (423795 4493459.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22404,22412,0.03979909707560468,22404_22412,1862,145.0,2,41,,POINT (423856.015105 4493442.963284999),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22404,22450,0.2464092382020635,22404_22450,1862,145.0,3,41,,POINT (423788.57814999996 4493598.533),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22405,22406,0.006947158392570215,22405_22406,1862,145.0,1,39,,POINT (423817.5 4493455),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22405,22448,0.21551693287860285,22405_22448,1861,145.0,1,38,,POINT (423763.5 4493620.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22406,22405,0.006947158392570215,22406_22405,1862,145.0,1,39,,POINT (423817.5 4493455),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22406,22450,0.21408162028784977,22406_22450,1861,145.0,5,34,,POINT (423773.50000000006 4493621),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22412,22453,0.20952238810741106,22412_22453,1862,145.0,2,31,,POINT (423798.373505 4493632.227785),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22430,22486,0.203781839203739,22430_22486,1600,345.0,1,42,,POINT (417096.5 4500541.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
22440,22384,0.24435043400612627,22440_22384,1861,255.0,2,42,,POINT (423721 4493603),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22440,22395,0.21920018697129592,22440_22395,1861,255.0,5,34,,POINT (423739.49999999994 4493628),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22445,22401,0.22074829458363077,22445_22401,1861,255.0,1,38,,POINT (423748.5 4493630),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22448,22655,1.2170572905766868,22448_22655,1816,145.0,1,38,0015_295.6,POINT (423557 4494753.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22450,22657,1.216957195990369,22450_22657,1816,145.0,5,34,0015_295.6,POINT (423566.5 4494752.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22453,22519,0.3989539922879238,22453_22519,1862,145.0,2,31,0015_295.6,POINT (423689.1673 4494106.904999999),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22454,26264,0.39173260163553353,22454_26264,890,155.0,3,33,,POINT (422829.979475 4521265.05356),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
22470,22427,0.20819046945399008,22470_22427,1599,335.0,1,41,,POINT (417029.49999999994 4500540.5),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
22486,22514,0.20043773999100029,22486_22514,1595,345.0,1,41,,POINT (417070 4500861.5),39.0,317.0,Bangerter,345.0,40017.1675193,3921207.95091
22488,22543,0.23384758445253984,22488_22543,1305,420.0,2,33,0201_007.7,POINT (409998.99999999994 4508037),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22491,22305,0.7618191934980106,22491_22305,1302,425.0,2,33,0201_007.7,POINT (409204 4508068),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22512,22470,0.19563375658880242,22512_22470,1595,335.0,1,42,,POINT (417004.5 4500861),38.0,316.0,Bangerter,335.0,38559.2995764,3775071.2715
22519,22573,0.31502443885550624,22519_22573,1816,145.0,2,31,0015_295.6,POINT (423599.67845 4494674.4035),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22537,22921,1.7361225428376486,22537_22921,954,300.0,2,35,0080_104.3,POINT (405682.00000000006 4513924),1.0,9.0,I80,300.0,30933.6557647,3053360.77004
22543,22593,0.2567179484346616,22543_22593,1332,420.0,2,33,0201_008.7,POINT (410393.5 4508039.5),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22544,22353,0.8289196149882142,22544_22353,954,325.0,2,35,0080_104.3,POINT (403610.00000000006 4513958),3.0,11.0,I80,325.0,33098.1748993,3269816.37996
22549,22491,0.23002879655622313,22549_22491,1305,425.0,2,33,0201_007.7,POINT (410002.00000000006 4508070),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22573,22659,0.5049451715088876,22573_22659,1816,145.0,2,31,0015_295.6,POINT (423491.823 4495325.332),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22593,22630,0.17720783521004943,22593_22630,1332,420.0,2,33,0201_008.7,POINT (410742 4508047),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22601,22549,0.2597404932528925,22601_22549,1332,425.0,2,33,0201_008.7,POINT (410396 4508074.5),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22630,22925,0.9782398302022857,22630_22925,1322,420.0,2,33,0201_008.7,POINT (411592.5 4508403),27.0,44.0,SR201,420.0,34633.5841238,3383156.00076
22631,22601,0.15950893522994725,22631_22601,1332,425.0,2,33,0201_008.7,POINT (410733 4508082.5),28.0,46.0,SR201,425.0,34621.154009,3382087.1235
22652,22440,1.2172584066321257,22652_22440,1815,255.0,5,34,0015_295.6,POINT (423530 4494763.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22653,22445,1.216957195990369,22653_22445,1816,255.0,1,38,0015_295.6,POINT (423539.5 4494766.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22655,22708,0.2972377257590436,22655_22708,1811,145.0,1,38,0015_295.6,POINT (423380.99999999994 4495958.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22657,22713,0.2965719053428499,22657_22713,1811,145.0,5,34,0015_295.6,POINT (423391.5 4495957),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22659,22715,0.2919255327554687,22659_22715,1811,145.0,2,31,0015_295.6,POINT (423404.58445 4495960.1085),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22699,22652,0.29218859557198285,22699_22652,1800,255.0,5,34,0015_295.6,POINT (423354 4495964.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22703,22653,0.28900178913092095,22703_22653,1800,255.0,1,38,0015_295.6,POINT (423366 4495965),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22708,22770,0.18772965113179885,22708_22770,1801,145.0,1,38,0015_295.6,POINT (423376 4496347.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22713,22775,0.19712309452469562,22713_22775,1801,145.0,5,34,0015_295.6,POINT (423388.00000000006 4496353),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22715,22777,0.19512687270905854,22715_22777,1801,145.0,2,31,0015_295.6,POINT (423398.75865 4496350.501499999),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22737,22783,0.3731926583336139,22737_22783,1604,355.0,4,34,0215_013.5,POINT (420018.5 4499856),30.0,97.0,I215,355.0,30437.1356652,3002933.17404
22743,22771,0.21123200383629065,22743_22771,1603,370.0,4,34,0215_013.5,POINT (419683.49999999994 4500150.5),29.0,73.0,I215,370.0,27908.3945756,2750119.21615
22754,22699,0.15388606631815788,22754_22699,1800,255.0,5,34,0015_295.6,POINT (423346 4496322.5),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22755,22703,0.15562255068994985,22755_22703,1800,255.0,1,38,0015_295.6,POINT (423357.5 4496322),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
22759,22814,0.25006450795069446,22759_22814,1341,430.0,1,42,,POINT (413024.99999999994 4506983.5),33.0,311.0,MVC,430.0,28042.6299132,2724166.11489
22763,22737,0.2485195777022584,22763_22737,1603,355.0,4,34,0215_013.5,POINT (419640.5 4500150.5),30.0,97.0,I215,355.0,30437.1356652,3002933.17404
22770,22864,0.3416674368710943,22770_22864,1800,145.0,1,38,,POINT (423458.5 4496764),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22771,22790,0.1917868738379646,22771_22790,1603,370.0,4,34,0215_013.5,POINT (419538.5 4500439),29.0,73.0,I215,370.0,27908.3945756,2750119.21615
22775,22868,0.3318648183926697,22775_22868,1800,145.0,5,34,,POINT (423469 4496769.5),16.0,28.0,I15,145.0,31265.4310551,3082231.69965
22776,22754,0.06590596566911949,22776_22754,1800,255.0,3,31,0015_295.6,POINT (423359.67605 4496498.825999999),23.0,35.0,I15,255.0,31062.7532875,3061881.76061
