A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,geometry
21330,21320,0.09729990744560321,21330_21320,2139,0,0,31,"LINESTRING (424542 4484077, 424404 4484151)"
21337,21311,0.39321548725595207,21337_21311,1730,0,0,37,"LINESTRING (411889.35494 4496823.94673, 412229 4496290)"
21339,21374,0.18281894815474387,21339_21374,2129,0,0,31,"LINESTRING (424574 4484132, 424537.5319 4484423.949)"
21340,21272,0.30351040521375006,21340_21272,2139,0,5,34,"LINESTRING (424489 4484217, 424480.7052 4483728.619)"
21342,21327,0.053769390315990255,21342_21327,2128,0,0,31,"LINESTRING (424463 4484251, 424415 4484179)"
21343,21273,0.30290855277127693,21343_21273,2139,0,1,38,"LINESTRING (424498 4484217, 424489.4577 4483729.592)"
21344,21365,0.21886949233224548,21344_21365,1716,0,0,37,"LINESTRING (411913.95516 4496838.79969, 411733 4497141)"
21348,21388,0.20151070906445678,21348_21388,2129,0,0,31,"LINESTRING (424544 4484196, 424515 4484519)"
21353,21323,0.13298235826811913,21353_21323,2128,0,0,31,"LINESTRING (424446.8686 4484344.348, 424430 4484131)"
21360,21337,0.22404555521678501,21360_21337,1715,0,0,37,"LINESTRING (411707 4497135, 411889.35494 4496823.94673)"
21365,21442,0.5355101135765514,21365_21442,1438,0,0,37,"LINESTRING (411733 4497141, 411536 4497980)"
21370,21353,0.07913901133710201,21370_21353,2128,0,0,31,"LINESTRING (424473 4484469, 424446.8686 4484344.348)"
21374,21391,0.06234487583153532,21374_21391,2129,0,0,31,"LINESTRING (424537.5319 4484423.949, 424530 4484524)"
21383,21340,0.18767102595134216,21383_21340,2128,0,5,34,"LINESTRING (424493 4484519, 424489 4484217)"
21383,21342,0.1675679950279434,21383_21342,2128,0,0,31,"LINESTRING (424493 4484519, 424463 4484251)"
21387,21400,0.05221010237140693,21387_21400,2128,0,0,31,"LINESTRING (424508 4484523, 424506 4484607)"
21387,21574,1.043953539182891,21387_21574,2128,0,1,38,"LINESTRING (424508 4484523, 424524 4486203)"
21388,21400,0.05496602959273408,21388_21400,2128,0,0,31,"LINESTRING (424515 4484519, 424506 4484607)"
21388,21576,1.0489303702728263,21388_21576,2128,0,5,34,"LINESTRING (424515 4484519, 424532 4486207)"
21389,21343,0.19574819230347337,21389_21343,2128,0,1,38,"LINESTRING (424502 4484532, 424498 4484217)"
21391,21425,0.21313175446012025,21391_21425,2129,0,0,31,"LINESTRING (424530 4484524, 424529 4484867)"
21396,21370,0.09020397627957481,21396_21370,2128,0,0,31,"LINESTRING (424480 4484614, 424473 4484469)"
21400,21383,0.055274239642352986,21400_21383,2128,0,0,31,"LINESTRING (424506 4484607, 424493 4484519)"
21400,21389,0.04666918794195235,21400_21389,2128,0,0,31,"LINESTRING (424506 4484607, 424502 4484532)"
21400,21433,0.21251310966186096,21400_21433,2128,0,0,34,"LINESTRING (424506 4484607, 424508 4484949)"
21425,21508,0.5294460359060439,21425_21508,2129,0,0,31,"LINESTRING (424529 4484867, 424539 4485719)"
21433,21400,0.21251310966186096,21433_21400,2128,0,0,34,"LINESTRING (424508 4484949, 424506 4484607)"
21433,21546,0.6456361751282979,21433_21546,2119,0,0,34,"LINESTRING (424508 4484949, 424518 4485988)"
21438,21360,0.5374270724158644,21438_21360,1438,0,0,37,"LINESTRING (411518 4497979, 411707 4497135)"
21442,21526,0.4891533641601038,21442_21526,1436,0,0,37,"LINESTRING (411536 4497980, 411595 4498765)"
21464,21534,0.30753940017647957,21464_21534,908,0,2,35,"LINESTRING (399344.91 4510398.213, 399723.9765 4510716.442)"
21468,21197,0.9597518704918687,21468_21197,906,0,2,35,"LINESTRING (399333.2104 4510423.952, 398046.2559 4509569.882)"
21506,21396,0.7058805227994184,21506_21396,2128,0,0,31,"LINESTRING (424482 4485750, 424480 4484614)"
21508,21587,0.3412151141959891,21508_21587,2120,0,0,31,"LINESTRING (424539 4485719, 424551 4486268)"
21521,21438,0.4931464741798751,21521_21438,1436,0,0,37,"LINESTRING (411569 4498771, 411518 4497979)"
21526,21572,0.2187452679810003,21526_21572,1436,0,0,37,"LINESTRING (411595 4498765, 411600 4499117)"
21534,21726,0.7066381080388828,21534_21726,908,0,2,35,"LINESTRING (399723.9765 4510716.442, 400503.169 4511544.772)"
21546,21433,0.6456361751282979,21546_21433,2119,0,0,34,"LINESTRING (424518 4485988, 424508 4484949)"
21546,21629,0.39830428637973847,21546_21629,2119,0,0,34,"LINESTRING (424518 4485988, 424521 4486629)"
21548,21506,0.1672231677681272,21548_21506,2119,0,0,31,"LINESTRING (424490 4486019, 424482 4485750)"
21551,21468,0.33592455776219793,21551_21468,906,0,2,35,"LINESTRING (399740.356 4510779.619, 399333.2104 4510423.952)"
21564,21521,0.21500933340052047,21564_21521,1436,0,0,37,"LINESTRING (411573 4499117, 411569 4498771)"
21570,21383,1.0476655758752422,21570_21383,2128,0,5,34,"LINESTRING (424506 4486205, 424493 4484519)"
21571,21389,1.0364765462295786,21571_21389,2128,0,1,38,"LINESTRING (424514 4486200, 424502 4484532)"
21572,21635,0.27783770133818125,21572_21635,1433,0,0,37,"LINESTRING (411600 4499117, 411611 4499564)"
21574,21615,0.22060132383216188,21574_21615,2119,0,1,38,"LINESTRING (424524 4486203, 424528 4486558)"
21576,21617,0.21748844675874224,21576_21617,2120,0,5,34,"LINESTRING (424532 4486207, 424535 4486557)"
21587,21677,0.4486930767306764,21587_21677,2108,0,0,31,"LINESTRING (424551 4486268, 424539 4486990)"
21609,21548,0.36844050023237057,21609_21548,2119,0,0,31,"LINESTRING (424442 4486610, 424490 4486019)"
21615,21672,0.2713635123445088,21615_21672,2104,0,1,38,"LINESTRING (424528 4486558, 424503 4486994)"
21617,21675,0.2712325804206118,21617_21675,2104,0,5,34,"LINESTRING (424535 4486557, 424514 4486993)"
21624,21570,0.264089992234955,21624_21570,2119,0,5,34,"LINESTRING (424509 4486630, 424506 4486205)"
21625,21564,0.27775639345976494,21625_21564,1433,0,0,37,"LINESTRING (411575 4499564, 411573 4499117)"
21628,21571,0.2671967794182304,21628_21571,2119,0,1,38,"LINESTRING (424517 4486630, 424514 4486200)"
21629,21546,0.39830428637973847,21629_21546,2119,0,0,34,"LINESTRING (424521 4486629, 424518 4485988)"
21629,21673,0.23035168181516968,21629_21673,2104,0,0,34,"LINESTRING (424521 4486629, 424498 4486999)"
21635,21729,0.5099138541236755,21635_21729,1433,0,0,37,"LINESTRING (411611 4499564, 411698 4500380)"
21668,21624,0.23113896524025454,21668_21624,2104,0,5,34,"LINESTRING (424482 4487001, 424509 4486630)"
21670,21628,0.23043212299189306,21670_21628,2104,0,1,38,"LINESTRING (424492 4487000, 424517 4486630)"
21672,21778,0.7482777822512033,21672_21778,2104,0,1,38,"LINESTRING (424503 4486994, 424300 4488181)"
21673,21629,0.23035168181516968,21673_21629,2104,0,0,34,"LINESTRING (424498 4486999, 424521 4486629)"
21673,21769,0.7169211650348841,21673_21769,2104,0,0,34,"LINESTRING (424498 4486999, 424302 4488136)"
21675,21780,0.7521623937488687,21675_21780,2104,0,5,34,"LINESTRING (424514 4486993, 424309 4488186)"
21677,21697,0.20403966040785051,21677_21697,2108,0,0,31,"LINESTRING (424539 4486990, 424473.7845 4487311.828)"
21697,21737,0.24249413419287194,21697_21737,2108,0,0,31,"LINESTRING (424473.7845 4487311.828, 424411 4487697)"
21715,21609,0.6046930587991035,21715_21609,2104,0,0,31,"LINESTRING (424364.8028 4487580.09, 424442 4486610)"
21716,21551,0.6264208665426966,21716_21551,906,0,2,35,"LINESTRING (400430.6315 4511514.353, 399740.356 4510779.619)"
21724,21625,0.5044402462014247,21724_21625,1432,0,0,37,"LINESTRING (411672 4500370, 411575 4499564)"
21726,22006,1.0075182048448126,21726_22006,907,0,2,35,"LINESTRING (400503.169 4511544.772, 401648 4512693)"
21729,21777,0.22401327415664807,21729_21777,1433,0,0,37,"LINESTRING (411698 4500380, 411731 4500739)"
21737,21786,0.3308744184044028,21737_21786,2105,0,0,31,"LINESTRING (424411 4487697, 424342 4488225)"
21767,21724,0.22870653191109194,21767_21724,1433,0,0,37,"LINESTRING (411700 4500737, 411672 4500370)"
21769,21673,0.7169211650348841,21769_21673,2104,0,0,34,"LINESTRING (424302 4488136, 424498 4486999)"
21769,21863,0.6076097681976025,21769_21863,1989,0,0,34,"LINESTRING (424302 4488136, 424138 4489100)"
21771,21668,0.737974240387174,21771_21668,2104,0,5,34,"LINESTRING (424278 4488171, 424482 4487001)"
21773,21670,0.7372555443516485,21773_21670,2104,0,1,38,"LINESTRING (424289 4488169, 424492 4487000)"
21777,21832,0.2763942485573384,21777_21832,1426,0,0,37,"LINESTRING (411731 4500739, 411814 4501176)"
21778,21806,0.22065294971310853,21778_21806,2104,0,1,38,"LINESTRING (424300 4488181, 424240 4488531)"
21780,21811,0.2187108461074654,21780_21811,2104,0,5,34,"LINESTRING (424309 4488186, 424250 4488533)"
21786,21855,0.4607087207386571,21786_21855,1928,0,0,31,"LINESTRING (424342 4488225, 424219.9291 4488956.319)"
21799,21715,0.6248038402628356,21799_21715,2104,0,0,31,"LINESTRING (424135 4488559, 424364.8028 4487580.09)"
21806,21846,0.2672336248293708,21806_21846,1989,0,1,38,"LINESTRING (424240 4488531, 424168 4488955)"
21811,21850,0.2665174801065997,21811_21850,1989,0,5,34,"LINESTRING (424250 4488533, 424179 4488956)"
21813,21771,0.2628414020849823,21813_21771,2104,0,5,34,"LINESTRING (424207 4488588, 424278 4488171)"
21814,21773,0.2646792587066181,21814_21773,2104,0,1,38,"LINESTRING (424218 4488589, 424289 4488169)"
21822,21767,0.2573308492505874,21822_21767,1426,0,0,37,"LINESTRING (411765 4501146, 411700 4500737)"
21832,21946,0.4215912133788343,21832_21946,1426,0,0,37,"LINESTRING (411814 4501176, 412266 4501682)"
21840,21813,0.21503626803790962,21840_21813,1989,0,5,34,"LINESTRING (424148 4488929, 424207 4488588)"
21844,21814,0.21748578381424544,21844_21814,1989,0,1,38,"LINESTRING (424159 4488934, 424218 4488589)"
21846,21928,0.5296640399113188,21846_21928,1989,0,1,38,"LINESTRING (424168 4488955, 424029 4489796)"
21850,21930,0.5273141261547613,21850_21930,1919,0,5,34,"LINESTRING (424179 4488956, 424039 4489793)"
21855,22501,0.6332644112611439,21855_22501,1919,0,0,31,"LINESTRING (424219.9291 4488956.319, 424026.64398 4489956.9601)"
21863,21769,0.6076097681976025,21863_21769,1989,0,0,34,"LINESTRING (424138 4489100, 424302 4488136)"
21863,21956,0.6071978586294985,21863_21956,1989,0,0,34,"LINESTRING (424138 4489100, 423978 4490064)"
21881,21799,0.5515529265004177,21881_21799,1989,0,0,31,"LINESTRING (423998 4489436, 424135 4488559)"
21923,21840,0.5561216565460988,21923_21840,1989,0,5,34,"LINESTRING (424002 4489812, 424148 4488929)"
21924,21844,0.5479492957238483,21924_21844,1989,0,1,38,"LINESTRING (424015 4489804, 424159 4488934)"
21928,21964,0.22648162561804958,21928_21964,1989,0,1,38,"LINESTRING (424029 4489796, 423966 4490155)"
21930,21966,0.2275997662673873,21930_21966,1919,0,5,34,"LINESTRING (424039 4489793, 423977 4490154)"
21944,21822,0.45266652022453874,21944_21822,1426,0,0,37,"LINESTRING (412245 4501694, 411765 4501146)"
21946,22008,0.17383561705570816,21946_22008,1426,0,0,37,"LINESTRING (412266 4501682, 412445 4501897)"
21956,21863,0.6071978586294985,21956_21863,1989,0,0,34,"LINESTRING (423978 4490064, 424138 4489100)"
21956,22036,0.3307717134773618,21956_22036,1973,0,0,34,"LINESTRING (423978 4490064, 423890 4490589)"
21958,21881,0.4727989180539682,21958_21881,1989,0,0,31,"LINESTRING (423882 4490188, 423998 4489436)"
21960,22046,0.1996203359327802,21960_22046,1918,0,0,31,"LINESTRING (423980.59389 4490288.29607, 423929.9931 4490605.543)"
21964,22030,0.2546824855670556,21964_22030,1973,0,1,38,"LINESTRING (423966 4490155, 423903 4490560)"
21966,22032,0.2542629601407989,21966_22032,1918,0,5,34,"LINESTRING (423977 4490154, 423912 4490558)"
21970,21923,0.253135996571533,21970_21923,1989,0,5,34,"LINESTRING (423936 4490214, 424002 4489812)"
21971,21924,0.25895815965022956,21971_21924,1989,0,1,38,"LINESTRING (423946 4490215, 424015 4489804)"
21994,22018,0.05595460630992942,21994_22018,1303,0,2,33,"LINESTRING (406252 4508045, 406342 4508042)"
21999,21716,1.0470449230679053,21999_21716,907,0,2,35,"LINESTRING (401625 4512703, 400430.6315 4511514.353)"
22002,21944,0.17496360139317452,22002_21944,1426,0,0,37,"LINESTRING (412428 4501908, 412245 4501694)"
22006,22284,0.9372002484335917,22006_22284,907,0,2,35,"LINESTRING (401648 4512693, 402681 4513792)"
22008,22076,0.1944062696018591,22008_22076,1426,0,0,37,"LINESTRING (412445 4501897, 412616 4502159)"
22018,22163,0.7021687885898804,22018_22163,1303,0,2,33,"LINESTRING (406342 4508042, 407472 4508034)"
22019,21994,0.05344166786196707,22019_21994,1303,0,2,33,"LINESTRING (406338 4508046, 406252 4508045)"
22030,22095,0.36106087167400686,22030_22095,1973,0,1,38,"LINESTRING (423903 4490560, 423854 4491139)"
22031,21970,0.23314067377384962,22031_21970,1973,0,5,34,"LINESTRING (423880 4490585, 423936 4490214)"
22032,22098,0.36286678197597444,22032_22098,1908,0,5,34,"LINESTRING (423912 4490558, 423864 4491140)"
22036,21956,0.3307717134773618,22036_21956,1973,0,0,34,"LINESTRING (423890 4490589, 423978 4490064)"
22036,21971,0.23498407686846157,22036_21971,1973,0,1,38,"LINESTRING (423890 4490589, 423946 4490215)"
22036,22110,0.4055665151434349,22036_22110,1973,0,0,34,"LINESTRING (423890 4490589, 423843 4491240)"
22040,21958,0.28489651987664294,22040_21958,1973,0,0,31,"LINESTRING (423845 4490645, 423882 4490188)"
22046,22108,0.35878349821807376,22046_22108,1908,0,0,31,"LINESTRING (423929.9931 4490605.543, 423878.2886 4491180.628)"
22076,22158,0.34129205134366913,22076_22158,1428,0,0,37,"LINESTRING (412616 4502159, 412832 4502664)"
22078,22002,0.19836685960657618,22078_22002,1426,0,0,37,"LINESTRING (412603 4502175, 412428 4501908)"
22092,22031,0.34775395977063317,22092_22031,1973,0,5,34,"LINESTRING (423837 4491143, 423880 4490585)"
22094,22036,0.3446563627494626,22094_22036,1973,0,1,38,"LINESTRING (423847 4491142, 423890 4490589)"
22095,22149,0.2947593427163456,22095_22149,1908,0,1,38,"LINESTRING (423854 4491139, 423818 4491612)"
22098,22150,0.29186268358929834,22098_22150,1908,0,5,34,"LINESTRING (423864 4491140, 423824 4491608)"
22108,22131,0.14351359148028509,22108_22131,1908,0,0,31,"LINESTRING (423878.2886 4491180.628, 423858.6533 4491410.754)"
22110,22036,0.4055665151434349,22110_22036,1973,0,0,34,"LINESTRING (423843 4491240, 423890 4490589)"
22110,22132,0.09282373194240534,22110_22132,1908,0,0,31,"LINESTRING (423843 4491240, 423894.7823 4491380.123)"
22110,22138,0.17261417000876084,22110_22138,1973,0,0,34,"LINESTRING (423843 4491240, 423822 4491517)"
22122,22040,0.4583942246910133,22122_22040,1973,0,0,31,"LINESTRING (423801.5757 4491381.433, 423845 4490645)"
22122,22110,0.09157454458910669,22122_22110,1973,0,0,31,"LINESTRING (423801.5757 4491381.433, 423843 4491240)"
22131,22155,0.1390955660343079,22131_22155,1897,0,0,31,"LINESTRING (423858.6533 4491410.754, 423839.8034 4491633.811)"
22132,22138,0.09632795917776667,22132_22138,1897,0,0,31,"LINESTRING (423894.7823 4491380.123, 423822 4491517)"
22138,22110,0.17261417000876084,22138_22110,1973,0,0,34,"LINESTRING (423822 4491517, 423843 4491240)"
22138,22122,0.08518828393843315,22138_22122,1886,0,0,31,"LINESTRING (423822 4491517, 423801.5757 4491381.433)"
22138,22152,0.06610249502891212,22138_22152,1886,0,0,34,"LINESTRING (423822 4491517, 423813 4491623)"
22145,22092,0.29719160860441696,22145_22092,1886,0,5,34,"LINESTRING (423802 4491620, 423837 4491143)"
22148,22094,0.2979532487023406,22148_22094,1886,0,1,38,"LINESTRING (423809 4491620, 423847 4491142)"
22149,22238,0.4660709754955243,22149_22238,1886,0,1,38,"LINESTRING (423818 4491612, 423828 4492362)"
22150,22242,0.46918620564848057,22150_22242,1897,0,5,34,"LINESTRING (423824 4491608, 423835 4492363)"
22152,22138,0.06610249502891212,22152_22138,1886,0,0,34,"LINESTRING (423813 4491623, 423822 4491517)"
22152,22344,0.8743429815216709,22152_22344,1886,0,0,34,"LINESTRING (423813 4491623, 423831 4493030)"
22155,22247,0.47049935304405893,22155_22247,1897,0,0,31,"LINESTRING (423839.8034 4491633.811, 423849.604 4492390.941)"
22158,22209,0.2208663252107288,22158_22209,1428,0,0,37,"LINESTRING (412832 4502664, 412894 4503014)"
22161,22078,0.3453546963237188,22161_22078,1428,0,0,37,"LINESTRING (412812 4502690, 412603 4502175)"
22163,22200,0.19761216165488885,22163_22200,1303,0,2,33,"LINESTRING (407472 4508034, 407790 4508030)"
22169,22019,0.7067305682858913,22169_22019,1303,0,2,33,"LINESTRING (407475 4508075, 406338 4508046)"
22173,22122,0.2549515073976651,22173_22122,1886,0,0,31,"LINESTRING (423777 4491791, 423801.5757 4491381.433)"
22200,22228,0.17838701154618558,22200_22228,1304,0,2,33,"LINESTRING (407790 4508030, 408077 4508023)"
22203,22169,0.19513577391603404,22203_22169,907,0,2,33,"LINESTRING (407789 4508070, 407475 4508075)"
22207,22161,0.21167297350936673,22207_22161,1428,0,0,37,"LINESTRING (412879 4503024, 412812 4502690)"
22209,22286,0.35491046201273824,22209_22286,1406,0,0,37,"LINESTRING (412894 4503014, 412908 4503585)"
22228,22298,0.31825806026483794,22228_22298,1304,0,2,33,"LINESTRING (408077 4508023, 408589.1642 4508018.337)"
22233,22203,0.1764972042417403,22233_22203,907,0,2,33,"LINESTRING (408073 4508065, 407789 4508070)"
22236,22145,0.4604476797344289,22236_22145,1886,0,5,34,"LINESTRING (423807 4492361, 423802 4491620)"
22237,22148,0.45983093934442604,22237_22148,1886,0,1,38,"LINESTRING (423815 4492360, 423809 4491620)"
22238,22340,0.4039501101444963,22238_22340,1871,0,1,38,"LINESTRING (423828 4492362, 423839 4493012)"
22242,22342,0.4033647234135135,22242_22342,1872,0,5,34,"LINESTRING (423835 4492363, 423849 4493012)"
22246,22173,0.4021361900437791,22246_22173,1886,0,0,31,"LINESTRING (423792 4492438, 423777 4491791)"
22247,22290,0.17779749088419192,22247_22290,1887,0,0,31,"LINESTRING (423849.604 4492390.941, 423856.5621 4492676.993)"
22265,22246,0.09835343673185691,22265_22246,1886,0,0,31,"LINESTRING (423792.1948 4492596.284, 423792 4492438)"
22280,21999,0.9395577003527181,22280_21999,906,0,2,35,"LINESTRING (402655 4513810, 401625 4512703)"
22281,22265,0.04829075530267366,22281_22265,1871,0,0,31,"LINESTRING (423792 4492674, 423792.1948 4492596.284)"
22282,22207,0.34675326847201043,22282_22207,1406,0,0,37,"LINESTRING (412886 4503582, 412879 4503024)"
22284,22356,0.20538977418050242,22284_22356,907,0,2,35,"LINESTRING (402681 4513792, 402974 4513945)"
22286,22343,0.22619333227193172,22286_22343,1406,0,0,37,"LINESTRING (412908 4503585, 412912 4503949)"
22290,22348,0.20974092659251822,22290_22348,1872,0,0,31,"LINESTRING (423856.5621 4492676.993, 423866.7725 4493014.383)"
22298,22488,0.7592443655689189,22298_22488,1305,0,2,33,"LINESTRING (408589.1642 4508018.337, 409811 4508029)"
22305,22233,0.32190046549405027,22305_22233,907,0,2,33,"LINESTRING (408591 4508072, 408073 4508065)"
22333,22281,0.20906235956902244,22333_22281,1871,0,0,31,"LINESTRING (423800.2604 4493010.351, 423792 4492674)"
22334,22236,0.3989696875095161,22334_22236,1871,0,5,34,"LINESTRING (423817 4493003, 423807 4492361)"
22335,22237,0.3977484497458849,22335_22237,1871,0,1,38,"LINESTRING (423827 4493000, 423815 4492360)"
22338,22282,0.22806495729004464,22338_22282,1406,0,0,37,"LINESTRING (412891 4503949, 412886 4503582)"
22340,22405,0.2751586940988192,22340_22405,1871,0,1,38,"LINESTRING (423839 4493012, 423812 4493454)"
22342,22406,0.27636211724473847,22342_22406,1871,0,5,34,"LINESTRING (423849 4493012, 423823 4493456)"
22343,22410,0.26494097711270265,22343_22410,1375,0,0,37,"LINESTRING (412912 4503949, 412930 4504375)"
22344,22152,0.8743429815216709,22344_22152,1886,0,0,34,"LINESTRING (423831 4493030, 423813 4491623)"
22344,22402,0.26391961228472416,22344_22402,1871,0,0,34,"LINESTRING (423831 4493030, 423806 4493454)"
22353,22280,0.2020608218146825,22353_22280,906,0,2,35,"LINESTRING (402943 4513961, 402655 4513810)"
22356,22537,0.8147677594492541,22356_22537,907,0,2,35,"LINESTRING (402974 4513945, 404285 4513920)"
22369,22333,0.18709901628200998,22369_22333,1871,0,0,31,"LINESTRING (423749.62 4493307.168, 423800.2604 4493010.351)"
22391,22412,0.08905943675753515,22391_22412,1872,0,2,31,"LINESTRING (423869.24937 4493331.90969, 423858.87391 4493474.86057)"
