Z,X,Y,ACRES,DEVACRES,SQMILE,CBD,PRKCSTPERM,PRKCSTTEMP,POP5,EMP5,DEVACRE5,URBANVAL,ATYPE,TERMTIME
1786,423296.00000,4497456.00000,129.40,129.40,0.20218,0,0.00,0.00,5109,8818,925,25.26,4,2
1787,425044.00000,4497580.00000,201.17,201.17,0.31434,0,0.00,0.00,11007,7820,1189,22.87,4,2
1788,425709.00000,4497654.00000,139.58,139.58,0.21809,0,0.00,0.00,10875,6744,1154,21.52,4,2
1789,422589.00000,4497659.00000,138.68,138.68,0.21668,0,0.00,0.00,3890,9418,928,25.20,4,2
1790,422333.00000,4496998.00000,75.46,73.20,0.11791,0,0.00,0.00,8656,9547,1023,27.77,4,2
1791,423778.00000,4497586.00000,75.93,75.93,0.11864,0,0.00,0.00,7227,8292,1113,21.92,4,2
1792,424293.00000,4497480.00000,113.80,113.80,0.17782,0,0.00,0.00,8383,9170,1225,22.35,4,2
1793,426038.00000,4497386.00000,77.47,77.47,0.12105,0,0.00,0.00,10875,6744,1154,21.52,4,2
1794,426495.00000,4497590.00000,118.87,118.87,0.18574,0,0.00,0.00,7494,8369,811,30.60,4,2
1795,427208.00000,4497052.00000,94.41,94.41,0.14752,0,0.00,0.00,6875,11286,813,37.17,4,2
1796,426915.00000,4497670.00000,74.57,74.57,0.11652,0,0.00,0.00,6483,11549,921,32.98,4,2
1797,422317.00000,4496219.00000,76.81,75.28,0.12002,0,0.00,0.00,7561,8316,1040,23.81,4,2
1798,422757.00000,4496871.00000,50.12,50.12,0.07831,0,0.00,0.00,8624,11244,1140,27.97,4,2
1799,422709.00000,4496346.00000,63.51,63.51,0.09924,0,0.00,0.00,9213,8841,1060,25.96,4,2
1800,423190.00000,4496546.00000,138.35,138.35,0.21617,0,0.00,0.00,7136,9268,878,29.99,4,2
1801,423704.00000,4496439.00000,191.47,191.47,0.29917,0,0.00,0.00,6387,7129,937,22.56,4,2
1802,424344.00000,4496502.00000,138.51,138.51,0.21641,0,0.00,0.00,10533,6312,1139,20.71,4,2
1803,425132.00000,4496746.00000,143.56,143.56,0.22432,0,0.00,0.00,10949,6199,1152,20.64,4,2
1804,425893.00000,4496674.00000,100.12,100.12,0.15643,0,0.00,0.00,9517,3058,1008,15.72,4,2
1805,426465.00000,4496850.00000,100.05,100.05,0.15633,0,0.00,0.00,8413,6321,916,23.46,4,2
1806,426716.00000,4496222.00000,153.37,153.37,0.23964,0,0.00,0.00,9562,6425,1072,21.32,4,2
1807,427242.00000,4496220.00000,100.00,100.00,0.15625,0,0.00,0.00,9781,10832,1143,28.17,4,2
1808,422428.00000,4495054.00000,182.95,171.97,0.28586,0,0.00,0.00,8288,5136,1367,13.84,3,1
1809,422779.00000,4495325.00000,131.72,131.72,0.20581,0,0.00,0.00,8994,1040,1109,10.05,3,1
1810,423203.00000,4495672.00000,56.02,56.02,0.08752,0,0.00,0.00,8765,2761,1094,13.23,3,1
1811,423739.00000,4495679.00000,100.33,100.33,0.15677,0,0.00,0.00,9380,3477,1014,16.34,4,2
1812,424359.00000,4495652.00000,69.41,69.41,0.10846,0,0.00,0.00,8417,3309,896,17.04,4,2
1813,425148.00000,4495585.00000,103.35,103.35,0.16148,0,0.00,0.00,7664,1950,777,15.06,4,2
1814,425114.63400,4496152.74300,140.54,140.54,0.21959,0,0.00,0.00,9059,3177,914,17.11,4,2
1815,423252.00000,4495016.00000,95.25,95.25,0.14883,0,0.00,0.00,7132,5115,1091,16.25,4,2
1816,423887.00000,4494904.00000,145.63,145.63,0.22755,0,0.00,0.00,7233,1955,711,15.87,4,2
1817,424365.00000,4495061.00000,86.02,86.02,0.13441,0,0.00,0.00,7400,1783,704,15.76,4,2
1818,424847.85060,4494987.91400,47.43,47.43,0.07410,0,0.00,0.00,8346,1580,727,15.99,4,2
1819,425279.00000,4495204.00000,64.72,64.72,0.10113,0,0.00,0.00,8660,1660,766,15.78,4,2
1820,423984.00000,4494359.00000,51.04,51.04,0.07975,0,0.00,0.00,8963,6277,929,23.62,4,2
1821,424402.00000,4494363.00000,59.79,59.79,0.09342,0,0.00,0.00,8827,2624,699,20.41,4,2
1822,428157.00000,4497851.00000,118.16,118.16,0.18463,0,0.00,0.00,8684,9844,1160,25.04,4,2
1823,429001.00000,4497856.00000,170.17,170.17,0.26589,0,0.00,0.00,10910,5688,1437,15.78,4,2
1824,429807.00000,4497870.00000,214.50,214.50,0.33516,0,0.00,0.00,12594,4700,1772,12.60,3,1
1825,430924.00000,4497856.00000,364.58,357.28,0.56965,0,0.00,0.00,9987,14998,1622,25.30,4,2
1826,431497.00000,4498417.00000,81.87,78.59,0.12792,0,0.00,0.00,7758,13673,2057,17.53,4,2
1827,432287.00000,4497503.00000,221.79,208.48,0.34654,0,0.00,0.00,10106,14144,2110,18.67,4,2
1828,432906.00000,4497490.00000,333.10,203.19,0.52047,0,0.00,0.00,10106,14144,2110,18.67,4,2
1829,427445.00000,4497840.00000,76.76,76.76,0.11994,0,0.00,0.00,7109,10885,1030,28.78,4,2
1830,427511.00000,4497419.00000,29.12,29.12,0.04550,0,0.00,0.00,7760,10667,856,34.88,4,2
1831,428309.00000,4496957.00000,177.36,177.36,0.27712,0,0.00,0.00,7494,11065,1070,28.40,4,2
1832,427902.00000,4497297.00000,66.32,66.32,0.10363,0,0.00,0.00,8387,9763,1000,28.59,4,2
1833,429071.00000,4496840.00000,169.68,169.68,0.26512,0,0.00,0.00,10580,5921,1512,15.10,4,2
1834,429846.00000,4496822.00000,220.57,220.57,0.34464,0,0.00,0.00,13036,4820,1813,12.70,3,1
1835,430604.00000,4496756.00000,254.60,254.60,0.39781,0,0.00,0.00,14537,3153,1860,11.32,3,1
1836,431540.00000,4496903.00000,236.20,236.20,0.36906,0,0.00,0.00,11264,14950,1971,21.41,4,2
1837,428049.00000,4496279.00000,195.78,195.78,0.30591,0,0.00,0.00,8634,8438,1256,20.78,4,2
1838,428971.79580,4495796.38000,180.87,180.87,0.28260,0,0.00,0.00,9021,3750,1410,11.90,3,1
1839,429254.00000,4496124.00000,119.18,116.80,0.18623,0,0.00,0.00,11869,2970,1608,11.20,3,1
1840,430082.81710,4495893.77500,143.91,128.08,0.22485,0,0.00,0.00,10550,3537,1599,11.18,3,1
1841,432421.00000,4496360.00000,414.82,406.52,0.64816,0,0.00,0.00,13460,2331,2305,7.93,3,1
1842,432867.00000,4494641.00000,393.81,362.31,0.61533,0,0.00,0.00,13749,1309,2537,6.49,3,1
1843,430093.00000,4495263.00000,198.30,196.32,0.30984,0,0.00,0.00,10436,1764,1786,7.89,3,1
1844,431048.00000,4495419.00000,161.68,160.07,0.25263,0,0.00,0.00,14559,3033,2130,9.78,3,1
1845,431348.00000,4496049.00000,172.04,172.04,0.26882,0,0.00,0.00,15463,3240,2076,10.68,3,1
1846,432258.00000,4495103.00000,314.32,301.75,0.49113,0,0.00,0.00,15734,1324,2581,7.16,3,1
1847,432505.66120,4493582.60400,351.71,313.03,0.54955,0,0.00,0.00,10669,935,2311,5.45,3,1
1848,432961.52160,4492222.62800,418.11,192.33,0.65330,0,0.00,0.00,7103,890,2040,4.39,2,1
1849,427691.23550,4496074.13500,49.27,49.27,0.07699,0,0.00,0.00,12396,10166,1383,24.18,4,2
1850,426030.00000,4496086.00000,97.45,97.45,0.15227,0,0.00,0.00,10213,3156,1033,16.21,4,2
1851,425934.00000,4495579.00000,56.15,56.15,0.08773,0,0.00,0.00,12063,2260,1176,14.23,3,1
1852,426613.00000,4494973.00000,321.62,321.62,0.50253,0,0.00,0.00,15824,4707,1483,17.24,4,2
1853,427421.00000,4494972.00000,323.78,323.78,0.50591,0,0.00,0.00,15348,5734,1762,15.44,4,2
1854,428556.00000,4495228.00000,222.45,222.45,0.34758,0,0.00,0.00,12339,4686,1654,13.33,3,1
1855,425204.00000,4494578.00000,70.74,70.74,0.11052,0,0.00,0.00,6878,1724,697,14.99,3,1
1856,425817.28880,4494954.09600,138.68,138.68,0.21669,0,0.00,0.00,11071,1613,1002,14.38,3,1
1857,428431.00000,4494525.00000,258.97,258.97,0.40464,0,0.00,0.00,13479,3759,1686,12.61,3,1
1858,429242.00000,4494703.00000,151.08,151.08,0.23606,0,0.00,0.00,10818,1622,1666,8.51,3,1
1859,430048.00000,4494307.00000,273.30,270.57,0.42703,0,0.00,0.00,15815,2777,2223,9.70,3,1
1860,431205.00000,4494308.00000,418.61,410.24,0.65408,0,0.00,0.00,16816,3112,2766,8.41,3,1
1861,423214.00000,4493900.00000,255.17,252.62,0.39871,0,0.00,0.00,8706,8120,1217,20.96,4,2
1862,423923.00000,4493831.00000,86.52,86.52,0.13519,0,0.00,0.00,6070,8495,951,24.86,4,2
1863,424397.00000,4493754.00000,73.09,73.09,0.11421,0,0.00,0.00,6872,5652,704,26.39,4,2
1864,424840.00000,4494418.00000,79.45,79.45,0.12415,0,0.00,0.00,7399,1851,584,19.24,4,2
1865,425723.35100,4494352.89400,119.90,119.90,0.18734,0,0.00,0.00,9711,2444,854,17.29,4,2
1866,426488.00000,4493839.00000,135.27,135.27,0.21135,0,0.00,0.00,14047,6757,1511,18.55,4,2
1867,427351.00000,4493872.00000,136.98,136.98,0.21403,0,0.00,0.00,17449,7859,1838,18.35,4,2
1868,428209.00000,4493732.00000,154.96,154.96,0.24212,0,0.00,0.00,13942,5661,1691,15.17,4,2
1869,428877.00000,4493679.00000,114.35,114.35,0.17866,0,0.00,0.00,16232,4091,1952,12.66,3,1
1870,422861.00000,4492924.00000,203.49,203.49,0.31795,0,0.00,0.00,6607,12287,1575,20.35,4,2
1871,423680.00000,4492972.00000,57.55,57.55,0.08992,0,0.00,0.00,5848,15226,1280,29.19,4,2
1872,424270.00000,4493000.00000,155.42,155.42,0.24284,0,0.00,0.00,4453,9455,817,29.39,4,2
1873,424783.00000,4493077.00000,82.25,82.25,0.12851,0,0.00,0.00,5225,8784,885,26.45,4,2
1874,424883.15360,4493751.55100,69.68,69.68,0.10888,0,0.00,0.00,6848,3676,688,21.03,4,2
1875,425188.00000,4493037.00000,76.77,76.77,0.11995,0,0.00,0.00,5118,6932,910,21.40,4,2
1876,425140.93660,4493714.11700,46.40,46.40,0.07250,0,0.00,0.00,7548,3363,748,19.41,4,2
1877,425697.00000,4493732.00000,129.36,129.36,0.20213,0,0.00,0.00,10188,3074,893,18.54,4,2
1878,425729.00000,4492998.00000,165.37,165.37,0.25840,0,0.00,0.00,7516,6177,956,21.23,4,2
1879,426509.00000,4492976.00000,150.12,150.12,0.23456,0,0.00,0.00,11809,9813,1430,22.47,4,2
1880,427317.00000,4493050.00000,215.97,213.81,0.33745,0,0.00,0.00,11495,9307,1417,21.71,4,2
1881,428164.00000,4493020.00000,142.18,142.18,0.22215,0,0.00,0.00,10571,6381,1406,16.91,4,2
1882,429099.00000,4492895.00000,195.00,195.00,0.30469,0,0.00,0.00,15672,5566,1890,14.39,3,1
1883,430244.00000,4493087.00000,532.93,532.93,0.83271,0,0.00,0.00,16032,2986,2448,9.07,3,1
1884,431470.00000,4493093.00000,228.29,219.16,0.35671,0,0.00,0.00,13906,2616,2568,7.52,3,1
1885,422827.00000,4492281.00000,261.47,251.01,0.40854,0,0.00,0.00,7581,10465,1449,20.18,4,2
1886,423615.00000,4492046.00000,99.91,99.91,0.15611,0,0.00,0.00,5118,19931,1163,39.88,4,2
1887,424283.00000,4492346.00000,100.64,100.64,0.15726,0,0.00,0.00,2988,15790,888,40.15,4,2
1888,424803.00000,4492140.00000,115.47,115.47,0.18042,0,0.00,0.00,6390,12468,938,34.34,4,2
1889,425201.00000,4492221.00000,69.08,69.08,0.10794,0,0.00,0.00,6328,13247,1022,33.01,4,2
1890,425720.00000,4492214.00000,167.28,167.28,0.26137,0,0.00,0.00,7509,6879,1077,20.19,4,2
1891,426598.85140,4492057.05400,166.60,166.60,0.26031,0,0.00,0.00,10220,9042,1368,21.15,4,2
1892,427372.00000,4492168.00000,165.00,165.00,0.25781,0,0.00,0.00,9189,9017,1267,21.98,4,2
1893,428153.00000,4492147.00000,151.93,151.93,0.23739,0,0.00,0.00,11506,6811,1477,17.34,4,2
1894,428888.00000,4492147.00000,131.75,131.75,0.20586,0,0.00,0.00,13487,4934,1592,14.88,3,1
1895,429724.00000,4492080.00000,195.85,195.85,0.30601,0,0.00,0.00,17946,4085,2430,10.86,3,1
1896,431531.00000,4492395.00000,243.60,219.24,0.38062,0,0.00,0.00,11580,1884,2434,6.36,3,1
1897,424238.00000,4491747.00000,131.34,131.34,0.20522,0,0.00,0.00,4867,17409,867,47.17,4,2
1898,424868.00000,4491176.00000,80.60,80.60,0.12593,0,0.00,0.00,7189,13475,1099,31.93,4,2
1899,425584.00000,4491538.00000,121.57,114.28,0.18996,0,0.00,0.00,8738,5721,1147,17.94,4,2
1900,426422.24830,4491463.36700,59.26,52.15,0.09259,0,0.00,0.00,10595,5028,1333,15.76,4,2
1901,427346.00000,4491359.00000,173.70,173.70,0.27140,0,0.00,0.00,8717,5152,1097,17.67,4,2
1902,427902.00000,4491353.00000,51.54,51.54,0.08053,0,0.00,0.00,9576,4643,1212,15.83,4,2
1903,428540.00000,4491255.00000,251.62,251.62,0.39316,0,0.00,0.00,11349,3433,1405,13.13,3,1
1904,429674.00000,4491145.00000,307.48,307.48,0.48044,0,0.00,0.00,12072,3048,1941,9.47,3,1
1905,430653.00000,4491697.00000,291.13,291.13,0.45490,0,0.00,0.00,14581,2167,2383,8.00,3,1
1906,432032.00000,4491646.00000,119.02,119.02,0.18598,0,0.00,0.00,6590,746,2099,3.88,2,1
1907,433140.68080,4491741.42300,252.70,174.36,0.39484,0,0.00,0.00,7103,890,2040,4.39,2,1
1908,424180.00000,4491071.00000,106.67,106.67,0.16668,0,0.00,0.00,6121,18572,931,47.86,4,2
1909,424916.00000,4490537.00000,149.29,149.29,0.23326,0,0.00,0.00,6755,10181,1206,23.07,4,2
1910,425695.00000,4490728.00000,242.16,232.47,0.37837,0,0.00,0.00,10908,4119,1299,14.96,3,1
1911,426824.00000,4490527.00000,212.57,195.56,0.33214,0,0.00,0.00,10816,2549,1248,12.90,3,1
1912,427453.00000,4490734.00000,86.28,65.57,0.13481,0,0.00,0.00,10249,2020,1315,10.97,3,1
1913,427328.00000,4490414.00000,98.14,74.59,0.15335,0,0.00,0.00,9383,2383,1225,11.68,3,1
1914,428426.00000,4490527.00000,152.19,146.10,0.23780,0,0.00,0.00,7124,1977,1191,9.42,3,1
1915,430711.00000,4490790.00000,400.36,372.34,0.62557,0,0.00,0.00,11273,1073,2341,5.76,3,1
1916,431791.73380,4490200.84300,315.80,300.01,0.49343,0,0.00,0.00,7137,636,2398,3.53,2,1
1917,432378.00000,4490399.00000,335.62,211.44,0.52441,0,0.00,0.00,5812,240,2299,2.74,2,1
1918,424247.00000,4490495.00000,99.67,99.67,0.15573,0,0.00,0.00,7098,13948,1053,34.15,4,3
1919,424359.37390,4489780.00100,109.73,109.73,0.17145,0,0.00,0.00,5907,14456,1230,29.14,4,2
1920,425027.00000,4489750.00000,178.68,178.68,0.27918,0,0.00,0.00,7228,9457,1296,20.68,4,2
1921,425806.00000,4489711.00000,135.08,135.08,0.21105,0,0.00,0.00,12289,5562,1527,15.59,4,2
1922,426473.00000,4489679.00000,161.28,161.28,0.25200,0,0.00,0.00,11738,3247,1389,13.29,3,1
1923,427352.00000,4489735.00000,157.20,157.20,0.24563,0,0.00,0.00,11108,1875,1330,11.27,3,1
1924,428079.31140,4489847.63600,201.62,199.60,0.31503,0,0.00,0.00,7921,2214,1303,9.59,3,1
1925,428857.11650,4489791.27400,123.93,118.97,0.19364,0,0.00,0.00,8740,1748,1506,8.20,3,1
1926,429605.00000,4490354.00000,144.31,125.55,0.22549,0,0.00,0.00,11819,1356,2164,6.76,3,1
1927,430558.00000,4489568.00000,435.42,418.00,0.68034,0,0.00,0.00,7728,1094,2345,4.26,2,1
1928,424364.00000,4488996.00000,75.81,75.81,0.11846,0,0.00,0.00,7606,11465,1383,22.66,4,2
1929,425009.00000,4488967.00000,197.81,197.81,0.30908,0,0.00,0.00,6283,10212,1306,20.99,4,2
1930,425812.00000,4488930.00000,117.70,117.70,0.18390,0,0.00,0.00,9514,4958,1223,16.17,4,2
1931,426569.00000,4488900.00000,158.96,158.96,0.24837,0,0.00,0.00,9310,3428,1160,14.14,3,1
1932,427315.00000,4488908.00000,156.54,156.54,0.24460,0,0.00,0.00,13966,1907,1709,10.48,3,1
1933,428142.00000,4488900.00000,160.68,160.68,0.25107,0,0.00,0.00,11972,1738,1758,8.86,3,1
1934,429086.32480,4489043.52900,224.10,224.10,0.35016,0,0.00,0.00,9152,1199,1933,6.02,3,1
1935,431152.00000,4488882.00000,358.21,351.05,0.55971,0,0.00,0.00,8438,494,2500,3.78,2,1
1936,431642.00000,4488439.00000,193.41,160.53,0.30221,0,0.00,0.00,8004,463,2482,3.61,2,1
1937,426551.00000,4488328.00000,96.84,96.84,0.15132,0,0.00,0.00,11858,3179,1369,13.47,3,1
1938,427327.00000,4487682.00000,319.74,319.74,0.49960,0,0.00,0.00,9780,4643,1346,14.41,3,1
1939,428079.00000,4487779.00000,298.28,298.28,0.46607,0,0.00,0.00,10397,2687,1634,9.77,3,1
1940,429000.00000,4488296.00000,122.45,122.45,0.19134,0,0.00,0.00,9512,1163,1819,6.55,3,1
1941,430254.00000,4488292.00000,277.25,274.48,0.43321,0,0.00,0.00,8603,349,2234,4.17,2,1
1942,428966.00000,4487488.00000,289.43,289.43,0.45224,0,0.00,0.00,7946,791,1621,5.91,3,1
1943,430239.00000,4487599.00000,190.38,188.48,0.29747,0,0.00,0.00,7058,349,1958,3.97,2,1
1944,414571.00000,4492217.00000,115.40,115.40,0.18031,0,0.00,0.00,11111,1222,1890,7.22,3,1
1945,415622.00000,4492298.00000,343.60,340.17,0.53688,0,0.00,0.00,12931,611,1670,8.50,3,1
1946,416906.00000,4492228.00000,153.94,153.94,0.24053,0,0.00,0.00,9776,1934,1681,8.20,3,1
1947,417718.00000,4492198.00000,167.37,165.70,0.26152,0,0.00,0.00,8829,1769,1616,7.73,3,1
1948,418506.00000,4492220.00000,159.38,159.38,0.24904,0,0.00,0.00,8525,1685,1719,6.99,3,1
1949,419333.00000,4492206.00000,169.50,169.50,0.26484,0,0.00,0.00,10603,1483,1585,8.62,3,1
1950,420142.00000,4492227.00000,160.17,160.17,0.25026,0,0.00,0.00,11199,6454,1586,15.49,4,2
1951,420920.00000,4492206.00000,163.34,163.34,0.25522,0,0.00,0.00,11377,8313,1667,17.14,4,2
1952,421732.00000,4492171.00000,221.80,210.71,0.34656,0,0.00,0.00,10333,11570,1719,19.94,4,2
1953,414511.00000,4491473.00000,163.39,163.39,0.25529,0,0.00,0.00,12439,1403,1917,8.00,3,1
1954,415693.00000,4491493.00000,296.89,296.89,0.46388,0,0.00,0.00,10898,419,1410,8.35,3,1
1955,416858.00000,4491411.00000,153.69,153.69,0.24015,0,0.00,0.00,10752,1589,1364,10.30,3,1
1956,417685.00000,4491249.00000,258.79,258.79,0.40436,0,0.00,0.00,10291,2433,1565,9.79,3,1
1957,418502.00000,4491201.00000,241.24,241.24,0.37694,0,0.00,0.00,10259,1938,1987,7.18,3,1
1958,419362.00000,4491211.00000,242.62,242.62,0.37909,0,0.00,0.00,9005,5205,1645,12.02,3,1
1959,420041.49320,4491432.67800,138.75,138.75,0.21680,0,0.00,0.00,8947,5205,1649,11.96,3,1
1960,420942.00000,4491207.00000,236.94,236.94,0.37022,0,0.00,0.00,8877,6692,1694,13.42,3,1
1961,421775.00000,4491121.00000,244.25,244.25,0.38164,0,0.00,0.00,10282,17361,1966,23.50,4,2
1962,422603.00000,4490883.00000,284.39,278.70,0.44436,0,0.00,0.00,8714,19233,1684,28.82,4,2
1963,423131.00000,4491616.00000,79.09,56.94,0.12357,0,0.00,0.00,6815,19163,1335,34.82,4,2
1964,410980.43170,4490445.47200,513.78,513.78,0.80278,0,0.00,0.00,1677,1506,2701,1.78,2,1
1965,412159.00000,4490620.00000,162.27,162.27,0.25354,0,0.00,0.00,2980,2851,2216,4.01,2,1
1966,412919.00000,4490365.00000,232.71,232.71,0.36361,0,0.00,0.00,5359,343,1753,3.46,2,1
1967,413790.32820,4490594.13800,312.53,312.53,0.48833,0,0.00,0.00,6692,343,1608,4.60,2,1
1968,415513.98910,4490841.84400,132.15,132.15,0.20649,0,0.00,0.00,12734,480,1367,10.04,3,1
1969,416178.00000,4490841.00000,69.30,69.30,0.10828,0,0.00,0.00,13906,760,1243,12.45,3,1
1970,416720.16770,4490824.89000,85.61,85.61,0.13376,0,0.00,0.00,13992,1495,1351,12.65,3,1
1971,420139.00000,4490803.00000,102.36,102.36,0.15993,0,0.00,0.00,10362,7261,1860,13.65,3,1
1972,423262.00000,4490904.00000,161.85,100.35,0.25290,0,0.00,0.00,6507,19757,1102,43.02,4,2
1973,423648.00000,4490883.00000,106.43,106.43,0.16629,0,0.00,0.00,6040,18350,1061,41.51,4,2
1974,411909.49050,4489574.66900,322.93,322.93,0.50457,0,0.00,0.00,2673,154,1997,1.50,2,1
1975,413952.00000,4489713.00000,214.14,214.14,0.33459,0,0.00,0.00,11603,3909,1746,11.28,3,1
1976,414578.00000,4490225.00000,132.79,132.79,0.20749,0,0.00,0.00,16385,3609,1782,13.39,3,1
1977,415166.00000,4489673.00000,259.37,259.37,0.40526,0,0.00,0.00,18477,3413,1460,17.50,4,2
1978,415775.00000,4490045.00000,174.62,174.62,0.27284,0,0.00,0.00,15449,688,1316,12.82,3,1
1979,416346.00000,4490316.00000,52.96,52.96,0.08275,0,0.00,0.00,13220,868,1163,12.91,3,1
1980,416891.33130,4490174.00200,126.82,126.82,0.19816,0,0.00,0.00,14484,2385,1194,16.26,4,2
1981,417744.14850,4490028.50600,220.30,220.30,0.34421,0,0.00,0.00,14515,2954,1778,11.60,3,1
1982,418504.00000,4489740.00000,390.44,390.44,0.61006,0,0.00,0.00,11961,1932,2056,7.76,3,1
1983,419294.00000,4489608.00000,402.18,402.18,0.62841,0,0.00,0.00,9193,4357,2061,8.84,3,1
1984,420132.00000,4490139.00000,194.38,194.38,0.30372,0,0.00,0.00,9165,7520,1927,12.84,3,1
1985,420703.00000,4489621.00000,219.01,219.01,0.34220,0,0.00,0.00,8122,10763,2031,14.97,3,1
1986,421088.00000,4489344.00000,182.88,182.88,0.28574,0,0.00,0.00,7273,10373,1869,15.38,4,2
1987,421989.00000,4489836.00000,432.86,424.20,0.67634,0,0.00,0.00,9934,12971,2034,18.08,4,2
1988,423358.00000,4489617.00000,174.02,121.81,0.27190,0,0.00,0.00,5164,18685,1408,31.14,4,2
1989,423798.00000,4489278.00000,190.19,190.19,0.29717,0,0.00,0.00,6296,11431,1278,23.44,4,2
1990,409797.00000,4488430.00000,117.48,117.48,0.18357,0,0.00,0.00,0,17,2829,0.01,1,1
1991,410441.00000,4489664.00000,107.41,107.41,0.16784,0,0.00,0.00,343,198,2679,0.28,1,1
1992,410467.20790,4488628.74200,296.64,296.64,0.46351,0,0.00,0.00,2330,17,2081,1.14,2,1
1993,411281.00500,4489520.23800,161.54,161.54,0.25241,0,0.00,0.00,2673,150,2011,1.48,2,1
1994,412686.00000,4489022.00000,118.42,118.42,0.18503,0,0.00,0.00,6651,1140,1629,5.53,3,1
1995,413258.15600,4489257.70600,138.72,138.72,0.21675,0,0.00,0.00,7317,4223,1586,10.13,3,1
1996,414462.54560,4489045.63700,211.00,211.00,0.32969,0,0.00,0.00,13429,4038,1367,15.93,4,2
1997,416090.00000,4489234.00000,217.32,217.32,0.33957,0,0.00,0.00,16508,1849,1355,15.01,4,2
1998,416761.00000,4489542.00000,150.92,150.92,0.23581,0,0.00,0.00,15260,2438,1332,15.24,4,2
1999,417019.00000,4488960.00000,96.53,96.53,0.15083,0,0.00,0.00,14078,4634,1392,17.00,4,2
2000,417718.00000,4489096.00000,207.20,207.20,0.32375,0,0.00,0.00,14680,4062,1647,14.02,3,1
2001,420084.00000,4489125.00000,207.62,207.62,0.32440,0,0.00,0.00,7254,3839,1625,9.35,3,1
2002,421840.00000,4488919.00000,206.21,204.14,0.32220,0,0.00,0.00,7497,9828,2077,13.40,3,1
2003,422948.00000,4488922.00000,183.19,179.53,0.28624,0,0.00,0.00,7926,11819,2018,16.05,4,2
2004,411165.00000,4488152.00000,99.30,99.30,0.15515,0,0.00,0.00,2673,17,1877,1.44,2,1
2005,411123.00000,4488735.00000,93.28,93.28,0.14575,0,0.00,0.00,2673,17,1699,1.59,2,1
2006,411921.38200,4488283.64200,253.49,253.49,0.39608,0,0.00,0.00,4272,0,1744,2.45,2,1
2007,412896.00000,4488252.00000,162.83,162.83,0.25441,0,0.00,0.00,8305,2262,1157,11.22,3,1
2008,413445.00000,4488237.00000,58.82,58.82,0.09190,0,0.00,0.00,9683,5085,1037,19.49,4,2
2009,413774.32300,4488569.48300,126.45,126.45,0.19758,0,0.00,0.00,11247,4375,1105,18.38,4,2
2010,414758.00000,4488516.00000,65.46,65.46,0.10229,0,0.00,0.00,12370,4703,1159,19.07,4,2
2011,415045.00000,4488141.00000,144.17,144.17,0.22527,0,0.00,0.00,14360,4158,1498,15.33,4,2
2012,415786.16670,4488440.43900,166.62,166.62,0.26035,0,0.00,0.00,14906,4346,1454,16.43,4,2
2013,416355.37960,4488185.56800,110.02,110.02,0.17190,0,0.00,0.00,13089,5011,1548,15.16,4,2
2014,416955.00000,4488208.00000,129.98,129.98,0.20310,0,0.00,0.00,11802,4815,1613,13.49,3,1
2015,417635.00000,4488215.00000,133.21,133.21,0.20814,0,0.00,0.00,13306,4549,1762,12.90,3,1
2016,418426.00000,4488185.00000,191.28,191.28,0.29887,0,0.00,0.00,10371,3002,1696,9.78,3,1
2017,419301.00000,4488391.00000,82.01,82.01,0.12814,0,0.00,0.00,10974,2470,2160,7.45,3,1
2018,420104.00000,4488180.00000,162.83,162.83,0.25442,0,0.00,0.00,10017,2882,1843,8.67,3,1
2019,420895.00000,4488342.00000,94.08,94.08,0.14699,0,0.00,0.00,10473,3426,1978,8.88,3,1
2020,421768.00000,4488205.00000,181.31,179.50,0.28330,0,0.00,0.00,9798,1326,2161,5.80,3,1
2021,414199.00000,4488024.00000,75.27,75.27,0.11761,0,0.00,0.00,11728,4629,1235,17.26,4,2
2022,411096.98050,4487336.48100,247.12,247.12,0.38613,0,0.00,0.00,4122,375,2086,2.35,2,1
2023,412087.00000,4487240.00000,288.30,285.42,0.45047,0,0.00,0.00,8605,1122,1821,6.00,3,1
2024,412745.96020,4487086.04000,153.06,153.06,0.23915,0,0.00,0.00,14158,1553,1696,10.25,3,1
2025,413108.00000,4487466.00000,93.40,93.40,0.14593,0,0.00,0.00,11783,2341,1239,13.42,3,1
2026,413702.00000,4487752.00000,51.94,51.94,0.08115,0,0.00,0.00,11785,2342,1111,14.97,3,1
2027,414337.60130,4487055.69000,157.57,157.57,0.24620,0,0.00,0.00,17409,993,1501,12.97,3,1
2028,414885.00000,4487136.00000,344.14,344.14,0.53771,0,0.00,0.00,16405,1311,1610,11.87,3,1
2029,413732.00000,4486860.00000,231.82,231.82,0.36222,0,0.00,0.00,16754,1578,1379,14.52,3,1
2030,412105.00000,4486035.00000,286.85,286.85,0.44820,0,0.00,0.00,5872,1526,2197,4.11,2,1
2031,412842.00000,4485856.00000,240.05,240.05,0.37507,0,0.00,0.00,14478,2488,1673,11.73,3,1
2032,413581.00000,4486108.00000,190.29,190.29,0.29733,0,0.00,0.00,16349,1748,1447,13.80,3,1
2033,414240.18770,4485626.03500,82.70,82.70,0.12922,0,0.00,0.00,18137,2255,1382,16.50,4,2
2034,409344.00000,4485250.00000,113.30,108.77,0.17703,0,0.00,0.00,5741,74,5491,1.07,2,1
