Z,X,Y,ACRES,DEVACRES,SQMILE,CBD,PRKCSTPERM,PRKCSTTEMP,POP5,EMP5,DEVACRE5,URBANVAL,ATYPE,TERMTIME
883,423250.00000,4522189.00000,150.85,150.85,0.23571,0,0.00,0.00,6402,6373,1274,15.38,4,2
884,423720.00000,4521975.00000,109.49,109.49,0.17108,0,0.00,0.00,10279,3022,1300,12.72,3,1
885,424106.33320,4522573.02000,73.03,73.03,0.11411,0,0.00,0.00,9764,3630,1183,14.60,3,1
886,424421.00000,4521849.00000,179.46,179.46,0.28041,0,0.00,0.00,11531,1186,1350,10.36,3,1
887,425170.00000,4521767.00000,186.56,186.56,0.29150,0,0.00,0.00,12051,754,2030,6.70,3,1
888,420259.00000,4521491.00000,191.51,168.53,0.29924,0,0.00,0.00,4312,8216,4038,5.28,3,1
889,420945.43550,4521170.36400,153.34,153.34,0.23960,0,0.00,0.00,4312,9272,3540,6.64,3,1
890,421935.00000,4521174.00000,334.85,334.85,0.52320,0,0.00,0.00,8885,8931,2455,11.15,3,1
891,423025.00000,4521322.00000,78.22,78.22,0.12222,0,0.00,0.00,9439,4806,1817,10.67,3,1
892,424212.00000,4521027.00000,345.96,325.21,0.54057,0,0.00,0.00,12025,991,1657,8.49,3,1
893,421764.00000,4520331.00000,677.59,664.04,1.05873,0,0.00,0.00,3259,4654,2311,5.58,3,1
894,423210.00000,4520383.00000,390.83,281.40,0.61068,0,0.00,0.00,10281,2217,2397,6.20,3,1
895,424257.00000,4519922.00000,333.02,273.07,0.52034,0,0.00,0.00,10769,1057,2519,5.14,3,1
896,425605.00000,4520140.00000,829.32,555.64,1.29581,0,0.00,0.00,13065,393,3013,4.61,2,1
897,420609.75220,4519977.72700,123.23,120.77,0.19255,0,0.00,0.00,867,3342,3874,2.01,2,1
898,400391.45320,4552317.41500,139711.67,0.00,218.29948,0,0.00,0.00,2222,12,3900,0.58,1,1
899,409922.99600,4539775.99500,92158.11,0.00,143.99704,0,0.00,0.00,4879,596,2419,2.53,2,1
900,397503.03060,4537883.96800,28454.37,0.00,44.45996,0,0.00,0.00,2819,383,2446,1.48,2,1
901,421652.00000,4531643.00000,3913.13,2113.09,6.11427,0,0.00,0.00,1666,2585,4985,1.41,2,1
902,419818.00000,4527651.00000,2150.91,1785.26,3.36080,0,0.00,0.00,1702,793,4783,0.70,1,1
903,426528.00000,4547898.00000,13644.97,0.00,21.32026,0,0.00,0.00,14593,1359,3611,4.82,2,1
904,429195.00000,4537113.00000,15306.40,0.00,23.91624,0,0.00,0.00,7822,6111,1785,11.47,3,1
905,433028.17970,4527035.85800,17846.59,0.00,27.88530,0,0.00,0.00,8833,597,2321,4.34,2,1
906,415722.62570,4524761.38400,51609.64,0.00,80.64006,0,0.00,0.00,4705,1481,6535,1.19,2,1
907,404974.00000,4510947.00000,10285.91,0.00,16.07173,0,0.00,0.00,4416,2533,6032,1.60,2,1
908,399413.00000,4509957.00000,1150.21,1069.70,1.79720,0,0.00,0.00,0,1779,4066,0.91,1,1
909,399035.00000,4508605.00000,617.12,586.27,0.96426,0,0.00,0.00,0,1097,4066,0.56,1,1
910,400307.00000,4508365.00000,432.27,0.00,0.67542,0,0.00,0.00,0,1097,4066,0.56,1,1
911,402359.00000,4508052.00000,758.54,576.49,1.18522,0,0.00,0.00,0,1779,4066,0.91,1,1
912,399283.00000,4505783.00000,936.25,0.00,1.46289,0,0.00,0.00,0,1097,2760,0.82,1,1
913,399311.00000,4507289.00000,347.40,239.71,0.54282,0,0.00,0.00,0,1097,4066,0.56,1,1
914,404137.00000,4506893.00000,2040.21,1305.73,3.18782,0,0.00,0.00,9737,1987,4224,3.28,2,1
915,400926.00000,4507108.00000,355.97,288.33,0.55620,0,0.00,0.00,0,1097,4066,0.56,1,1
916,402502.00000,4503522.00000,7637.62,0.00,11.93379,0,0.00,0.00,0,1162,4100,0.59,1,1
917,405783.00000,4505128.00000,696.80,599.25,1.08875,0,0.00,0.00,11086,1735,3358,4.37,2,1
918,400929.00000,4501392.00000,2635.62,0.00,4.11815,0,0.00,0.00,0,408,3167,0.27,1,1
919,402534.00000,4498867.00000,1372.28,686.14,2.14419,0,0.00,0.00,0,471,8207,0.12,1,1
920,404908.00000,4499524.00000,2092.09,941.44,3.26890,0,0.00,0.00,7,471,8827,0.11,1,1
921,407274.00000,4498210.00000,2376.94,2044.16,3.71396,0,0.00,0.00,3622,88,10492,0.36,1,1
922,401781.00000,4496458.00000,4587.58,0.00,7.16810,0,0.00,0.00,1072,276,8196,0.20,1,1
923,406016.00000,4495369.00000,3229.84,2842.26,5.04663,0,0.00,0.00,3667,307,11159,0.39,1,1
924,403087.00000,4488088.00000,17460.48,0.00,27.28200,0,0.00,0.00,1074,769,6322,0.42,1,1
925,406638.00000,4492503.00000,1255.56,1180.23,1.96182,0,0.00,0.00,3662,418,9711,0.47,1,1
926,406803.07600,4491004.70200,528.21,501.80,0.82533,0,0.00,0.00,1072,775,6051,0.44,1,1
927,408778.27210,4490366.75100,1007.41,967.12,1.57408,0,0.00,0.00,1072,557,5102,0.44,1,1
928,406995.00000,4489345.00000,863.70,855.06,1.34953,0,0.00,0.00,1072,786,5947,0.45,1,1
929,408798.33840,4488662.11300,704.93,704.93,1.10145,0,0.00,0.00,0,510,4542,0.23,1,1
930,407975.18670,4487491.78500,399.51,399.51,0.62424,0,0.00,0.00,4,510,5163,0.21,1,1
931,409357.00000,4487028.00000,1001.03,1001.03,1.56410,0,0.00,0.00,669,400,3959,0.38,1,1
932,408301.00000,4485815.00000,712.04,712.04,1.11256,0,0.00,0.00,2720,431,5762,0.63,1,1
933,410860.70850,4486220.77900,371.31,371.31,0.58017,0,0.00,0.00,3000,280,3127,1.14,2,1
934,408118.00000,4483555.00000,2090.22,1923.00,3.26597,0,0.00,0.00,8358,74,5258,1.62,2,1
935,405029.00000,4480783.00000,7092.45,0.00,11.08195,0,0.00,0.00,7477,73,5463,1.40,2,1
936,409705.00000,4481905.00000,403.16,362.84,0.62993,0,0.00,0.00,9752,136,5190,1.93,2,1
937,415243.00000,4478146.00000,9361.29,0.00,14.62701,0,0.00,0.00,17425,142,3193,5.55,3,1
938,408722.00000,4480015.00000,1222.60,880.27,1.91031,0,0.00,0.00,8765,73,4981,1.79,2,1
939,419177.00000,4520276.00000,1306.38,1306.38,2.04121,0,0.00,0.00,877,3046,4641,1.55,2,1
940,416690.00000,4519597.00000,1209.98,1101.09,1.89060,0,0.00,0.00,877,7563,6906,2.39,2,1
941,420428.01620,4518379.52000,376.11,372.35,0.58768,0,0.00,0.00,6450,2335,2349,4.80,2,1
942,407365.00000,4517914.00000,1396.83,1396.83,2.18255,0,0.00,0.00,0,27,8868,0.01,1,1
943,409898.00000,4518003.00000,1446.14,1330.45,2.25959,0,0.00,0.00,0,3005,7524,0.83,1,1
944,421207.00000,4518365.00000,472.87,435.04,0.73886,0,0.00,0.00,6450,2335,2349,4.80,2,1
945,421896.00000,4518549.00000,318.77,318.77,0.49807,0,0.00,0.00,1282,2647,2956,2.29,2,1
946,423193.00000,4518039.00000,1103.17,529.52,1.72370,0,0.00,0.00,4231,4401,2811,4.75,2,1
947,417079.00000,4517585.00000,2373.82,2302.61,3.70910,0,0.00,1.25,6035,17021,8925,4.62,2,1
948,419270.52560,4517908.99700,318.98,318.98,0.49840,0,0.00,0.00,8945,6102,5775,3.74,2,1
949,422371.00000,4517653.00000,210.05,210.05,0.32820,0,0.00,0.00,3988,4459,2590,5.10,3,1
950,412281.00000,4516644.00000,818.77,695.95,1.27932,0,0.00,0.00,0,21614,6363,7.03,3,1
951,420369.00000,4516980.00000,267.52,267.52,0.41800,0,0.00,0.00,11586,2985,2154,8.25,3,1
952,420901.00000,4517049.00000,131.86,130.54,0.20603,0,0.00,0.00,12931,1734,1988,8.31,3,1
953,421744.00000,4517052.00000,174.65,174.65,0.27288,0,0.00,0.00,10206,1710,1964,7.00,3,1
954,406028.00000,4515437.00000,2035.01,1933.26,3.17971,0,0.00,0.00,0,708,8096,0.18,1,1
955,407655.17470,4515617.64700,1097.65,1097.65,1.71508,0,0.00,0.00,0,27,8696,0.01,1,1
956,409436.00000,4516091.00000,675.84,648.80,1.05600,0,0.00,0.00,0,27,7636,0.01,1,1
957,411046.00000,4516041.00000,606.16,600.10,0.94712,0,0.00,0.00,0,5563,6264,1.84,2,1
958,414110.00000,4515955.00000,798.85,798.85,1.24820,0,0.00,0.00,1,24053,5367,9.28,3,1
959,419429.00000,4516128.00000,416.33,416.33,0.65051,0,0.00,0.00,11771,6198,1992,12.35,3,1
960,420298.00000,4515845.00000,225.26,225.26,0.35197,0,0.00,0.00,15101,2545,1617,12.60,3,1
961,421472.00000,4516375.00000,203.08,203.08,0.31731,0,0.00,0.00,13057,382,1252,11.06,3,1
962,422234.00000,4516352.00000,135.22,135.22,0.21127,0,0.00,0.00,9716,2744,1424,10.81,3,1
963,423190.00000,4516059.00000,453.02,453.02,0.70785,0,0.00,0.00,7344,4072,1101,14.32,3,1
964,425161.36410,4515823.61600,445.43,307.34,0.69598,0,0.00,0.00,6370,5452,842,20.97,4,2
965,417363.00000,4514955.00000,2040.92,2040.92,3.18893,0,0.00,1.25,0,18225,6862,5.50,3,7
966,420864.00000,4515620.00000,46.23,44.84,0.07223,0,0.00,0.00,15901,4029,1282,18.92,4,2
967,421290.00000,4515517.00000,122.90,121.67,0.19203,0,0.00,0.00,12885,1414,1158,13.66,3,1
968,421733.00000,4515496.00000,85.12,85.12,0.13301,0,0.00,0.00,11155,600,1075,11.53,3,1
969,422279.00000,4515726.00000,89.52,89.52,0.13987,0,0.00,0.00,11090,2744,1379,12.16,3,1
970,422865.41580,4515268.62800,76.42,76.42,0.11941,0,0.00,0.00,7364,4009,1096,14.30,3,1
971,424493.41010,4515153.00500,109.81,103.22,0.17157,0,0.00,0.00,6358,3715,824,17.06,4,2
972,423979.00000,4515370.00000,46.02,46.02,0.07190,0,0.00,0.00,6022,5010,991,16.54,4,2
973,426100.34030,4514087.37900,182.92,109.75,0.28581,0,0.00,0.00,6900,8605,529,46.72,4,2
974,426835.11990,4515348.61700,509.17,417.52,0.79558,0,0.00,0.00,9001,3119,1116,13.85,3,1
975,409415.96880,4514411.84600,625.39,619.14,0.97718,0,0.00,0.00,0,2292,5764,0.82,1,1
976,411281.73040,4514664.99000,723.26,701.56,1.13010,0,0.00,0.00,0,5244,5046,2.15,2,1
977,412937.00000,4514530.00000,433.91,433.91,0.67799,0,0.00,0.00,1,26311,5386,10.11,3,1
978,414340.00000,4514556.00000,833.72,833.72,1.30268,0,0.00,0.00,1,26840,5012,11.08,3,1
979,419299.00000,4514657.00000,344.48,344.48,0.53825,0,0.00,0.00,11698,10500,1760,18.99,4,2
980,420319.00000,4515101.00000,123.59,122.36,0.19311,0,0.00,0.00,12992,10205,1809,18.86,4,2
981,421517.00000,4514669.00000,184.31,180.63,0.28799,0,0.00,0.00,8344,4210,1030,16.56,4,2
982,422274.00000,4515244.00000,85.06,85.06,0.13291,0,0.00,0.00,11461,625,1001,12.73,3,1
983,428510.00000,4514860.00000,306.12,238.77,0.47831,0,0.00,0.00,7323,13828,1437,25.01,4,2
984,420314.00000,4514309.00000,209.14,209.14,0.32678,0,0.00,0.00,10623,9774,1444,21.37,4,2
985,421170.00000,4514196.00000,149.88,143.88,0.23418,0,0.00,0.00,9687,7892,1129,23.05,4,2
986,422219.00000,4514046.00000,96.95,95.01,0.15149,0,0.00,0.00,5347,4688,784,19.19,4,2
987,422293.48210,4514573.75600,129.58,129.58,0.20247,0,0.00,0.00,7722,2818,820,16.53,4,2
988,422815.00000,4514035.00000,66.04,66.04,0.10318,0,0.00,0.00,4914,3230,595,19.51,4,2
989,422909.00000,4514638.00000,98.25,98.25,0.15352,0,0.00,0.00,7063,2548,716,17.22,4,2
990,423379.00000,4514035.00000,48.39,48.39,0.07561,1,0.00,0.00,4645,8563,357,62.66,4,2
991,423396.00000,4514641.00000,74.45,74.45,0.11632,0,0.00,0.00,7434,3282,569,24.99,4,2
992,423721.00000,4514022.00000,28.60,28.60,0.04469,1,0.00,0.00,4026,9000,287,79.00,4,2
993,423704.00000,4514624.00000,43.20,43.20,0.06749,0,0.00,0.00,6336,3907,576,25.04,4,2
994,423957.00000,4514585.00000,71.74,71.74,0.11209,0,0.00,0.00,7158,3530,577,25.07,4,2
995,424525.00000,4514041.00000,86.77,86.77,0.13558,1,0.00,0.00,4217,11260,358,76.94,4,2
996,424204.00000,4514633.00000,62.16,62.16,0.09713,0,0.00,0.00,7158,3530,577,25.07,4,2
997,424691.00000,4514607.00000,60.77,60.77,0.09495,0,0.00,0.00,5337,8625,546,42.47,4,2
998,424968.00000,4514023.00000,48.50,46.56,0.07578,1,0.00,0.00,4779,17120,334,120.26,5,3
999,425072.00000,4514483.00000,42.44,42.44,0.06632,0,0.00,0.00,6734,10552,526,54.34,4,2
1000,425699.00000,4514604.00000,77.22,69.50,0.12066,0,0.00,0.00,6853,5138,573,30.53,4,2
1001,426196.00000,4514091.00000,59.09,59.09,0.09233,0,0.00,0.00,7862,7725,575,41.50,4,2
1002,426202.00000,4514600.00000,78.70,78.70,0.12296,0,0.00,0.00,9627,3579,981,17.36,4,2
1003,426754.00000,4514126.00000,62.75,62.75,0.09804,0,0.00,0.00,8745,2211,616,21.61,4,2
1004,426771.68690,4514595.34900,78.00,78.00,0.12187,0,0.00,0.00,9277,1116,1111,10.43,3,1
1005,427545.00000,4514319.00000,180.87,180.87,0.28261,0,0.00,0.00,7505,2343,1023,12.08,3,1
1006,428450.00000,4514056.00000,221.09,218.88,0.34545,0,0.00,0.00,4909,38775,1390,61.27,4,2
1007,429581.33980,4513675.51600,212.04,133.58,0.33131,0,3.00,4.00,4114,53615,1721,66.89,4,5
1008,409147.00000,4513433.00000,551.08,545.57,0.86106,0,0.00,0.00,0,2292,5555,0.85,1,1
1009,411085.00000,4513487.00000,435.29,435.29,0.68014,0,0.00,0.00,0,7502,4544,3.42,2,1
1010,412763.00000,4513340.00000,319.79,319.79,0.49967,0,0.00,0.00,1,26458,4651,11.77,3,1
1011,414342.00000,4512792.00000,794.73,794.73,1.24177,0,0.00,0.00,3,24187,4094,12.23,3,1
1012,415923.00000,4512594.00000,574.95,574.95,0.89836,0,0.00,0.00,2,10294,3621,5.89,3,1
1013,416256.00000,4513542.00000,196.12,188.27,0.30644,0,0.00,0.00,2,33888,5981,11.73,3,1
1014,417335.00000,4513440.00000,264.65,248.77,0.41352,0,0.00,0.00,1,14342,4574,6.49,3,1
1015,419407.00000,4513394.00000,116.85,116.85,0.18258,0,0.00,0.00,6509,10236,2200,12.59,3,1
1016,420318.00000,4513535.00000,137.28,137.28,0.21450,0,0.00,0.00,7999,7605,1355,17.52,4,2
1017,421244.00000,4513544.00000,145.78,144.32,0.22778,0,0.00,0.00,5505,6557,849,22.48,4,2
1018,421656.00000,4513245.00000,31.61,30.66,0.04939,0,0.00,0.00,4546,4409,739,18.50,4,2
1019,422252.00000,4513287.00000,81.25,79.63,0.12695,0,0.00,0.00,3600,4311,587,21.32,4,2
1020,422195.00000,4513642.00000,60.41,58.60,0.09439,0,0.00,0.00,3725,4685,645,20.82,4,2
1021,422801.00000,4513363.00000,46.00,46.00,0.07188,0,0.00,0.00,2892,4844,509,25.39,4,2
1022,422846.00000,4513690.00000,30.45,30.45,0.04758,0,0.00,0.00,3149,4672,426,30.10,4,2
1023,423130.80450,4512849.47400,56.79,56.79,0.08873,1,0.00,0.00,1553,5643,341,38.80,4,2
1024,423207.64430,4513251.96900,40.21,40.21,0.06283,1,0.00,0.00,2804,7938,302,63.64,4,2
1025,423321.17330,4513689.78100,22.33,22.33,0.03489,1,0.00,0.00,4868,7670,345,60.08,4,2
1026,423476.00000,4513343.00000,34.29,34.29,0.05358,1,0.00,0.00,2733,10606,227,108.93,5,3
1027,423697.00000,4513532.00000,28.99,28.99,0.04530,1,2.60,2.50,3886,11834,186,152.31,5,3
1028,423945.00000,4513421.00000,14.38,14.38,0.02247,1,2.60,2.50,1268,11619,159,159.39,5,3
1029,423945.00000,4513661.00000,14.57,14.57,0.02277,1,2.60,2.50,2302,12030,173,157.02,5,3
1030,424188.00000,4513411.00000,14.40,14.40,0.02251,1,2.60,2.50,805,8047,144,120.89,5,3
1031,424191.00000,4513663.00000,14.57,14.57,0.02276,1,2.60,2.50,2428,10034,231,100.25,5,3
1032,424417.00000,4513415.00000,28.77,28.77,0.04495,1,4.25,1.50,709,14803,159,197.08,5,3
1033,424424.00000,4513655.00000,14.57,14.57,0.02277,1,4.25,1.50,1948,14684,232,139.64,5,3
1034,424671.00000,4513407.00000,14.39,14.39,0.02249,1,4.25,1.50,943,24939,159,330.64,5,5
1035,424795.00000,4513648.00000,29.20,29.20,0.04562,1,4.25,1.50,4308,20048,274,166.96,5,5
1036,424904.00000,4513409.00000,14.42,14.42,0.02253,1,4.25,1.50,2289,26987,155,374.31,5,5
1037,425160.00000,4513407.00000,14.41,14.41,0.02251,1,4.25,1.50,2445,20870,155,293.86,5,3
1038,425238.00000,4513661.00000,25.28,25.28,0.03949,1,0.00,0.00,3863,18640,219,194.22,5,3
1039,425700.22070,4513744.17500,45.51,45.51,0.07110,1,0.00,0.00,5566,5478,313,54.01,4,2
1040,425383.00000,4513405.00000,14.39,14.39,0.02248,1,0.75,0.70,3806,14530,172,197.45,5,3
1041,425634.00000,4513405.00000,14.41,14.41,0.02251,1,0.75,0.70,3935,8402,172,124.32,5,3
1042,425875.00000,4513393.00000,14.38,14.38,0.02247,0,0.00,0.00,4021,11046,236,114.13,5,3
1043,426129.00000,4513706.00000,60.51,60.51,0.09455,0,0.00,0.00,5158,9891,376,68.24,4,2
1044,426242.00000,4513394.00000,28.78,28.78,0.04496,0,0.00,0.00,4495,11925,294,99.39,4,2
1045,426736.00000,4513701.00000,60.26,60.26,0.09416,0,0.00,0.00,7373,8249,451,54.22,4,2
1046,426848.00000,4513395.00000,43.26,43.26,0.06759,0,0.00,0.00,7102,9954,413,67.12,4,2
1047,427329.00000,4513708.00000,64.17,64.17,0.10027,0,0.00,0.00,7221,2753,618,20.91,4,2
1048,427427.00000,4513299.00000,57.64,57.64,0.09007,0,0.00,0.00,7285,3265,476,29.50,4,2
1049,427785.00000,4513711.00000,61.60,61.60,0.09626,0,0.00,0.00,6383,2834,772,15.86,4,2
1050,427878.00000,4513246.00000,44.08,44.08,0.06887,0,0.00,0.00,6691,26083,989,61.33,4,2
1051,428770.00000,4512965.00000,390.48,390.48,0.61013,0,3.00,4.00,3444,45654,1336,73.29,4,7
1052,429700.84560,4512937.16500,153.94,153.94,0.24053,0,3.00,4.00,4476,54442,1637,71.59,4,5
1053,409338.00000,4512423.00000,524.55,524.55,0.81961,0,0.00,0.00,1,2452,5264,0.96,1,1
1054,411323.00000,4512407.00000,591.61,591.61,0.92439,0,0.00,0.00,0,5050,4313,2.42,2,1
1055,412849.00000,4512303.00000,372.21,372.21,0.58158,0,0.00,0.00,3,7507,4102,3.79,2,1
1056,417781.00000,4512695.00000,629.31,629.31,0.98330,0,0.00,0.00,1,6780,2741,5.12,3,1
1057,419341.00000,4512708.00000,300.72,300.72,0.46987,0,0.00,0.00,2546,6512,2048,7.83,3,1
1058,420209.00000,4512819.00000,187.48,187.48,0.29294,0,0.00,0.00,6377,4384,1363,11.34,3,1
1059,420324.00000,4512035.00000,189.53,189.53,0.29614,0,0.00,0.00,7423,3848,1322,11.64,3,1
1060,421016.00000,4512905.00000,84.71,84.71,0.13236,0,0.00,0.00,8030,2899,924,15.19,4,2
1061,421206.32790,4512374.46600,90.85,90.85,0.14196,0,0.00,0.00,8009,2211,918,13.70,3,1
1062,421618.00000,4512840.00000,77.78,74.67,0.12153,0,0.00,0.00,6343,3373,740,18.02,4,2
1063,421684.81950,4512356.63400,63.06,62.43,0.09853,0,0.00,0.00,10494,925,741,16.75,4,2
1064,422392.00000,4512850.00000,112.20,108.84,0.17532,0,0.00,0.00,3376,3538,556,19.26,4,2
1065,423461.00000,4512833.00000,28.81,28.81,0.04502,1,0.00,0.00,1211,5796,290,45.61,4,2
1066,423688.00000,4512819.00000,28.82,28.82,0.04503,1,0.55,0.85,1602,6961,158,101.06,5,3
1067,423694.00000,4513184.00000,14.39,14.39,0.02248,1,2.60,2.50,2755,11152,193,133.97,5,3
1068,423939.00000,4512697.00000,14.40,14.40,0.02250,1,0.55,0.85,1505,6522,144,104.22,5,3
1069,423946.00000,4512913.00000,14.41,14.41,0.02251,1,0.55,0.85,2116,7538,144,123.08,5,3
1070,423945.00000,4513176.00000,14.40,14.40,0.02250,1,2.60,2.50,2358,12550,159,178.69,5,3
1071,424181.00000,4512690.00000,14.39,14.39,0.02249,1,0.55,0.85,1291,7687,130,132.80,5,3
1072,424181.00000,4512933.00000,14.40,14.40,0.02250,1,0.55,0.85,1761,6966,130,124.87,5,3
1073,424180.00000,4513173.00000,14.39,14.39,0.02248,1,2.60,2.50,1683,9045,144,141.75,5,3
1074,424415.00000,4512695.00000,14.39,14.39,0.02249,1,2.00,4.35,1198,12723,130,212.51,5,3
1075,424417.00000,4512933.00000,14.42,14.42,0.02253,1,4.25,1.50,1986,12764,130,219.16,5,3
1076,424670.00000,4512690.00000,14.41,14.41,0.02251,1,2.00,4.35,601,18605,130,301.60,5,5
1077,424668.00000,4512933.00000,14.40,14.40,0.02250,1,4.25,1.50,1005,21622,130,352.78,5,5
1078,424673.00000,4513180.00000,14.41,14.41,0.02251,1,4.25,1.50,999,28260,159,374.51,5,5
1079,424906.00000,4512687.00000,14.44,14.44,0.02256,1,2.00,4.35,601,20556,130,332.76,5,5
1080,424904.00000,4512933.00000,14.44,14.44,0.02256,1,4.25,1.50,788,23099,130,374.65,5,5
1081,424906.00000,4513173.00000,14.42,14.42,0.02254,1,4.25,1.50,1269,26543,130,433.42,5,5
1082,425160.00000,4512685.00000,14.40,14.40,0.02251,1,2.00,4.35,786,16791,130,273.97,5,3
1083,425172.00000,4512930.00000,14.41,14.41,0.02252,1,4.25,1.50,1179,18131,130,298.32,5,3
1084,425161.00000,4513176.00000,14.39,14.39,0.02249,1,4.25,1.50,1078,21081,130,344.72,5,3
1085,425388.00000,4512687.00000,14.41,14.41,0.02252,0,0.75,0.70,1204,10172,130,171.65,5,3
1086,425388.00000,4512926.00000,14.42,14.42,0.02253,0,0.75,0.70,1994,11130,130,193.02,5,3
1087,425386.00000,4513176.00000,14.42,14.42,0.02252,1,0.75,0.70,1838,11040,130,190.40,5,3
1088,425629.00000,4512692.00000,14.40,14.40,0.02250,0,0.75,0.70,1928,7284,130,131.15,5,3
1089,425629.00000,4512923.00000,14.44,14.44,0.02256,0,0.75,0.70,2544,6423,130,122.18,5,3
1090,425634.00000,4513176.00000,14.40,14.40,0.02249,1,0.75,0.70,2294,8084,130,146.80,5,3
1091,425869.00000,4512689.00000,14.38,14.38,0.02247,0,0.00,0.00,2099,8476,173,113.71,5,3
1092,425870.00000,4512918.00000,14.40,14.40,0.02250,0,0.00,0.00,2906,7552,173,107.28,5,3
1093,425870.00000,4513167.00000,14.38,14.38,0.02246,0,0.00,0.00,2407,11925,173,156.78,5,3
1094,426235.00000,4512666.00000,28.78,28.78,0.04498,0,0.00,0.00,3155,10789,230,110.61,5,3
1095,426236.00000,4512914.00000,28.81,28.81,0.04502,0,0.00,0.00,3223,11942,230,121.26,5,3
1096,426237.00000,4513164.00000,28.82,28.82,0.04503,0,0.00,0.00,4075,11848,262,109.08,5,3
1097,426720.00000,4512674.00000,43.28,43.28,0.06763,0,0.00,0.00,5813,8185,330,68.86,4,2
1098,426721.00000,4512907.00000,43.32,43.32,0.06769,0,0.00,0.00,5730,9129,331,74.43,4,2
1099,426846.00000,4513154.00000,43.27,43.27,0.06760,0,0.00,0.00,6360,11248,377,78.54,4,2
1100,427448.00000,4512851.00000,57.64,57.64,0.09006,0,0.00,0.00,7621,3586,428,35.11,4,2
1101,427808.00000,4512814.00000,44.13,44.13,0.06895,0,0.00,0.00,6366,25754,815,73.24,4,2
1102,430435.00000,4512478.00000,375.07,337.56,0.58605,0,0.00,0.00,4218,54118,1857,62.61,4,2
1103,409534.00000,4511083.00000,391.19,391.19,0.61124,0,0.00,0.00,5,2534,4654,1.13,2,1
1104,414288.00000,4511545.00000,305.87,305.87,0.47793,0,0.00,0.00,3,12650,3727,7.03,3,1
1105,415771.00000,4511364.00000,418.33,418.33,0.65363,0,0.00,0.00,4,21986,3980,11.44,3,1
1106,417201.00000,4511647.00000,252.20,252.20,0.39407,0,0.00,0.00,1,17867,3385,10.93,3,1
1107,418565.07630,4511717.89900,221.54,221.54,0.34615,0,0.00,0.00,7,10796,2397,9.32,3,1
1108,421063.67200,4511800.87000,111.31,111.31,0.17393,0,0.00,0.00,9093,2568,990,14.56,3,1
1109,421820.00000,4511824.00000,87.61,86.73,0.13688,0,0.00,0.00,9549,799,730,15.35,4,2
1110,422341.00000,4512358.00000,64.20,63.55,0.10031,0,0.00,0.00,6063,1279,626,13.92,3,1
1111,422364.00000,4511872.00000,59.17,57.99,0.09246,0,0.00,0.00,5303,685,536,12.54,3,1
1112,422848.00000,4511855.00000,57.57,57.57,0.08995,0,0.00,0.00,3217,2809,483,18.69,4,2
1113,422733.79880,4512267.68700,36.76,36.76,0.05744,0,0.00,0.00,3603,3218,575,17.85,4,2
1114,423231.00000,4512422.00000,77.35,77.35,0.12085,1,0.00,0.00,1195,3794,330,27.46,4,2
1115,423386.00000,4511751.00000,82.20,82.20,0.12844,0,0.00,0.00,944,3728,325,26.65,4,2
1116,423687.00000,4511624.00000,29.24,29.24,0.04569,0,0.00,0.00,709,4603,277,36.99,4,2
1117,423694.00000,4511976.00000,14.55,14.55,0.02274,0,0.00,0.00,408,3922,226,37.68,4,2
1118,423700.00000,4512208.00000,14.48,14.48,0.02262,1,0.00,0.00,106,3740,193,40.76,4,2
1119,423702.00000,4512450.00000,14.42,14.42,0.02254,1,0.00,0.00,502,4448,221,43.87,4,2
1120,423935.00000,4511624.00000,28.39,28.39,0.04436,0,0.00,0.00,1266,3992,234,40.70,4,2
1121,423935.00000,4511970.00000,14.28,14.28,0.02231,0,0.00,0.00,628,3768,173,48.74,4,2
1122,423935.00000,4512215.00000,14.31,14.31,0.02236,1,0.00,0.00,169,3789,130,61.81,4,2
1123,423934.00000,4512459.00000,14.37,14.37,0.02245,1,0.00,0.00,609,5391,144,81.73,4,2
1124,424173.00000,4511624.00000,28.83,28.83,0.04504,1,0.00,0.00,1244,5258,213,57.07,4,2
1125,424175.00000,4511964.00000,14.41,14.41,0.02251,1,0.00,0.00,723,4831,172,62.25,4,2
1126,424172.00000,4512209.00000,14.41,14.41,0.02252,1,0.00,0.00,222,6293,129,102.42,5,3
1127,424172.00000,4512456.00000,14.38,14.38,0.02247,1,0.00,0.00,462,5934,129,98.46,4,2
1128,424426.00000,4511619.00000,28.80,28.80,0.04501,1,0.00,0.00,1056,6439,212,67.75,4,2
1129,424405.00000,4511966.00000,14.42,14.42,0.02252,1,0.40,0.35,719,6130,173,77.49,4,2
1130,424416.00000,4512206.00000,14.40,14.40,0.02250,1,0.40,0.35,221,6753,130,109.51,5,3
1131,424416.00000,4512450.00000,14.39,14.39,0.02248,1,2.00,4.35,462,8702,130,142.57,5,3
1132,424649.00000,4511619.00000,28.87,28.87,0.04511,1,0.00,0.00,1411,6685,213,71.68,4,2
1133,424648.00000,4511960.00000,14.46,14.46,0.02259,1,0.40,0.35,582,6887,173,85.74,4,2
